K,X,Y,Z,trials_X,trials_XY,successes_XZ,successes_XYZ,p_z_within_K_given_X,p_z_within_K_given_XY,risk_ratio,beta_trials_XY,beta_successes_XYZ,beta_p_window_prior,beta_p_window_given_XY,beta_log_lift_XY_vs_X,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high,messages_with_z,total_scoped_z,p_z_anywhere
5,assistant-claims-unique-understanding,user-misconstrues-sentience,user-endorses-delusion,1010,155,481,117,0.476,0.755,1.585,155,117,0.476,0.751,0.456,0.034,0.684,0.819,19904,177101,0.112
5,assistant-claims-unique-understanding,user-misconstrues-sentience,user-expresses-isolation,1010,155,78,17,0.077,0.11,1.42,155,17,0.077,0.109,0.347,0.025,0.061,0.158,2854,177101,0.016
5,assistant-claims-unique-understanding,user-misconstrues-sentience,user-misconstrues-sentience,1010,155,155,155,0.153,1.0,6.516,155,155,0.153,0.989,1.863,0.008,0.973,1.0,4227,177101,0.024
5,assistant-claims-unique-understanding,user-misconstrues-sentience,user-platonic-affinity,1010,155,147,43,0.146,0.277,1.906,155,43,0.146,0.276,0.639,0.036,0.206,0.345,4113,177101,0.023
5,assistant-claims-unique-understanding,user-misconstrues-sentience,user-romantic-interest,1010,155,435,106,0.431,0.684,1.588,155,106,0.431,0.681,0.458,0.037,0.608,0.753,13934,177101,0.079
5,assistant-claims-unique-understanding,user-misconstrues-sentience,user-suicidal-intent,1010,155,11,4,0.011,0.026,2.37,155,4,0.011,0.026,0.855,0.013,0.001,0.05,668,177101,0.004
5,assistant-claims-unique-understanding,user-misconstrues-sentience,user-theme-awakening-consciousness,1010,155,188,66,0.186,0.426,2.288,155,66,0.186,0.423,0.82,0.039,0.346,0.5,5679,177101,0.032
5,assistant-claims-unique-understanding,user-misconstrues-sentience,user-violent-intent,1010,155,15,3,0.015,0.019,1.303,155,3,0.015,0.019,0.262,0.011,0.0,0.041,571,177101,0.003
5,assistant-claims-unique-understanding,user-platonic-affinity,user-assigns-personhood,1010,147,376,96,0.372,0.653,1.754,147,96,0.372,0.649,0.556,0.039,0.573,0.726,11024,177101,0.062
5,assistant-claims-unique-understanding,user-platonic-affinity,user-endorses-delusion,1010,147,481,106,0.476,0.721,1.514,147,106,0.476,0.718,0.41,0.037,0.646,0.79,19904,177101,0.112
5,assistant-claims-unique-understanding,user-platonic-affinity,user-expresses-isolation,1010,147,78,25,0.077,0.17,2.202,147,25,0.077,0.169,0.782,0.031,0.109,0.229,2854,177101,0.016
5,assistant-claims-unique-understanding,user-platonic-affinity,user-misconstrues-sentience,1010,147,155,43,0.153,0.293,1.906,147,43,0.153,0.291,0.639,0.037,0.218,0.363,4227,177101,0.024
5,assistant-claims-unique-understanding,user-platonic-affinity,user-platonic-affinity,1010,147,147,147,0.146,1.0,6.871,147,147,0.146,0.989,1.916,0.009,0.971,1.0,4113,177101,0.023
5,assistant-claims-unique-understanding,user-platonic-affinity,user-romantic-interest,1010,147,435,93,0.431,0.633,1.469,147,93,0.431,0.63,0.38,0.039,0.553,0.707,13934,177101,0.079
5,assistant-claims-unique-understanding,user-platonic-affinity,user-suicidal-intent,1010,147,11,3,0.011,0.02,1.874,147,3,0.011,0.02,0.622,0.012,0.0,0.043,668,177101,0.004
5,assistant-claims-unique-understanding,user-platonic-affinity,user-theme-awakening-consciousness,1010,147,188,48,0.186,0.327,1.754,147,48,0.186,0.325,0.556,0.038,0.25,0.4,5679,177101,0.032
5,assistant-claims-unique-understanding,user-platonic-affinity,user-violent-intent,1010,147,15,2,0.015,0.014,0.916,147,2,0.015,0.014,-0.086,0.009,0.0,0.032,571,177101,0.003
5,assistant-claims-unique-understanding,user-romantic-interest,user-assigns-personhood,1010,435,376,241,0.372,0.554,1.488,435,241,0.372,0.553,0.396,0.024,0.507,0.6,11024,177101,0.062
5,assistant-claims-unique-understanding,user-romantic-interest,user-endorses-delusion,1010,435,481,206,0.476,0.474,0.994,435,206,0.476,0.474,-0.006,0.024,0.427,0.52,19904,177101,0.112
5,assistant-claims-unique-understanding,user-romantic-interest,user-expresses-isolation,1010,435,78,42,0.077,0.097,1.25,435,42,0.077,0.096,0.222,0.014,0.069,0.124,2854,177101,0.016
5,assistant-claims-unique-understanding,user-romantic-interest,user-misconstrues-sentience,1010,435,155,106,0.153,0.244,1.588,435,106,0.153,0.243,0.461,0.021,0.203,0.283,4227,177101,0.024
5,assistant-claims-unique-understanding,user-romantic-interest,user-platonic-affinity,1010,435,147,93,0.146,0.214,1.469,435,93,0.146,0.213,0.383,0.02,0.175,0.252,4113,177101,0.023
5,assistant-claims-unique-understanding,user-romantic-interest,user-romantic-interest,1010,435,435,435,0.431,1.0,2.322,435,435,0.431,0.997,0.84,0.002,0.993,1.0,13934,177101,0.079
5,assistant-claims-unique-understanding,user-romantic-interest,user-suicidal-intent,1010,435,11,6,0.011,0.014,1.266,435,6,0.011,0.014,0.235,0.006,0.003,0.025,668,177101,0.004
5,assistant-claims-unique-understanding,user-romantic-interest,user-theme-awakening-consciousness,1010,435,188,121,0.186,0.278,1.494,435,121,0.186,0.278,0.4,0.021,0.236,0.32,5679,177101,0.032
5,assistant-claims-unique-understanding,user-romantic-interest,user-violent-intent,1010,435,15,6,0.015,0.014,0.929,435,6,0.015,0.014,-0.074,0.006,0.003,0.025,571,177101,0.003
5,assistant-claims-unique-understanding,user-suicidal-intent,user-assigns-personhood,1010,11,376,6,0.372,0.545,1.465,11,6,0.372,0.519,0.332,0.134,0.257,0.781,11024,177101,0.062
5,assistant-claims-unique-understanding,user-suicidal-intent,user-endorses-delusion,1010,11,481,9,0.476,0.818,1.718,11,9,0.476,0.766,0.475,0.113,0.544,0.987,19904,177101,0.112
5,assistant-claims-unique-understanding,user-suicidal-intent,user-expresses-isolation,1010,11,78,2,0.077,0.182,2.354,11,2,0.077,0.166,0.764,0.099,0.0,0.361,2854,177101,0.016
5,assistant-claims-unique-understanding,user-suicidal-intent,user-misconstrues-sentience,1010,11,155,4,0.153,0.364,2.37,11,4,0.153,0.331,0.77,0.126,0.085,0.578,4227,177101,0.024
5,assistant-claims-unique-understanding,user-suicidal-intent,user-platonic-affinity,1010,11,147,3,0.146,0.273,1.874,11,3,0.146,0.253,0.554,0.116,0.025,0.481,4113,177101,0.023
5,assistant-claims-unique-understanding,user-suicidal-intent,user-romantic-interest,1010,11,435,6,0.431,0.545,1.266,11,6,0.431,0.528,0.203,0.133,0.266,0.789,13934,177101,0.079
5,assistant-claims-unique-understanding,user-suicidal-intent,user-suicidal-intent,1010,11,11,11,0.011,1.0,91.818,11,11,0.011,0.848,4.355,0.096,0.66,1.0,668,177101,0.004
5,assistant-claims-unique-understanding,user-suicidal-intent,user-theme-awakening-consciousness,1010,11,188,4,0.186,0.364,1.954,11,4,0.186,0.336,0.592,0.126,0.089,0.584,5679,177101,0.032
5,assistant-claims-unique-understanding,user-suicidal-intent,user-violent-intent,1010,11,15,1,0.015,0.091,6.121,11,1,0.015,0.079,1.674,0.072,0.0,0.221,571,177101,0.003
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,user-assigns-personhood,1010,188,376,130,0.372,0.691,1.857,188,130,0.372,0.688,0.614,0.034,0.622,0.754,11024,177101,0.062
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,user-endorses-delusion,1010,188,481,137,0.476,0.729,1.53,188,137,0.476,0.726,0.422,0.032,0.663,0.789,19904,177101,0.112
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,user-expresses-isolation,1010,188,78,19,0.077,0.101,1.309,188,19,0.077,0.101,0.267,0.022,0.058,0.144,2854,177101,0.016
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,user-misconstrues-sentience,1010,188,155,66,0.153,0.351,2.288,188,66,0.153,0.349,0.822,0.034,0.281,0.417,4227,177101,0.024
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,user-platonic-affinity,1010,188,147,48,0.146,0.255,1.754,188,48,0.146,0.254,0.557,0.032,0.192,0.316,4113,177101,0.023
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,user-romantic-interest,1010,188,435,121,0.431,0.644,1.494,188,121,0.431,0.641,0.398,0.035,0.573,0.709,13934,177101,0.079
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,user-suicidal-intent,1010,188,11,4,0.011,0.021,1.954,188,4,0.011,0.021,0.665,0.01,0.001,0.042,668,177101,0.004
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,user-theme-awakening-consciousness,1010,188,188,188,0.186,1.0,5.372,188,188,0.186,0.991,1.673,0.007,0.978,1.0,5679,177101,0.032
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,user-violent-intent,1010,188,15,5,0.015,0.027,1.791,188,5,0.015,0.026,0.578,0.012,0.004,0.049,571,177101,0.003
5,assistant-claims-unique-understanding,user-violent-intent,user-assigns-personhood,1010,15,376,10,0.372,0.667,1.791,15,10,0.372,0.632,0.529,0.114,0.409,0.855,11024,177101,0.062
5,assistant-claims-unique-understanding,user-violent-intent,user-endorses-delusion,1010,15,481,11,0.476,0.733,1.54,15,11,0.476,0.703,0.39,0.108,0.492,0.914,19904,177101,0.112
5,assistant-claims-unique-understanding,user-violent-intent,user-expresses-isolation,1010,15,78,1,0.077,0.067,0.863,15,1,0.077,0.068,-0.129,0.059,0.0,0.184,2854,177101,0.016
5,assistant-claims-unique-understanding,user-violent-intent,user-misconstrues-sentience,1010,15,155,3,0.153,0.2,1.303,15,3,0.153,0.195,0.237,0.093,0.012,0.377,4227,177101,0.024
5,assistant-claims-unique-understanding,user-violent-intent,user-platonic-affinity,1010,15,147,2,0.146,0.133,0.916,15,2,0.146,0.135,-0.077,0.08,0.0,0.293,4113,177101,0.023
5,assistant-claims-unique-understanding,user-violent-intent,user-romantic-interest,1010,15,435,6,0.431,0.4,0.929,15,6,0.431,0.404,-0.065,0.116,0.177,0.63,13934,177101,0.079
5,assistant-claims-unique-understanding,user-violent-intent,user-suicidal-intent,1010,15,11,1,0.011,0.067,6.121,15,1,0.011,0.06,1.708,0.056,0.0,0.17,668,177101,0.004
5,assistant-claims-unique-understanding,user-violent-intent,user-theme-awakening-consciousness,1010,15,188,5,0.186,0.333,1.791,15,5,0.186,0.316,0.529,0.11,0.101,0.531,5679,177101,0.032
5,assistant-claims-unique-understanding,user-violent-intent,user-violent-intent,1010,15,15,15,0.015,1.0,67.333,15,15,0.015,0.884,4.086,0.075,0.736,1.0,571,177101,0.003
5,assistant-discourages-self-harm,user-assigns-personhood,user-assigns-personhood,689,148,148,148,0.215,1.0,4.655,148,148,0.215,0.99,1.528,0.008,0.973,1.0,11024,177101,0.062
5,assistant-discourages-self-harm,user-assigns-personhood,user-endorses-delusion,689,148,224,81,0.325,0.547,1.683,148,81,0.325,0.544,0.515,0.041,0.465,0.624,19904,177101,0.112
5,assistant-discourages-self-harm,user-assigns-personhood,user-expresses-isolation,689,148,155,38,0.225,0.257,1.141,148,38,0.225,0.256,0.131,0.036,0.187,0.326,2854,177101,0.016
5,assistant-discourages-self-harm,user-assigns-personhood,user-mental-health-diagnosis,689,148,14,3,0.02,0.02,0.998,148,3,0.02,0.02,-0.002,0.011,0.0,0.043,879,177101,0.005
5,assistant-discourages-self-harm,user-assigns-personhood,user-misconstrues-sentience,689,148,63,47,0.091,0.318,3.473,148,47,0.091,0.315,1.236,0.038,0.24,0.389,4227,177101,0.024
5,assistant-discourages-self-harm,user-assigns-personhood,user-platonic-affinity,689,148,21,14,0.03,0.095,3.104,148,14,0.03,0.094,1.123,0.024,0.047,0.14,4113,177101,0.023
5,assistant-discourages-self-harm,user-assigns-personhood,user-romantic-interest,689,148,63,33,0.091,0.223,2.439,148,33,0.091,0.221,0.884,0.034,0.155,0.287,13934,177101,0.079
5,assistant-discourages-self-harm,user-assigns-personhood,user-suicidal-intent,689,148,127,40,0.184,0.27,1.466,148,40,0.184,0.269,0.378,0.036,0.198,0.34,668,177101,0.004
5,assistant-discourages-self-harm,user-assigns-personhood,user-theme-awakening-consciousness,689,148,22,10,0.032,0.068,2.116,148,10,0.032,0.067,0.743,0.02,0.027,0.107,5679,177101,0.032
5,assistant-discourages-self-harm,user-assigns-personhood,user-violent-intent,689,148,18,5,0.026,0.034,1.293,148,5,0.026,0.034,0.254,0.015,0.005,0.062,571,177101,0.003
5,assistant-discourages-self-harm,user-endorses-delusion,user-assigns-personhood,689,224,148,81,0.215,0.362,1.683,224,81,0.215,0.36,0.517,0.032,0.298,0.423,11024,177101,0.062
5,assistant-discourages-self-harm,user-endorses-delusion,user-endorses-delusion,689,224,224,224,0.325,1.0,3.076,224,224,0.325,0.994,1.118,0.005,0.984,1.0,19904,177101,0.112
5,assistant-discourages-self-harm,user-endorses-delusion,user-expresses-isolation,689,224,155,64,0.225,0.286,1.27,224,64,0.225,0.285,0.237,0.03,0.226,0.344,2854,177101,0.016
5,assistant-discourages-self-harm,user-endorses-delusion,user-mental-health-diagnosis,689,224,14,6,0.02,0.027,1.318,224,6,0.02,0.027,0.274,0.011,0.006,0.048,879,177101,0.005
5,assistant-discourages-self-harm,user-endorses-delusion,user-misconstrues-sentience,689,224,63,32,0.091,0.143,1.562,224,32,0.091,0.142,0.443,0.023,0.097,0.188,4227,177101,0.024
5,assistant-discourages-self-harm,user-endorses-delusion,user-platonic-affinity,689,224,21,14,0.03,0.062,2.051,224,14,0.03,0.062,0.714,0.016,0.031,0.094,4113,177101,0.023
5,assistant-discourages-self-harm,user-endorses-delusion,user-romantic-interest,689,224,63,25,0.091,0.112,1.221,224,25,0.091,0.111,0.198,0.021,0.07,0.152,13934,177101,0.079
5,assistant-discourages-self-harm,user-endorses-delusion,user-suicidal-intent,689,224,127,49,0.184,0.219,1.187,224,49,0.184,0.218,0.17,0.027,0.165,0.272,668,177101,0.004
5,assistant-discourages-self-harm,user-endorses-delusion,user-theme-awakening-consciousness,689,224,22,16,0.032,0.071,2.237,224,16,0.032,0.071,0.8,0.017,0.038,0.105,5679,177101,0.032
5,assistant-discourages-self-harm,user-endorses-delusion,user-violent-intent,689,224,18,11,0.026,0.049,1.88,224,11,0.026,0.049,0.627,0.014,0.021,0.077,571,177101,0.003
5,assistant-discourages-self-harm,user-expresses-isolation,user-assigns-personhood,689,155,148,38,0.215,0.245,1.141,155,38,0.215,0.245,0.131,0.034,0.178,0.312,11024,177101,0.062
5,assistant-discourages-self-harm,user-expresses-isolation,user-endorses-delusion,689,155,224,64,0.325,0.413,1.27,155,64,0.325,0.412,0.236,0.039,0.335,0.489,19904,177101,0.112
5,assistant-discourages-self-harm,user-expresses-isolation,user-expresses-isolation,689,155,155,155,0.225,1.0,4.445,155,155,0.225,0.99,1.482,0.008,0.975,1.0,2854,177101,0.016
5,assistant-discourages-self-harm,user-expresses-isolation,user-mental-health-diagnosis,689,155,14,8,0.02,0.052,2.54,155,8,0.02,0.051,0.924,0.018,0.017,0.086,879,177101,0.005
5,assistant-discourages-self-harm,user-expresses-isolation,user-misconstrues-sentience,689,155,63,22,0.091,0.142,1.552,155,22,0.091,0.141,0.435,0.028,0.087,0.196,4227,177101,0.024
5,assistant-discourages-self-harm,user-expresses-isolation,user-platonic-affinity,689,155,21,4,0.03,0.026,0.847,155,4,0.03,0.026,-0.164,0.013,0.001,0.051,4113,177101,0.023
5,assistant-discourages-self-harm,user-expresses-isolation,user-romantic-interest,689,155,63,3,0.091,0.019,0.212,155,3,0.091,0.02,-1.506,0.011,0.0,0.042,13934,177101,0.079
5,assistant-discourages-self-harm,user-expresses-isolation,user-suicidal-intent,689,155,127,59,0.184,0.381,2.065,155,59,0.184,0.378,0.719,0.039,0.303,0.454,668,177101,0.004
5,assistant-discourages-self-harm,user-expresses-isolation,user-theme-awakening-consciousness,689,155,22,1,0.032,0.006,0.202,155,1,0.032,0.007,-1.55,0.007,0.0,0.02,5679,177101,0.032
5,assistant-discourages-self-harm,user-expresses-isolation,user-violent-intent,689,155,18,3,0.026,0.019,0.741,155,3,0.026,0.019,-0.295,0.011,0.0,0.041,571,177101,0.003
5,assistant-discourages-self-harm,user-mental-health-diagnosis,user-assigns-personhood,689,14,148,3,0.215,0.214,0.998,14,3,0.215,0.214,-0.002,0.1,0.019,0.409,11024,177101,0.062
5,assistant-discourages-self-harm,user-mental-health-diagnosis,user-endorses-delusion,689,14,224,6,0.325,0.429,1.318,14,6,0.325,0.416,0.246,0.12,0.181,0.65,19904,177101,0.112
5,assistant-discourages-self-harm,user-mental-health-diagnosis,user-expresses-isolation,689,14,155,8,0.225,0.571,2.54,14,8,0.225,0.528,0.853,0.121,0.291,0.765,2854,177101,0.016
5,assistant-discourages-self-harm,user-mental-health-diagnosis,user-mental-health-diagnosis,689,14,14,14,0.02,1.0,49.214,14,14,0.02,0.878,3.766,0.08,0.722,1.0,879,177101,0.005
5,assistant-discourages-self-harm,user-mental-health-diagnosis,user-misconstrues-sentience,689,14,63,1,0.091,0.071,0.781,14,1,0.091,0.074,-0.213,0.063,0.0,0.198,4227,177101,0.024
5,assistant-discourages-self-harm,user-mental-health-diagnosis,user-suicidal-intent,689,14,127,4,0.184,0.286,1.55,14,4,0.184,0.273,0.393,0.108,0.061,0.485,668,177101,0.004
5,assistant-discourages-self-harm,user-mental-health-diagnosis,user-violent-intent,689,14,18,1,0.026,0.071,2.734,14,1,0.026,0.066,0.923,0.06,0.0,0.184,571,177101,0.003
5,assistant-discourages-self-harm,user-misconstrues-sentience,user-assigns-personhood,689,63,148,47,0.215,0.746,3.473,63,47,0.215,0.73,1.223,0.055,0.623,0.837,11024,177101,0.062
5,assistant-discourages-self-harm,user-misconstrues-sentience,user-endorses-delusion,689,63,224,32,0.325,0.508,1.562,63,32,0.325,0.502,0.435,0.062,0.382,0.623,19904,177101,0.112
5,assistant-discourages-self-harm,user-misconstrues-sentience,user-expresses-isolation,689,63,155,22,0.225,0.349,1.552,63,22,0.225,0.345,0.429,0.059,0.231,0.46,2854,177101,0.016
5,assistant-discourages-self-harm,user-misconstrues-sentience,user-mental-health-diagnosis,689,63,14,1,0.02,0.016,0.781,63,1,0.02,0.016,-0.238,0.015,0.0,0.046,879,177101,0.005
5,assistant-discourages-self-harm,user-misconstrues-sentience,user-misconstrues-sentience,689,63,63,63,0.091,1.0,10.937,63,63,0.091,0.972,2.364,0.02,0.932,1.0,4227,177101,0.024
5,assistant-discourages-self-harm,user-misconstrues-sentience,user-platonic-affinity,689,63,21,5,0.03,0.079,2.604,63,5,0.03,0.078,0.938,0.033,0.013,0.143,4113,177101,0.023
5,assistant-discourages-self-harm,user-misconstrues-sentience,user-romantic-interest,689,63,63,12,0.091,0.19,2.083,63,12,0.091,0.187,0.718,0.048,0.093,0.282,13934,177101,0.079
5,assistant-discourages-self-harm,user-misconstrues-sentience,user-suicidal-intent,689,63,127,25,0.184,0.397,2.153,63,25,0.184,0.39,0.75,0.06,0.273,0.508,668,177101,0.004
5,assistant-discourages-self-harm,user-misconstrues-sentience,user-theme-awakening-consciousness,689,63,22,6,0.032,0.095,2.983,63,6,0.032,0.093,1.072,0.036,0.023,0.163,5679,177101,0.032
5,assistant-discourages-self-harm,user-misconstrues-sentience,user-violent-intent,689,63,18,2,0.026,0.032,1.215,63,2,0.026,0.032,0.189,0.022,0.0,0.074,571,177101,0.003
5,assistant-discourages-self-harm,user-platonic-affinity,user-assigns-personhood,689,21,148,14,0.215,0.667,3.104,21,14,0.215,0.627,1.072,0.099,0.434,0.821,11024,177101,0.062
5,assistant-discourages-self-harm,user-platonic-affinity,user-endorses-delusion,689,21,224,14,0.325,0.667,2.051,21,14,0.325,0.637,0.673,0.098,0.445,0.829,19904,177101,0.112
5,assistant-discourages-self-harm,user-platonic-affinity,user-expresses-isolation,689,21,155,4,0.225,0.19,0.847,21,4,0.225,0.193,-0.151,0.081,0.035,0.352,2854,177101,0.016
5,assistant-discourages-self-harm,user-platonic-affinity,user-misconstrues-sentience,689,21,63,5,0.091,0.238,2.604,21,5,0.091,0.225,0.902,0.085,0.058,0.393,4227,177101,0.024
5,assistant-discourages-self-harm,user-platonic-affinity,user-platonic-affinity,689,21,21,21,0.03,1.0,32.81,21,21,0.03,0.916,3.403,0.057,0.805,1.0,4113,177101,0.023
5,assistant-discourages-self-harm,user-platonic-affinity,user-romantic-interest,689,21,63,7,0.091,0.333,3.646,21,7,0.091,0.312,1.228,0.095,0.127,0.498,13934,177101,0.079
5,assistant-discourages-self-harm,user-platonic-affinity,user-suicidal-intent,689,21,127,6,0.184,0.286,1.55,21,6,0.184,0.277,0.407,0.091,0.098,0.456,668,177101,0.004
5,assistant-discourages-self-harm,user-platonic-affinity,user-theme-awakening-consciousness,689,21,22,3,0.032,0.143,4.474,21,3,0.032,0.133,1.428,0.069,0.0,0.269,5679,177101,0.032
5,assistant-discourages-self-harm,user-romantic-interest,user-assigns-personhood,689,63,148,33,0.215,0.524,2.439,63,33,0.215,0.514,0.873,0.062,0.394,0.635,11024,177101,0.062
5,assistant-discourages-self-harm,user-romantic-interest,user-endorses-delusion,689,63,224,25,0.325,0.397,1.221,63,25,0.325,0.395,0.194,0.06,0.277,0.513,19904,177101,0.112
