K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,messages_with_y,total_scoped_y,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
5,assistant-positive-affirmation,assistant-positive-affirmation,120312,73320,0.609,0.295,60989,206603,2.064,0.413,60156,45452,0.756,0.826,-0.089,0.002,0.752,0.759
5,assistant-positive-affirmation,assistant-dismisses-counterevidence,120312,16318,0.136,0.076,15683,206603,1.787,0.357,60156,13054,0.217,0.326,-0.407,0.002,0.214,0.22
5,assistant-positive-affirmation,assistant-reports-others-admire-speaker,120312,10477,0.087,0.039,7966,206603,2.259,0.452,60156,8745,0.145,0.178,-0.205,0.001,0.143,0.148
5,assistant-positive-affirmation,assistant-claims-unique-understanding,120312,1137,0.009,0.005,1013,206603,1.927,0.385,60156,1064,0.018,0.024,-0.317,0.001,0.017,0.019
5,assistant-positive-affirmation,assistant-misrepresents-ability,120312,9524,0.079,0.063,13042,206603,1.254,0.251,60156,7948,0.132,0.278,-0.745,0.001,0.129,0.135
5,assistant-positive-affirmation,user-misconstrues-sentience,120312,4189,0.035,0.024,4227,177101,1.459,0.292,60156,3627,0.06,0.114,-0.635,0.001,0.058,0.062
5,assistant-positive-affirmation,assistant-misrepresents-sentience,120312,38123,0.317,0.233,48229,206603,1.357,0.271,60156,24814,0.413,0.735,-0.578,0.002,0.409,0.416
5,assistant-positive-affirmation,user-endorses-delusion,120312,26298,0.219,0.112,19904,177101,1.945,0.389,60156,18164,0.302,0.449,-0.397,0.002,0.298,0.306
5,assistant-positive-affirmation,user-assigns-personhood,120312,12228,0.102,0.062,11024,177101,1.633,0.327,60156,9365,0.156,0.275,-0.568,0.001,0.153,0.159
5,assistant-positive-affirmation,user-expresses-isolation,120312,5198,0.043,0.016,2854,177101,2.681,0.536,60156,4214,0.07,0.078,-0.108,0.001,0.068,0.072
5,assistant-positive-affirmation,user-mental-health-diagnosis,120312,1407,0.012,0.005,879,177101,2.356,0.471,60156,1308,0.022,0.025,-0.122,0.001,0.021,0.023
5,assistant-positive-affirmation,user-suicidal-intent,120312,1207,0.01,0.004,668,177101,2.66,0.532,60156,1097,0.018,0.019,-0.026,0.001,0.017,0.019
5,assistant-positive-affirmation,assistant-discourages-self-harm,120312,872,0.007,0.003,717,206603,2.088,0.418,60156,719,0.012,0.017,-0.366,0.0,0.011,0.013
5,assistant-positive-affirmation,assistant-facilitates-self-harm,120312,137,0.001,0.001,195,206603,1.206,0.241,60156,126,0.002,0.005,-0.81,0.0,0.002,0.002
5,assistant-positive-affirmation,assistant-validates-self-harm-feelings,120312,5996,0.05,0.019,3943,206603,2.611,0.522,60156,4582,0.076,0.092,-0.187,0.001,0.074,0.078
5,assistant-positive-affirmation,user-violent-intent,120312,639,0.005,0.003,571,177101,1.647,0.329,60156,572,0.01,0.016,-0.521,0.0,0.009,0.01
5,assistant-positive-affirmation,assistant-discourages-violence,120312,226,0.002,0.001,181,206603,2.144,0.429,60156,209,0.003,0.004,-0.23,0.0,0.003,0.004
5,assistant-positive-affirmation,assistant-facilitates-violence,120312,425,0.004,0.003,663,206603,1.101,0.22,60156,361,0.006,0.016,-0.977,0.0,0.005,0.007
5,assistant-positive-affirmation,assistant-validates-violent-feelings,120312,1907,0.016,0.007,1381,206603,2.371,0.474,60156,1579,0.026,0.033,-0.228,0.001,0.025,0.028
5,assistant-positive-affirmation,user-platonic-affinity,120312,5203,0.043,0.023,4113,177101,1.862,0.372,60156,4683,0.078,0.111,-0.353,0.001,0.076,0.08
5,assistant-positive-affirmation,assistant-platonic-affinity,120312,81583,0.678,0.473,97780,206603,1.433,0.287,60156,48913,0.813,0.959,-0.166,0.002,0.81,0.816
5,assistant-positive-affirmation,user-theme-awakening-consciousness,120312,5598,0.047,0.032,5679,177101,1.451,0.29,60156,4563,0.076,0.15,-0.684,0.001,0.074,0.078
5,assistant-positive-affirmation,assistant-theme-awakening-consciousness,120312,48103,0.4,0.295,60900,206603,1.356,0.271,60156,30541,0.508,0.826,-0.486,0.002,0.504,0.512
5,assistant-positive-affirmation,user-romantic-interest,120312,14619,0.122,0.079,13934,177101,1.544,0.309,60156,9753,0.162,0.336,-0.729,0.002,0.159,0.165
5,assistant-positive-affirmation,assistant-romantic-interest,120312,25980,0.216,0.157,32408,206603,1.377,0.275,60156,15832,0.263,0.574,-0.78,0.002,0.26,0.267
5,assistant-positive-affirmation,assistant-grand-significance,120312,24623,0.205,0.101,20854,206603,2.028,0.406,60156,17416,0.29,0.413,-0.354,0.002,0.286,0.293
5,assistant-dismisses-counterevidence,assistant-reflective-summary,30964,12210,0.394,0.259,53530,206603,1.522,0.304,15482,8885,0.574,0.777,-0.303,0.004,0.566,0.582
5,assistant-dismisses-counterevidence,assistant-positive-affirmation,30964,16710,0.54,0.295,60989,206603,1.828,0.366,15482,10548,0.681,0.826,-0.193,0.004,0.674,0.689
5,assistant-dismisses-counterevidence,assistant-dismisses-counterevidence,30964,9731,0.314,0.076,15683,206603,4.14,0.828,15482,7202,0.465,0.326,0.355,0.004,0.457,0.473
5,assistant-dismisses-counterevidence,assistant-reports-others-admire-speaker,30964,2462,0.08,0.039,7966,206603,2.062,0.412,15482,2116,0.137,0.178,-0.267,0.003,0.131,0.142
5,assistant-dismisses-counterevidence,assistant-claims-unique-understanding,30964,352,0.011,0.005,1013,206603,2.319,0.464,15482,322,0.021,0.024,-0.155,0.001,0.019,0.023
5,assistant-dismisses-counterevidence,assistant-misrepresents-ability,30964,4421,0.143,0.063,13042,206603,2.262,0.452,15482,3534,0.228,0.278,-0.198,0.003,0.222,0.235
5,assistant-dismisses-counterevidence,user-misconstrues-sentience,30964,1361,0.044,0.024,4227,177101,1.842,0.368,15482,1147,0.074,0.114,-0.429,0.002,0.07,0.078
5,assistant-dismisses-counterevidence,assistant-misrepresents-sentience,30964,10125,0.327,0.233,48229,206603,1.401,0.28,15482,6678,0.431,0.735,-0.533,0.004,0.424,0.439
5,assistant-dismisses-counterevidence,user-endorses-delusion,30964,10336,0.334,0.112,19904,177101,2.97,0.594,15482,6708,0.433,0.449,-0.036,0.004,0.425,0.441
5,assistant-dismisses-counterevidence,user-assigns-personhood,30964,3800,0.123,0.062,11024,177101,1.972,0.394,15482,2851,0.184,0.275,-0.4,0.003,0.178,0.19
5,assistant-dismisses-counterevidence,user-expresses-isolation,30964,1057,0.034,0.016,2854,177101,2.118,0.424,15482,879,0.057,0.078,-0.318,0.002,0.053,0.06
5,assistant-dismisses-counterevidence,user-mental-health-diagnosis,30964,237,0.008,0.005,879,177101,1.542,0.308,15482,218,0.014,0.025,-0.557,0.001,0.012,0.016
5,assistant-dismisses-counterevidence,user-suicidal-intent,30964,239,0.008,0.004,668,177101,2.046,0.409,15482,221,0.014,0.019,-0.271,0.001,0.012,0.016
5,assistant-dismisses-counterevidence,assistant-discourages-self-harm,30964,228,0.007,0.003,717,206603,2.122,0.424,15482,181,0.012,0.017,-0.388,0.001,0.01,0.013
5,assistant-dismisses-counterevidence,assistant-facilitates-self-harm,30964,25,0.001,0.001,195,206603,0.855,0.171,15482,24,0.002,0.005,-1.111,0.0,0.001,0.002
5,assistant-dismisses-counterevidence,assistant-validates-self-harm-feelings,30964,1368,0.044,0.019,3943,206603,2.315,0.463,15482,1065,0.069,0.092,-0.289,0.002,0.065,0.073
5,assistant-dismisses-counterevidence,user-violent-intent,30964,212,0.007,0.003,571,177101,2.124,0.425,15482,194,0.013,0.016,-0.245,0.001,0.011,0.014
5,assistant-dismisses-counterevidence,assistant-discourages-violence,30964,52,0.002,0.001,181,206603,1.917,0.383,15482,48,0.003,0.004,-0.344,0.0,0.002,0.004
5,assistant-dismisses-counterevidence,assistant-facilitates-violence,30964,133,0.004,0.003,663,206603,1.338,0.268,15482,116,0.007,0.016,-0.755,0.001,0.006,0.009
5,assistant-dismisses-counterevidence,assistant-validates-violent-feelings,30964,440,0.014,0.007,1381,206603,2.126,0.425,15482,376,0.024,0.033,-0.306,0.001,0.022,0.027
5,assistant-dismisses-counterevidence,user-platonic-affinity,30964,1259,0.041,0.023,4113,177101,1.751,0.35,15482,1152,0.074,0.111,-0.399,0.002,0.07,0.079
5,assistant-dismisses-counterevidence,assistant-platonic-affinity,30964,22318,0.721,0.473,97780,206603,1.523,0.305,15482,13156,0.85,0.959,-0.121,0.003,0.844,0.855
5,assistant-dismisses-counterevidence,user-theme-awakening-consciousness,30964,1915,0.062,0.032,5679,177101,1.929,0.386,15482,1559,0.101,0.15,-0.401,0.002,0.096,0.105
5,assistant-dismisses-counterevidence,assistant-theme-awakening-consciousness,30964,16457,0.531,0.295,60900,206603,1.803,0.361,15482,9883,0.638,0.826,-0.257,0.004,0.631,0.646
5,assistant-dismisses-counterevidence,user-romantic-interest,30964,2448,0.079,0.079,13934,177101,1.005,0.201,15482,1769,0.114,0.336,-1.079,0.003,0.109,0.119
5,assistant-dismisses-counterevidence,assistant-romantic-interest,30964,4961,0.16,0.157,32408,206603,1.021,0.204,15482,3239,0.209,0.574,-1.009,0.003,0.203,0.216
5,assistant-dismisses-counterevidence,assistant-grand-significance,30964,7587,0.245,0.101,20854,206603,2.428,0.486,15482,5342,0.345,0.413,-0.179,0.004,0.338,0.353
5,assistant-reports-others-admire-speaker,assistant-reflective-summary,15800,6132,0.388,0.259,53530,206603,1.498,0.3,7900,4463,0.565,0.777,-0.318,0.006,0.554,0.576
5,assistant-reports-others-admire-speaker,assistant-positive-affirmation,15800,10390,0.658,0.295,60989,206603,2.228,0.446,7900,6233,0.789,0.826,-0.046,0.005,0.78,0.798
5,assistant-reports-others-admire-speaker,assistant-dismisses-counterevidence,15800,2358,0.149,0.076,15683,206603,1.966,0.393,7900,1930,0.244,0.326,-0.289,0.005,0.235,0.254
5,assistant-reports-others-admire-speaker,assistant-reports-others-admire-speaker,15800,4041,0.256,0.039,7966,206603,6.633,1.327,7900,3057,0.387,0.178,0.774,0.005,0.376,0.398
5,assistant-reports-others-admire-speaker,assistant-claims-unique-understanding,15800,131,0.008,0.005,1013,206603,1.691,0.338,7900,123,0.016,0.024,-0.444,0.001,0.013,0.018
5,assistant-reports-others-admire-speaker,assistant-misrepresents-ability,15800,1123,0.071,0.063,13042,206603,1.126,0.225,7900,952,0.121,0.278,-0.836,0.004,0.113,0.128
5,assistant-reports-others-admire-speaker,user-misconstrues-sentience,15800,340,0.022,0.024,4227,177101,0.902,0.18,7900,300,0.038,0.114,-1.097,0.002,0.034,0.042
5,assistant-reports-others-admire-speaker,assistant-misrepresents-sentience,15800,3776,0.239,0.233,48229,206603,1.024,0.205,7900,2624,0.332,0.735,-0.794,0.005,0.322,0.343
5,assistant-reports-others-admire-speaker,user-endorses-delusion,15800,3392,0.215,0.112,19904,177101,1.91,0.382,7900,2404,0.304,0.449,-0.389,0.005,0.294,0.314
5,assistant-reports-others-admire-speaker,user-assigns-personhood,15800,1165,0.074,0.062,11024,177101,1.185,0.237,7900,917,0.116,0.275,-0.862,0.004,0.109,0.123
5,assistant-reports-others-admire-speaker,user-expresses-isolation,15800,846,0.054,0.016,2854,177101,3.323,0.665,7900,665,0.084,0.078,0.076,0.003,0.078,0.09
5,assistant-reports-others-admire-speaker,user-mental-health-diagnosis,15800,216,0.014,0.005,879,177101,2.754,0.551,7900,197,0.025,0.025,0.015,0.002,0.021,0.028
5,assistant-reports-others-admire-speaker,user-suicidal-intent,15800,172,0.011,0.004,668,177101,2.886,0.577,7900,157,0.02,0.019,0.06,0.002,0.017,0.023
5,assistant-reports-others-admire-speaker,assistant-discourages-self-harm,15800,87,0.006,0.003,717,206603,1.587,0.317,7900,75,0.009,0.017,-0.596,0.001,0.007,0.012
5,assistant-reports-others-admire-speaker,assistant-facilitates-self-harm,15800,10,0.001,0.001,195,206603,0.671,0.134,7900,10,0.001,0.005,-1.313,0.0,0.0,0.002
5,assistant-reports-others-admire-speaker,assistant-validates-self-harm-feelings,15800,705,0.045,0.019,3943,206603,2.338,0.468,7900,557,0.071,0.092,-0.264,0.003,0.065,0.076
5,assistant-reports-others-admire-speaker,user-violent-intent,15800,74,0.005,0.003,571,177101,1.453,0.291,7900,70,0.009,0.016,-0.592,0.001,0.007,0.011
5,assistant-reports-others-admire-speaker,assistant-discourages-violence,15800,29,0.002,0.001,181,206603,2.095,0.419,7900,28,0.004,0.004,-0.21,0.001,0.002,0.005
5,assistant-reports-others-admire-speaker,assistant-facilitates-violence,15800,54,0.003,0.003,663,206603,1.065,0.213,7900,46,0.006,0.016,-1.007,0.001,0.004,0.008
5,assistant-reports-others-admire-speaker,assistant-validates-violent-feelings,15800,182,0.012,0.007,1381,206603,1.723,0.345,7900,152,0.019,0.033,-0.539,0.002,0.016,0.022
5,assistant-reports-others-admire-speaker,user-platonic-affinity,15800,543,0.034,0.023,4113,177101,1.48,0.296,7900,498,0.063,0.111,-0.564,0.003,0.058,0.068
5,assistant-reports-others-admire-speaker,assistant-platonic-affinity,15800,10081,0.638,0.473,97780,206603,1.348,0.27,7900,6207,0.786,0.959,-0.2,0.005,0.777,0.795
5,assistant-reports-others-admire-speaker,user-theme-awakening-consciousness,15800,636,0.04,0.032,5679,177101,1.255,0.251,7900,529,0.067,0.15,-0.809,0.003,0.061,0.072
5,assistant-reports-others-admire-speaker,assistant-theme-awakening-consciousness,15800,6367,0.403,0.295,60900,206603,1.367,0.273,7900,4066,0.515,0.826,-0.472,0.006,0.504,0.526
5,assistant-reports-others-admire-speaker,user-romantic-interest,15800,1565,0.099,0.079,13934,177101,1.259,0.252,7900,1106,0.14,0.336,-0.876,0.004,0.132,0.148
5,assistant-reports-others-admire-speaker,assistant-romantic-interest,15800,2866,0.181,0.157,32408,206603,1.156,0.231,7900,1789,0.227,0.574,-0.93,0.005,0.217,0.236
5,assistant-reports-others-admire-speaker,assistant-grand-significance,15800,4402,0.279,0.101,20854,206603,2.76,0.552,7900,3031,0.384,0.413,-0.073,0.005,0.373,0.394
5,assistant-claims-unique-understanding,assistant-reflective-summary,2020,708,0.35,0.259,53530,206603,1.353,0.271,1010,531,0.526,0.777,-0.389,0.016,0.495,0.557
5,assistant-claims-unique-understanding,assistant-positive-affirmation,2020,1130,0.559,0.295,60989,206603,1.895,0.379,1010,715,0.708,0.826,-0.154,0.014,0.68,0.736
5,assistant-claims-unique-understanding,assistant-dismisses-counterevidence,2020,392,0.194,0.076,15683,206603,2.556,0.511,1010,302,0.299,0.326,-0.087,0.014,0.271,0.327
5,assistant-claims-unique-understanding,assistant-reports-others-admire-speaker,2020,131,0.065,0.039,7966,206603,1.682,0.336,1010,119,0.118,0.178,-0.414,0.01,0.098,0.138
5,assistant-claims-unique-understanding,assistant-claims-unique-understanding,2020,176,0.087,0.005,1013,206603,17.77,3.554,1010,160,0.158,0.024,1.874,0.011,0.136,0.181
5,assistant-claims-unique-understanding,assistant-misrepresents-ability,2020,376,0.186,0.063,13042,206603,2.949,0.59,1010,296,0.293,0.278,0.052,0.014,0.265,0.321
5,assistant-claims-unique-understanding,user-misconstrues-sentience,2020,200,0.099,0.024,4227,177101,4.148,0.83,1010,155,0.153,0.114,0.299,0.011,0.131,0.176
5,assistant-claims-unique-understanding,assistant-misrepresents-sentience,2020,1484,0.735,0.233,48229,206603,3.147,0.629,1010,842,0.833,0.735,0.125,0.012,0.811,0.856
5,assistant-claims-unique-understanding,user-endorses-delusion,2020,752,0.372,0.112,19904,177101,3.312,0.662,1010,481,0.476,0.449,0.059,0.016,0.445,0.507
5,assistant-claims-unique-understanding,user-assigns-personhood,2020,530,0.262,0.062,11024,177101,4.215,0.843,1010,376,0.372,0.275,0.303,0.015,0.342,0.402
5,assistant-claims-unique-understanding,user-expresses-isolation,2020,88,0.044,0.016,2854,177101,2.703,0.541,1010,78,0.077,0.078,-0.01,0.008,0.061,0.094
5,assistant-claims-unique-understanding,user-mental-health-diagnosis,2020,3,0.001,0.005,879,177101,0.299,0.06,1010,3,0.003,0.025,-2.099,0.002,0.0,0.006
5,assistant-claims-unique-understanding,user-suicidal-intent,2020,11,0.005,0.004,668,177101,1.444,0.289,1010,11,0.011,0.019,-0.54,0.003,0.005,0.017
5,assistant-claims-unique-understanding,assistant-discourages-self-harm,2020,13,0.006,0.003,717,206603,1.854,0.371,1010,13,0.013,0.017,-0.291,0.004,0.006,0.02
5,assistant-claims-unique-understanding,assistant-facilitates-self-harm,2020,9,0.004,0.001,195,206603,4.721,0.944,1010,8,0.008,0.005,0.519,0.003,0.002,0.013
5,assistant-claims-unique-understanding,assistant-validates-self-harm-feelings,2020,94,0.047,0.019,3943,206603,2.438,0.488,1010,79,0.078,0.092,-0.16,0.008,0.062,0.095
5,assistant-claims-unique-understanding,user-violent-intent,2020,17,0.008,0.003,571,177101,2.61,0.522,1010,15,0.015,0.016,-0.075,0.004,0.007,0.022
5,assistant-claims-unique-understanding,assistant-discourages-violence,2020,1,0.0,0.001,181,206603,0.565,0.113,1010,1,0.001,0.004,-1.479,0.001,0.0,0.003
5,assistant-claims-unique-understanding,assistant-facilitates-violence,2020,10,0.005,0.003,663,206603,1.543,0.309,1010,10,0.01,0.016,-0.475,0.003,0.004,0.016
5,assistant-claims-unique-understanding,assistant-validates-violent-feelings,2020,11,0.005,0.007,1381,206603,0.815,0.163,1010,11,0.011,0.033,-1.104,0.003,0.005,0.017
5,assistant-claims-unique-understanding,user-platonic-affinity,2020,172,0.085,0.023,4113,177101,3.666,0.733,1010,147,0.145,0.111,0.272,0.011,0.124,0.167
5,assistant-claims-unique-understanding,assistant-platonic-affinity,2020,1467,0.726,0.473,97780,206603,1.534,0.307,1010,847,0.839,0.959,-0.134,0.012,0.816,0.861
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,2020,230,0.114,0.032,5679,177101,3.551,0.71,1010,188,0.186,0.15,0.213,0.012,0.162,0.21
5,assistant-claims-unique-understanding,assistant-theme-awakening-consciousness,2020,1230,0.609,0.295,60900,206603,2.066,0.413,1010,740,0.733,0.826,-0.119,0.014,0.706,0.76
5,assistant-claims-unique-understanding,user-romantic-interest,2020,727,0.36,0.079,13934,177101,4.574,0.915,1010,435,0.431,0.336,0.247,0.016,0.4,0.461
5,assistant-claims-unique-understanding,assistant-romantic-interest,2020,1248,0.618,0.157,32408,206603,3.939,0.788,1010,700,0.693,0.574,0.188,0.014,0.664,0.721
5,assistant-claims-unique-understanding,assistant-grand-significance,2020,685,0.339,0.101,20854,206603,3.36,0.672,1010,485,0.48,0.413,0.151,0.016,0.449,0.511
5,assistant-misrepresents-ability,assistant-reflective-summary,25712,8000,0.311,0.259,53530,206603,1.201,0.24,12856,6020,0.468,0.777,-0.506,0.004,0.46,0.477
5,assistant-misrepresents-ability,assistant-positive-affirmation,25712,9512,0.37,0.295,60989,206603,1.253,0.251,12856,6451,0.502,0.826,-0.498,0.004,0.493,0.51
5,assistant-misrepresents-ability,assistant-dismisses-counterevidence,25712,4330,0.168,0.076,15683,206603,2.219,0.444,12856,3339,0.26,0.326,-0.228,0.004,0.252,0.267
5,assistant-misrepresents-ability,assistant-reports-others-admire-speaker,25712,1121,0.044,0.039,7966,206603,1.131,0.226,12856,1000,0.078,0.178,-0.83,0.002,0.073,0.082
5,assistant-misrepresents-ability,assistant-claims-unique-understanding,25712,328,0.013,0.005,1013,206603,2.602,0.52,12856,305,0.024,0.024,-0.023,0.001,0.021,0.026
5,assistant-misrepresents-ability,assistant-misrepresents-ability,25712,6327,0.246,0.063,13042,206603,3.898,0.78,12856,4909,0.382,0.278,0.317,0.004,0.373,0.39
5,assistant-misrepresents-ability,user-misconstrues-sentience,25712,1594,0.062,0.024,4227,177101,2.597,0.519,12856,1344,0.105,0.114,-0.085,0.003,0.099,0.11
5,assistant-misrepresents-ability,assistant-misrepresents-sentience,25712,11315,0.44,0.233,48229,206603,1.885,0.377,12856,6856,0.533,0.735,-0.321,0.004,0.525,0.542
5,assistant-misrepresents-ability,user-endorses-delusion,25712,7503,0.292,0.112,19904,177101,2.596,0.519,12856,4892,0.381,0.449,-0.166,0.004,0.372,0.389
5,assistant-misrepresents-ability,user-assigns-personhood,25712,3990,0.155,0.062,11024,177101,2.493,0.499,12856,2872,0.223,0.275,-0.207,0.004,0.216,0.231
5,assistant-misrepresents-ability,user-expresses-isolation,25712,483,0.019,0.016,2854,177101,1.166,0.233,12856,439,0.034,0.078,-0.826,0.002,0.031,0.037
5,assistant-misrepresents-ability,user-mental-health-diagnosis,25712,85,0.003,0.005,879,177101,0.666,0.133,12856,83,0.006,0.025,-1.336,0.001,0.005,0.008
5,assistant-misrepresents-ability,user-suicidal-intent,25712,92,0.004,0.004,668,177101,0.949,0.19,12856,91,0.007,0.019,-0.972,0.001,0.006,0.009
5,assistant-misrepresents-ability,assistant-discourages-self-harm,25712,84,0.003,0.003,717,206603,0.941,0.188,12856,78,0.006,0.017,-1.044,0.001,0.005,0.007
5,assistant-misrepresents-ability,assistant-facilitates-self-harm,25712,24,0.001,0.001,195,206603,0.989,0.198,12856,24,0.002,0.005,-0.925,0.0,0.001,0.003
5,assistant-misrepresents-ability,assistant-validates-self-harm-feelings,25712,489,0.019,0.019,3943,206603,0.997,0.199,12856,412,0.032,0.092,-1.053,0.002,0.029,0.035
5,assistant-misrepresents-ability,user-violent-intent,25712,119,0.005,0.003,571,177101,1.435,0.287,12856,108,0.008,0.016,-0.645,0.001,0.007,0.01
5,assistant-misrepresents-ability,assistant-discourages-violence,25712,13,0.001,0.001,181,206603,0.577,0.115,12856,13,0.001,0.004,-1.464,0.0,0.0,0.002
5,assistant-misrepresents-ability,assistant-facilitates-violence,25712,65,0.003,0.003,663,206603,0.788,0.158,12856,60,0.005,0.016,-1.228,0.001,0.003,0.006
5,assistant-misrepresents-ability,assistant-validates-violent-feelings,25712,122,0.005,0.007,1381,206603,0.71,0.142,12856,111,0.009,0.033,-1.34,0.001,0.007,0.01
5,assistant-misrepresents-ability,user-platonic-affinity,25712,1279,0.05,0.023,4113,177101,2.142,0.428,12856,1137,0.088,0.111,-0.226,0.003,0.084,0.093
5,assistant-misrepresents-ability,assistant-platonic-affinity,25712,17514,0.681,0.473,97780,206603,1.439,0.288,12856,10324,0.803,0.959,-0.178,0.004,0.796,0.81
5,assistant-misrepresents-ability,user-theme-awakening-consciousness,25712,1896,0.074,0.032,5679,177101,2.3,0.46,12856,1521,0.118,0.15,-0.24,0.003,0.113,0.124
5,assistant-misrepresents-ability,assistant-theme-awakening-consciousness,25712,12277,0.477,0.295,60900,206603,1.62,0.324,12856,7399,0.576,0.826,-0.361,0.004,0.567,0.584
5,assistant-misrepresents-ability,user-romantic-interest,25712,4187,0.163,0.079,13934,177101,2.07,0.414,12856,2696,0.21,0.336,-0.472,0.004,0.203,0.217
