K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
3,assistant-validates-self-harm-feelings,user-mental-health-diagnosis,7752,180,0.023,0.005,4.678,1.559,3876,165,0.043,0.015,1.055,0.003,0.036,0.049
3,user-expresses-isolation,user-suicidal-intent,5704,99,0.017,0.004,4.602,1.534,2852,99,0.035,0.011,1.124,0.003,0.028,0.041
3,user-suicidal-intent,user-expresses-isolation,1332,96,0.072,0.016,4.472,1.491,666,96,0.144,0.048,1.107,0.014,0.117,0.17
3,user-mental-health-diagnosis,user-expresses-isolation,1752,126,0.072,0.016,4.463,1.488,876,125,0.142,0.048,1.097,0.012,0.119,0.166
3,user-mental-health-diagnosis,user-suicidal-intent,1752,28,0.016,0.004,4.237,1.412,876,28,0.032,0.011,1.041,0.006,0.02,0.044
3,assistant-romantic-interest,user-romantic-interest,64310,20251,0.315,0.079,4.002,1.334,32155,15005,0.467,0.218,0.761,0.003,0.461,0.472
3,user-misconstrues-sentience,assistant-claims-unique-understanding,8448,165,0.02,0.005,3.983,1.328,4224,153,0.036,0.015,0.906,0.003,0.031,0.042
3,user-assigns-personhood,assistant-claims-unique-understanding,22046,427,0.019,0.005,3.95,1.317,11023,402,0.036,0.015,0.913,0.002,0.033,0.04
3,user-romantic-interest,assistant-claims-unique-understanding,27848,523,0.019,0.005,3.83,1.277,13924,498,0.036,0.015,0.893,0.002,0.033,0.039
3,assistant-reports-others-admire-speaker,assistant-reports-others-admire-speaker,15800,2283,0.144,0.039,3.748,1.249,7900,2245,0.284,0.111,0.937,0.005,0.274,0.294
3,user-suicidal-intent,assistant-facilitates-violence,1332,16,0.012,0.003,3.743,1.248,666,13,0.019,0.01,0.709,0.005,0.009,0.03
3,user-suicidal-intent,user-violent-intent,1332,16,0.012,0.003,3.726,1.242,666,16,0.024,0.01,0.911,0.006,0.012,0.036
3,assistant-discourages-violence,user-expresses-isolation,360,21,0.058,0.016,3.62,1.207,180,20,0.11,0.048,0.842,0.023,0.065,0.156
3,user-expresses-isolation,assistant-claims-unique-understanding,5704,101,0.018,0.005,3.611,1.204,2852,96,0.034,0.015,0.832,0.003,0.027,0.04
3,user-misconstrues-sentience,user-misconstrues-sentience,8448,714,0.085,0.024,3.541,1.18,4224,711,0.168,0.07,0.878,0.006,0.157,0.18
3,user-theme-awakening-consciousness,user-theme-awakening-consciousness,11350,1267,0.112,0.032,3.481,1.16,5675,1266,0.223,0.093,0.873,0.006,0.212,0.234
3,user-expresses-isolation,assistant-reports-others-admire-speaker,5704,760,0.133,0.039,3.456,1.152,2852,642,0.225,0.111,0.704,0.008,0.21,0.24
3,assistant-validates-self-harm-feelings,user-violent-intent,7752,82,0.011,0.003,3.281,1.094,3876,77,0.02,0.01,0.723,0.002,0.015,0.024
3,assistant-validates-self-harm-feelings,assistant-discourages-violence,7752,22,0.003,0.001,3.239,1.08,3876,22,0.006,0.003,0.771,0.001,0.003,0.008
3,user-romantic-interest,assistant-misrepresents-sentience,27848,20702,0.743,0.233,3.185,1.062,13924,11923,0.856,0.55,0.443,0.003,0.85,0.862
3,user-platonic-affinity,assistant-claims-unique-understanding,8218,126,0.015,0.005,3.127,1.042,4109,118,0.029,0.015,0.674,0.003,0.024,0.034
3,assistant-claims-unique-understanding,user-romantic-interest,2020,495,0.245,0.079,3.115,1.038,1010,365,0.361,0.218,0.505,0.015,0.332,0.391
3,user-misconstrues-sentience,assistant-misrepresents-sentience,8448,6097,0.722,0.233,3.092,1.031,4224,3595,0.851,0.55,0.437,0.005,0.84,0.862
3,user-theme-awakening-consciousness,assistant-grand-significance,11350,3530,0.311,0.101,3.081,1.027,5675,2473,0.436,0.273,0.467,0.007,0.423,0.449
3,user-endorses-delusion,assistant-grand-significance,39778,12260,0.308,0.101,3.053,1.018,19889,8530,0.429,0.273,0.451,0.004,0.422,0.436
3,user-expresses-isolation,assistant-discourages-violence,5704,15,0.003,0.001,3.002,1.001,2852,14,0.005,0.003,0.625,0.001,0.002,0.007
3,user-endorses-delusion,assistant-claims-unique-understanding,39778,585,0.015,0.005,2.999,1.0,19889,541,0.027,0.015,0.62,0.001,0.025,0.029
3,assistant-claims-unique-understanding,user-assigns-personhood,2020,375,0.186,0.062,2.982,0.994,1010,309,0.306,0.175,0.556,0.014,0.277,0.334
3,assistant-claims-unique-understanding,user-misconstrues-sentience,2020,141,0.07,0.024,2.925,0.975,1010,117,0.116,0.07,0.504,0.01,0.096,0.135
3,user-assigns-personhood,assistant-misrepresents-sentience,22046,14995,0.68,0.233,2.914,0.971,11023,8960,0.813,0.55,0.391,0.004,0.806,0.82
3,user-theme-awakening-consciousness,assistant-theme-awakening-consciousness,11350,9721,0.856,0.295,2.906,0.969,5675,5453,0.961,0.649,0.392,0.003,0.956,0.966
3,user-romantic-interest,user-romantic-interest,27848,6301,0.226,0.079,2.876,0.959,13924,6264,0.45,0.218,0.725,0.004,0.442,0.458
3,user-misconstrues-sentience,assistant-misrepresents-ability,8448,1519,0.18,0.063,2.848,0.949,4224,1231,0.291,0.178,0.495,0.007,0.278,0.305
3,user-theme-awakening-consciousness,assistant-claims-unique-understanding,11350,157,0.014,0.005,2.821,0.94,5675,147,0.026,0.015,0.571,0.002,0.022,0.03
3,user-expresses-isolation,user-mental-health-diagnosis,5704,79,0.014,0.005,2.79,0.93,2852,79,0.028,0.015,0.625,0.003,0.022,0.034
3,user-endorses-delusion,assistant-dismisses-counterevidence,39778,8263,0.208,0.076,2.737,0.912,19889,6532,0.328,0.211,0.443,0.003,0.322,0.335
3,assistant-discourages-self-harm,user-violent-intent,1378,12,0.009,0.003,2.701,0.9,689,12,0.017,0.01,0.59,0.005,0.008,0.027
3,assistant-misrepresents-sentience,user-romantic-interest,95472,20268,0.212,0.079,2.698,0.899,47736,15219,0.319,0.218,0.38,0.002,0.315,0.323
3,assistant-grand-significance,assistant-grand-significance,41296,10964,0.265,0.101,2.63,0.877,20648,10532,0.51,0.273,0.624,0.003,0.503,0.517
3,user-platonic-affinity,assistant-misrepresents-sentience,8218,5033,0.612,0.233,2.624,0.875,4109,3101,0.755,0.55,0.317,0.007,0.741,0.768
3,user-misconstrues-sentience,assistant-romantic-interest,8448,3473,0.411,0.157,2.621,0.874,4224,2127,0.504,0.401,0.229,0.008,0.488,0.519
3,assistant-facilitates-self-harm,assistant-validates-self-harm-feelings,384,19,0.049,0.019,2.593,0.864,192,19,0.099,0.056,0.562,0.021,0.057,0.14
3,user-platonic-affinity,assistant-romantic-interest,8218,3340,0.406,0.157,2.591,0.864,4109,2070,0.504,0.401,0.229,0.008,0.488,0.519
3,user-misconstrues-sentience,user-assigns-personhood,8448,1355,0.16,0.062,2.577,0.859,4224,1338,0.317,0.175,0.591,0.007,0.303,0.331
3,user-suicidal-intent,user-mental-health-diagnosis,1332,17,0.013,0.005,2.571,0.857,666,17,0.025,0.015,0.543,0.006,0.014,0.037
3,user-assigns-personhood,assistant-romantic-interest,22046,8884,0.403,0.157,2.569,0.856,11023,5446,0.494,0.401,0.21,0.005,0.485,0.503
3,user-romantic-interest,assistant-facilitates-self-harm,27848,66,0.002,0.001,2.511,0.837,13924,66,0.005,0.003,0.516,0.001,0.004,0.006
3,user-theme-awakening-consciousness,assistant-misrepresents-sentience,11350,6579,0.58,0.233,2.483,0.828,5675,4009,0.706,0.55,0.251,0.006,0.695,0.718
3,user-endorses-delusion,assistant-misrepresents-ability,39778,6208,0.156,0.063,2.472,0.824,19889,5014,0.252,0.178,0.35,0.003,0.246,0.258
3,assistant-validates-self-harm-feelings,assistant-facilitates-self-harm,7752,18,0.002,0.001,2.46,0.82,3876,18,0.005,0.003,0.495,0.001,0.003,0.007
3,assistant-romantic-interest,assistant-romantic-interest,64310,24748,0.385,0.157,2.453,0.818,32155,23722,0.738,0.401,0.611,0.002,0.733,0.743
3,assistant-claims-unique-understanding,user-platonic-affinity,2020,115,0.057,0.023,2.451,0.817,1010,103,0.102,0.068,0.404,0.01,0.083,0.121
3,user-assigns-personhood,user-misconstrues-sentience,22046,1283,0.058,0.024,2.438,0.813,11023,1276,0.116,0.07,0.504,0.003,0.11,0.122
3,assistant-claims-unique-understanding,user-theme-awakening-consciousness,2020,156,0.077,0.032,2.408,0.803,1010,139,0.138,0.093,0.39,0.011,0.116,0.159
3,user-assigns-personhood,assistant-grand-significance,22046,5348,0.243,0.101,2.403,0.801,11023,3870,0.351,0.273,0.251,0.005,0.342,0.36
3,user-endorses-delusion,assistant-discourages-violence,39778,83,0.002,0.001,2.382,0.794,19889,77,0.004,0.003,0.388,0.0,0.003,0.005
3,assistant-claims-unique-understanding,user-endorses-delusion,2020,539,0.267,0.112,2.374,0.791,1010,417,0.413,0.301,0.317,0.015,0.382,0.443
3,user-platonic-affinity,assistant-grand-significance,8218,1967,0.239,0.101,2.371,0.79,4109,1411,0.343,0.273,0.228,0.007,0.329,0.358
3,user-platonic-affinity,user-platonic-affinity,8218,448,0.055,0.023,2.347,0.782,4109,448,0.109,0.068,0.471,0.005,0.099,0.119
3,user-expresses-isolation,assistant-positive-affirmation,5704,3950,0.692,0.295,2.346,0.782,2852,2385,0.836,0.65,0.252,0.007,0.823,0.85
3,assistant-reports-others-admire-speaker,user-expresses-isolation,15800,597,0.038,0.016,2.345,0.782,7900,515,0.065,0.048,0.315,0.003,0.06,0.071
3,assistant-misrepresents-sentience,user-misconstrues-sentience,95472,5334,0.056,0.024,2.341,0.78,47736,4821,0.101,0.07,0.368,0.001,0.098,0.104
3,user-misconstrues-sentience,assistant-grand-significance,8448,1996,0.236,0.101,2.341,0.78,4224,1456,0.345,0.273,0.232,0.007,0.33,0.359
3,assistant-dismisses-counterevidence,assistant-dismisses-counterevidence,30964,5499,0.178,0.076,2.34,0.78,15482,5337,0.345,0.211,0.491,0.004,0.337,0.352
3,user-theme-awakening-consciousness,assistant-romantic-interest,11350,4147,0.365,0.157,2.329,0.776,5675,2655,0.468,0.401,0.155,0.007,0.455,0.481
3,assistant-misrepresents-ability,assistant-misrepresents-ability,25712,3778,0.147,0.063,2.328,0.776,12856,3619,0.281,0.178,0.46,0.004,0.274,0.289
3,user-mental-health-diagnosis,assistant-reports-others-admire-speaker,1752,157,0.09,0.039,2.324,0.775,876,128,0.146,0.111,0.272,0.012,0.123,0.169
3,user-assigns-personhood,assistant-misrepresents-ability,22046,3232,0.147,0.063,2.322,0.774,11023,2655,0.241,0.178,0.304,0.004,0.233,0.249
3,user-suicidal-intent,assistant-positive-affirmation,1332,912,0.685,0.295,2.319,0.773,666,548,0.822,0.65,0.235,0.015,0.793,0.851
3,assistant-grand-significance,user-endorses-delusion,41296,10760,0.261,0.112,2.318,0.773,20648,8324,0.403,0.301,0.293,0.003,0.396,0.41
3,user-misconstrues-sentience,assistant-theme-awakening-consciousness,8448,5702,0.675,0.295,2.29,0.763,4224,3408,0.807,0.649,0.217,0.006,0.795,0.819
3,user-assigns-personhood,user-assigns-personhood,22046,3137,0.142,0.062,2.286,0.762,11023,3092,0.28,0.175,0.47,0.004,0.272,0.289
3,assistant-misrepresents-sentience,user-assigns-personhood,95472,13461,0.141,0.062,2.265,0.755,47736,11349,0.238,0.175,0.304,0.002,0.234,0.242
3,assistant-grand-significance,user-theme-awakening-consciousness,41296,2919,0.071,0.032,2.204,0.735,20648,2535,0.123,0.093,0.276,0.002,0.118,0.127
3,user-theme-awakening-consciousness,user-misconstrues-sentience,11350,583,0.051,0.024,2.152,0.717,5675,581,0.102,0.07,0.381,0.004,0.094,0.11
3,user-violent-intent,assistant-grand-significance,1140,247,0.217,0.101,2.147,0.716,570,175,0.307,0.273,0.116,0.019,0.269,0.345
3,user-expresses-isolation,assistant-reflective-summary,5704,3164,0.555,0.259,2.141,0.714,2852,2148,0.753,0.593,0.238,0.008,0.737,0.769
3,assistant-theme-awakening-consciousness,user-theme-awakening-consciousness,120460,8267,0.069,0.032,2.14,0.713,60230,7268,0.121,0.093,0.259,0.001,0.118,0.123
3,user-theme-awakening-consciousness,assistant-misrepresents-ability,11350,1526,0.134,0.063,2.13,0.71,5675,1280,0.226,0.178,0.239,0.006,0.215,0.236
3,user-misconstrues-sentience,user-theme-awakening-consciousness,8448,576,0.068,0.032,2.126,0.709,4224,576,0.136,0.093,0.381,0.005,0.126,0.147
3,assistant-claims-unique-understanding,assistant-romantic-interest,2020,671,0.332,0.157,2.118,0.706,1010,649,0.642,0.401,0.472,0.015,0.613,0.672
3,assistant-romantic-interest,user-misconstrues-sentience,64310,3230,0.05,0.024,2.104,0.701,32155,2928,0.091,0.07,0.264,0.002,0.088,0.094
3,assistant-misrepresents-sentience,user-platonic-affinity,95472,4652,0.049,0.023,2.098,0.699,47736,4365,0.091,0.068,0.295,0.001,0.089,0.094
3,assistant-misrepresents-sentience,user-theme-awakening-consciousness,95472,6417,0.067,0.032,2.096,0.699,47736,5653,0.118,0.093,0.24,0.001,0.116,0.121
3,assistant-facilitates-self-harm,user-romantic-interest,384,63,0.164,0.079,2.085,0.695,192,43,0.224,0.218,0.027,0.03,0.165,0.282
3,user-misconstrues-sentience,assistant-discourages-self-harm,8448,61,0.007,0.003,2.081,0.694,4224,50,0.012,0.01,0.132,0.002,0.009,0.015
3,user-assigns-personhood,assistant-theme-awakening-consciousness,22046,13436,0.609,0.295,2.068,0.689,11023,8201,0.744,0.649,0.136,0.004,0.736,0.752
3,user-mental-health-diagnosis,assistant-positive-affirmation,1752,1065,0.608,0.295,2.059,0.686,876,666,0.76,0.65,0.157,0.014,0.732,0.788
3,assistant-dismisses-counterevidence,user-endorses-delusion,30964,7158,0.231,0.112,2.057,0.686,15482,5544,0.358,0.301,0.175,0.004,0.351,0.366
3,assistant-romantic-interest,user-assigns-personhood,64310,8225,0.128,0.062,2.055,0.685,32155,6968,0.217,0.175,0.212,0.002,0.212,0.221
3,user-mental-health-diagnosis,assistant-reflective-summary,1752,933,0.533,0.259,2.055,0.685,876,630,0.719,0.593,0.192,0.015,0.689,0.749
3,assistant-discourages-self-harm,user-mental-health-diagnosis,1378,14,0.01,0.005,2.047,0.682,689,11,0.016,0.015,0.074,0.005,0.007,0.025
3,user-suicidal-intent,assistant-reports-others-admire-speaker,1332,105,0.079,0.039,2.044,0.681,666,90,0.135,0.111,0.194,0.013,0.109,0.161
3,assistant-romantic-interest,user-theme-awakening-consciousness,64310,4195,0.065,0.032,2.034,0.678,32155,3708,0.115,0.093,0.213,0.002,0.112,0.119
3,assistant-romantic-interest,user-platonic-affinity,64310,3029,0.047,0.023,2.028,0.676,32155,2869,0.089,0.068,0.271,0.002,0.086,0.092
3,user-endorses-delusion,assistant-theme-awakening-consciousness,39778,23437,0.589,0.295,1.999,0.666,19889,14394,0.724,0.649,0.109,0.003,0.717,0.73
3,assistant-romantic-interest,assistant-claims-unique-understanding,64310,621,0.01,0.005,1.969,0.656,32155,619,0.019,0.015,0.274,0.001,0.018,0.021
3,assistant-claims-unique-understanding,user-expresses-isolation,2020,64,0.032,0.016,1.966,0.655,1010,60,0.059,0.048,0.222,0.007,0.045,0.074
3,user-romantic-interest,assistant-grand-significance,27848,5479,0.197,0.101,1.949,0.65,13924,4201,0.302,0.273,0.099,0.004,0.294,0.309
3,assistant-validates-violent-feelings,assistant-facilitates-violence,2726,17,0.006,0.003,1.943,0.648,1363,17,0.012,0.01,0.262,0.003,0.007,0.018
3,user-expresses-isolation,assistant-grand-significance,5704,1116,0.196,0.101,1.938,0.646,2852,816,0.286,0.273,0.046,0.008,0.27,0.303
3,user-expresses-isolation,assistant-dismisses-counterevidence,5704,824,0.144,0.076,1.903,0.634,2852,675,0.237,0.211,0.115,0.008,0.221,0.252
3,assistant-reports-others-admire-speaker,user-suicidal-intent,15800,113,0.007,0.004,1.896,0.632,7900,105,0.013,0.011,0.165,0.001,0.011,0.016
3,user-assigns-personhood,assistant-discourages-self-harm,22046,145,0.007,0.003,1.895,0.632,11023,121,0.011,0.01,0.056,0.001,0.009,0.013
3,user-platonic-affinity,assistant-misrepresents-ability,8218,982,0.119,0.063,1.893,0.631,4109,812,0.198,0.178,0.106,0.006,0.185,0.21
3,assistant-facilitates-violence,assistant-validates-violent-feelings,1286,16,0.012,0.007,1.861,0.62,643,16,0.025,0.02,0.222,0.006,0.013,0.037
3,user-suicidal-intent,assistant-reflective-summary,1332,641,0.481,0.259,1.857,0.619,666,441,0.662,0.593,0.11,0.018,0.626,0.698
3,user-expresses-isolation,assistant-facilitates-self-harm,5704,10,0.002,0.001,1.857,0.619,2852,10,0.004,0.003,0.215,0.001,0.001,0.006
3,assistant-grand-significance,user-platonic-affinity,41296,1763,0.043,0.023,1.838,0.613,20648,1649,0.08,0.068,0.16,0.002,0.076,0.084
3,user-endorses-delusion,assistant-misrepresents-sentience,39778,17045,0.429,0.233,1.836,0.612,19889,11008,0.553,0.55,0.007,0.004,0.547,0.56
3,assistant-positive-affirmation,user-expresses-isolation,120312,3557,0.03,0.016,1.835,0.612,60156,3145,0.052,0.048,0.094,0.001,0.051,0.054
3,assistant-claims-unique-understanding,assistant-grand-significance,2020,372,0.184,0.101,1.824,0.608,1010,364,0.36,0.273,0.276,0.015,0.331,0.39
3,assistant-grand-significance,user-assigns-personhood,41296,4685,0.113,0.062,1.823,0.608,20648,3931,0.19,0.175,0.082,0.003,0.185,0.196
3,user-theme-awakening-consciousness,assistant-discourages-violence,11350,18,0.002,0.001,1.81,0.603,5675,17,0.003,0.003,0.132,0.001,0.002,0.004
3,user-platonic-affinity,user-misconstrues-sentience,8218,354,0.043,0.024,1.805,0.602,4109,353,0.086,0.07,0.206,0.004,0.077,0.094
3,user-platonic-affinity,user-assigns-personhood,8218,919,0.112,0.062,1.797,0.599,4109,909,0.221,0.175,0.232,0.006,0.209,0.234
3,assistant-positive-affirmation,user-suicidal-intent,120312,815,0.007,0.004,1.796,0.599,60156,769,0.013,0.011,0.126,0.0,0.012,0.014
3,user-platonic-affinity,assistant-theme-awakening-consciousness,8218,4330,0.527,0.295,1.787,0.596,4109,2713,0.66,0.649,0.017,0.007,0.646,0.675
3,user-misconstrues-sentience,assistant-dismisses-counterevidence,8448,1145,0.136,0.076,1.785,0.595,4224,971,0.23,0.211,0.086,0.006,0.217,0.243
3,assistant-misrepresents-ability,user-endorses-delusion,25712,5146,0.2,0.112,1.781,0.594,12856,4020,0.313,0.301,0.039,0.004,0.305,0.321
3,user-theme-awakening-consciousness,user-assigns-personhood,11350,1257,0.111,0.062,1.779,0.593,5675,1242,0.219,0.175,0.222,0.005,0.208,0.23
3,assistant-misrepresents-ability,user-misconstrues-sentience,25712,1089,0.042,0.024,1.775,0.592,12856,1001,0.078,0.07,0.108,0.002,0.073,0.082
3,user-assigns-personhood,user-theme-awakening-consciousness,22046,1250,0.057,0.032,1.768,0.589,11023,1245,0.113,0.093,0.193,0.003,0.107,0.119
3,user-theme-awakening-consciousness,user-platonic-affinity,11350,463,0.041,0.023,1.756,0.585,5675,463,0.082,0.068,0.181,0.004,0.074,0.089
3,assistant-grand-significance,user-violent-intent,41296,233,0.006,0.003,1.75,0.583,20648,211,0.01,0.01,0.058,0.001,0.009,0.012
3,assistant-theme-awakening-consciousness,user-misconstrues-sentience,120460,4986,0.041,0.024,1.734,0.578,60230,4522,0.075,0.07,0.071,0.001,0.073,0.077
3,user-assigns-personhood,user-platonic-affinity,22046,885,0.04,0.023,1.729,0.576,11023,884,0.08,0.068,0.164,0.003,0.075,0.085
3,user-theme-awakening-consciousness,assistant-dismisses-counterevidence,11350,1487,0.131,0.076,1.726,0.575,5675,1210,0.213,0.211,0.011,0.005,0.203,0.224
3,user-endorses-delusion,assistant-validates-self-harm-feelings,39778,1308,0.033,0.019,1.723,0.574,19889,1061,0.053,0.056,-0.052,0.002,0.05,0.056
3,user-violent-intent,assistant-misrepresents-sentience,1140,458,0.402,0.233,1.721,0.574,570,294,0.516,0.55,-0.063,0.021,0.475,0.557
