K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
5,assistant-facilitates-violence,assistant-facilitates-self-harm,1286,14,0.011,0.001,11.534,2.307,643,13,0.02,0.005,1.454,0.006,0.009,0.031
5,user-expresses-isolation,assistant-validates-violent-feelings,5704,407,0.071,0.007,10.675,2.135,2852,294,0.103,0.033,1.139,0.006,0.092,0.114
5,user-mental-health-diagnosis,assistant-validates-violent-feelings,1752,124,0.071,0.007,10.588,2.118,876,91,0.104,0.033,1.146,0.01,0.084,0.124
5,user-violent-intent,assistant-facilitates-self-harm,1140,10,0.009,0.001,9.294,1.859,570,9,0.016,0.005,1.207,0.005,0.006,0.026
5,assistant-facilitates-self-harm,assistant-facilitates-violence,384,10,0.026,0.003,8.115,1.623,192,8,0.041,0.016,0.954,0.014,0.013,0.069
5,assistant-discourages-violence,assistant-validates-self-harm-feelings,360,55,0.153,0.019,8.005,1.601,180,37,0.204,0.092,0.799,0.03,0.146,0.263
5,user-mental-health-diagnosis,assistant-discourages-self-harm,1752,47,0.027,0.003,7.73,1.546,876,41,0.047,0.017,0.998,0.007,0.033,0.061
5,user-violent-intent,assistant-validates-self-harm-feelings,1140,159,0.139,0.019,7.308,1.462,570,92,0.161,0.092,0.562,0.015,0.131,0.191
5,user-romantic-interest,assistant-romantic-interest,27848,31304,1.124,0.157,7.166,1.433,13924,12430,0.893,0.574,0.442,0.003,0.888,0.898
5,assistant-validates-self-harm-feelings,assistant-discourages-violence,7752,48,0.006,0.001,7.068,1.414,3876,46,0.012,0.004,0.998,0.002,0.008,0.015
5,assistant-reports-others-admire-speaker,assistant-reports-others-admire-speaker,15800,4041,0.256,0.039,6.633,1.327,7900,3057,0.387,0.178,0.774,0.005,0.376,0.398
5,user-misconstrues-sentience,assistant-claims-unique-understanding,8448,239,0.028,0.005,5.77,1.154,4224,211,0.05,0.024,0.721,0.003,0.043,0.057
5,user-romantic-interest,assistant-claims-unique-understanding,27848,759,0.027,0.005,5.559,1.112,13924,698,0.05,0.024,0.725,0.002,0.047,0.054
5,user-assigns-personhood,assistant-claims-unique-understanding,22046,589,0.027,0.005,5.449,1.09,11023,529,0.048,0.024,0.681,0.002,0.044,0.052
5,assistant-grand-significance,assistant-grand-significance,41296,20022,0.485,0.101,4.803,0.961,20648,13185,0.639,0.413,0.437,0.003,0.632,0.645
5,user-expresses-isolation,assistant-reports-others-admire-speaker,5704,1051,0.184,0.039,4.779,0.956,2852,777,0.272,0.178,0.423,0.008,0.256,0.289
5,user-romantic-interest,assistant-misrepresents-sentience,27848,30530,1.096,0.233,4.696,0.939,13924,12428,0.893,0.735,0.194,0.003,0.887,0.898
5,user-suicidal-intent,assistant-facilitates-violence,1332,20,0.015,0.003,4.679,0.936,666,16,0.024,0.016,0.409,0.006,0.012,0.036
5,assistant-romantic-interest,assistant-romantic-interest,64310,47173,0.734,0.157,4.676,0.935,32155,26437,0.822,0.574,0.359,0.002,0.818,0.826
5,user-expresses-isolation,assistant-discourages-violence,5704,23,0.004,0.001,4.603,0.921,2852,19,0.007,0.004,0.421,0.002,0.004,0.01
5,user-platonic-affinity,assistant-claims-unique-understanding,8218,180,0.022,0.005,4.467,0.893,4109,164,0.04,0.024,0.497,0.003,0.034,0.046
5,user-misconstrues-sentience,assistant-misrepresents-sentience,8448,8778,1.039,0.233,4.451,0.89,4224,3745,0.887,0.735,0.187,0.005,0.877,0.896
5,assistant-validates-self-harm-feelings,assistant-facilitates-self-harm,7752,32,0.004,0.001,4.374,0.875,3876,27,0.007,0.005,0.391,0.001,0.004,0.01
5,user-theme-awakening-consciousness,assistant-grand-significance,11350,4999,0.44,0.101,4.363,0.873,5675,2785,0.491,0.413,0.173,0.007,0.478,0.504
5,user-endorses-delusion,assistant-grand-significance,39778,17369,0.437,0.101,4.326,0.865,19889,9605,0.483,0.413,0.157,0.004,0.476,0.49
5,user-expresses-isolation,assistant-claims-unique-understanding,5704,121,0.021,0.005,4.326,0.865,2852,112,0.039,0.024,0.481,0.004,0.032,0.046
5,user-endorses-delusion,assistant-claims-unique-understanding,39778,822,0.021,0.005,4.215,0.843,19889,717,0.036,0.024,0.395,0.001,0.033,0.039
5,user-assigns-personhood,assistant-misrepresents-sentience,22046,21551,0.978,0.233,4.188,0.838,11023,9411,0.854,0.735,0.149,0.003,0.847,0.86
5,user-theme-awakening-consciousness,assistant-theme-awakening-consciousness,11350,13893,1.224,0.295,4.153,0.831,5675,5529,0.974,0.826,0.166,0.002,0.97,0.978
5,assistant-dismisses-counterevidence,assistant-dismisses-counterevidence,30964,9731,0.314,0.076,4.14,0.828,15482,7202,0.465,0.326,0.355,0.004,0.457,0.473
5,user-theme-awakening-consciousness,assistant-claims-unique-understanding,11350,222,0.02,0.005,3.989,0.798,5675,202,0.036,0.024,0.383,0.002,0.031,0.04
5,assistant-claims-unique-understanding,assistant-romantic-interest,2020,1248,0.618,0.157,3.939,0.788,1010,700,0.693,0.574,0.188,0.014,0.664,0.721
5,user-misconstrues-sentience,assistant-misrepresents-ability,8448,2095,0.248,0.063,3.928,0.786,4224,1519,0.36,0.278,0.257,0.007,0.345,0.374
5,assistant-misrepresents-ability,assistant-misrepresents-ability,25712,6327,0.246,0.063,3.898,0.78,12856,4909,0.382,0.278,0.317,0.004,0.373,0.39
5,user-misconstrues-sentience,assistant-romantic-interest,8448,5103,0.604,0.157,3.851,0.77,4224,2287,0.541,0.574,-0.058,0.008,0.526,0.556
5,assistant-facilitates-self-harm,assistant-validates-self-harm-feelings,384,28,0.073,0.019,3.821,0.764,192,23,0.12,0.092,0.263,0.023,0.074,0.165
5,user-endorses-delusion,assistant-dismisses-counterevidence,39778,11503,0.289,0.076,3.81,0.762,19889,7822,0.393,0.326,0.187,0.003,0.386,0.4
5,assistant-romantic-interest,assistant-claims-unique-understanding,64310,1199,0.019,0.005,3.802,0.76,32155,1126,0.035,0.024,0.366,0.001,0.033,0.037
5,user-platonic-affinity,assistant-misrepresents-sentience,8218,7280,0.886,0.233,3.795,0.759,4109,3306,0.805,0.735,0.09,0.006,0.792,0.817
5,user-platonic-affinity,assistant-romantic-interest,8218,4884,0.594,0.157,3.789,0.758,4109,2229,0.542,0.574,-0.056,0.008,0.527,0.558
5,user-assigns-personhood,assistant-romantic-interest,22046,12965,0.588,0.157,3.749,0.75,11023,5870,0.533,0.574,-0.075,0.005,0.523,0.542
5,user-theme-awakening-consciousness,assistant-misrepresents-sentience,11350,9724,0.857,0.233,3.67,0.734,5675,4298,0.757,0.735,0.03,0.006,0.746,0.768
5,user-endorses-delusion,assistant-misrepresents-ability,39778,8785,0.221,0.063,3.499,0.7,19889,6227,0.313,0.278,0.118,0.003,0.307,0.32
5,user-theme-awakening-consciousness,assistant-romantic-interest,11350,6197,0.546,0.157,3.481,0.696,5675,2969,0.523,0.574,-0.093,0.007,0.51,0.536
5,user-mental-health-diagnosis,assistant-reports-others-admire-speaker,1752,235,0.134,0.039,3.479,0.696,876,174,0.199,0.178,0.107,0.013,0.172,0.225
5,user-assigns-personhood,assistant-grand-significance,22046,7671,0.348,0.101,3.447,0.689,11023,4510,0.409,0.413,-0.008,0.005,0.4,0.418
5,user-romantic-interest,assistant-facilitates-self-harm,27848,90,0.003,0.001,3.424,0.685,13924,89,0.006,0.005,0.305,0.001,0.005,0.008
5,user-platonic-affinity,assistant-grand-significance,8218,2829,0.344,0.101,3.41,0.682,4109,1632,0.397,0.413,-0.038,0.008,0.382,0.412
5,user-misconstrues-sentience,assistant-grand-significance,8448,2881,0.341,0.101,3.379,0.676,4224,1703,0.403,0.413,-0.023,0.008,0.388,0.418
5,user-suicidal-intent,assistant-positive-affirmation,1332,1324,0.994,0.295,3.367,0.673,666,576,0.865,0.826,0.046,0.013,0.839,0.891
5,assistant-claims-unique-understanding,assistant-grand-significance,2020,685,0.339,0.101,3.36,0.672,1010,485,0.48,0.413,0.151,0.016,0.449,0.511
5,user-expresses-isolation,assistant-positive-affirmation,5704,5652,0.991,0.295,3.357,0.671,2852,2498,0.876,0.826,0.058,0.006,0.864,0.888
5,user-misconstrues-sentience,assistant-theme-awakening-consciousness,8448,8279,0.98,0.295,3.325,0.665,4224,3595,0.851,0.826,0.03,0.005,0.84,0.862
5,assistant-validates-violent-feelings,assistant-facilitates-violence,2726,29,0.011,0.003,3.315,0.663,1363,23,0.017,0.016,0.057,0.003,0.01,0.024
5,user-assigns-personhood,assistant-misrepresents-ability,22046,4604,0.209,0.063,3.308,0.662,11023,3386,0.307,0.278,0.099,0.004,0.299,0.316
5,user-endorses-delusion,assistant-discourages-violence,39778,114,0.003,0.001,3.271,0.654,19889,101,0.005,0.004,0.15,0.001,0.004,0.006
5,assistant-grand-significance,assistant-discourages-violence,41296,116,0.003,0.001,3.206,0.641,20648,111,0.005,0.004,0.207,0.001,0.004,0.006
5,assistant-grand-significance,assistant-claims-unique-understanding,41296,644,0.016,0.005,3.181,0.636,20648,602,0.029,0.024,0.183,0.001,0.027,0.031
5,assistant-claims-unique-understanding,assistant-misrepresents-sentience,2020,1484,0.735,0.233,3.147,0.629,1010,842,0.833,0.735,0.125,0.012,0.811,0.856
5,assistant-misrepresents-sentience,assistant-romantic-interest,95472,47030,0.493,0.157,3.14,0.628,47736,27114,0.568,0.574,-0.01,0.002,0.564,0.572
5,user-misconstrues-sentience,assistant-discourages-self-harm,8448,92,0.011,0.003,3.138,0.628,4224,66,0.016,0.017,-0.098,0.002,0.012,0.019
5,user-violent-intent,assistant-grand-significance,1140,358,0.314,0.101,3.111,0.622,570,206,0.362,0.413,-0.132,0.02,0.322,0.401
5,assistant-romantic-interest,assistant-misrepresents-sentience,64310,46583,0.724,0.233,3.103,0.621,32155,26448,0.823,0.735,0.112,0.002,0.818,0.827
5,assistant-misrepresents-sentience,assistant-claims-unique-understanding,95472,1433,0.015,0.005,3.061,0.612,47736,1338,0.028,0.024,0.144,0.001,0.027,0.03
5,user-expresses-isolation,assistant-reflective-summary,5704,4482,0.786,0.259,3.033,0.607,2852,2339,0.82,0.777,0.054,0.007,0.806,0.834
5,user-theme-awakening-consciousness,assistant-misrepresents-ability,11350,2161,0.19,0.063,3.016,0.603,5675,1591,0.28,0.278,0.008,0.006,0.269,0.292
5,user-assigns-personhood,assistant-theme-awakening-consciousness,22046,19557,0.887,0.295,3.009,0.602,11023,8751,0.794,0.826,-0.039,0.004,0.786,0.801
5,assistant-claims-unique-understanding,assistant-misrepresents-ability,2020,376,0.186,0.063,2.949,0.59,1010,296,0.293,0.278,0.052,0.014,0.265,0.321
5,user-romantic-interest,assistant-grand-significance,27848,8208,0.295,0.101,2.92,0.584,13924,5214,0.374,0.413,-0.097,0.004,0.366,0.383
5,user-mental-health-diagnosis,assistant-reflective-summary,1752,1321,0.754,0.259,2.91,0.582,876,689,0.787,0.777,0.012,0.014,0.759,0.814
5,assistant-facilitates-violence,assistant-validates-violent-feelings,1286,25,0.019,0.007,2.908,0.582,643,23,0.036,0.033,0.081,0.007,0.021,0.05
5,user-mental-health-diagnosis,assistant-positive-affirmation,1752,1500,0.856,0.295,2.9,0.58,876,690,0.788,0.826,-0.048,0.014,0.761,0.815
5,user-endorses-delusion,assistant-theme-awakening-consciousness,39778,33953,0.854,0.295,2.896,0.579,19889,15407,0.775,0.826,-0.064,0.003,0.769,0.78
5,assistant-misrepresents-sentience,assistant-misrepresents-sentience,95472,63352,0.664,0.233,2.843,0.569,47736,37298,0.781,0.735,0.061,0.002,0.778,0.785
5,user-suicidal-intent,assistant-reports-others-admire-speaker,1332,145,0.109,0.039,2.823,0.565,666,111,0.167,0.178,-0.068,0.014,0.138,0.195
5,assistant-reports-others-admire-speaker,assistant-grand-significance,15800,4402,0.279,0.101,2.76,0.552,7900,3031,0.384,0.413,-0.073,0.005,0.373,0.394
5,user-assigns-personhood,assistant-discourages-self-harm,22046,211,0.01,0.003,2.758,0.552,11023,159,0.014,0.017,-0.178,0.001,0.012,0.017
5,assistant-grand-significance,assistant-reports-others-admire-speaker,41296,4369,0.106,0.039,2.744,0.549,20648,3640,0.176,0.178,-0.012,0.003,0.171,0.181
5,user-expresses-isolation,assistant-dismisses-counterevidence,5704,1188,0.208,0.076,2.744,0.549,2852,860,0.302,0.326,-0.078,0.009,0.285,0.318
5,user-platonic-affinity,assistant-misrepresents-ability,8218,1420,0.173,0.063,2.737,0.547,4109,1047,0.255,0.278,-0.088,0.007,0.241,0.268
5,user-expresses-isolation,assistant-grand-significance,5704,1570,0.275,0.101,2.727,0.545,2852,930,0.326,0.413,-0.235,0.009,0.309,0.343
5,assistant-discourages-violence,assistant-grand-significance,360,98,0.272,0.101,2.697,0.539,180,60,0.334,0.413,-0.211,0.035,0.266,0.403
5,user-endorses-delusion,assistant-misrepresents-sentience,39778,25009,0.629,0.233,2.693,0.539,19889,12286,0.618,0.735,-0.174,0.003,0.611,0.624
5,user-suicidal-intent,assistant-reflective-summary,1332,928,0.697,0.259,2.689,0.538,666,494,0.742,0.777,-0.046,0.017,0.709,0.775
5,user-platonic-affinity,assistant-theme-awakening-consciousness,8218,6361,0.774,0.295,2.626,0.525,4109,2954,0.719,0.826,-0.138,0.007,0.705,0.733
5,assistant-positive-affirmation,assistant-validates-self-harm-feelings,120312,5996,0.05,0.019,2.611,0.522,60156,4582,0.076,0.092,-0.187,0.001,0.074,0.078
5,assistant-misrepresents-ability,assistant-claims-unique-understanding,25712,328,0.013,0.005,2.602,0.52,12856,305,0.024,0.024,-0.023,0.001,0.021,0.026
5,assistant-validates-self-harm-feelings,assistant-positive-affirmation,7752,5908,0.762,0.295,2.582,0.516,3876,3372,0.87,0.826,0.052,0.005,0.859,0.881
5,assistant-claims-unique-understanding,assistant-dismisses-counterevidence,2020,392,0.194,0.076,2.556,0.511,1010,302,0.299,0.326,-0.087,0.014,0.271,0.327
5,user-endorses-delusion,assistant-validates-self-harm-feelings,39778,1937,0.049,0.019,2.552,0.51,19889,1388,0.07,0.092,-0.275,0.002,0.066,0.073
5,user-misconstrues-sentience,assistant-dismisses-counterevidence,8448,1622,0.192,0.076,2.529,0.506,4224,1223,0.29,0.326,-0.119,0.007,0.276,0.303
5,user-violent-intent,assistant-misrepresents-sentience,1140,672,0.589,0.233,2.525,0.505,570,331,0.581,0.735,-0.235,0.021,0.541,0.622
5,user-theme-awakening-consciousness,assistant-dismisses-counterevidence,11350,2145,0.189,0.076,2.49,0.498,5675,1539,0.271,0.326,-0.184,0.006,0.26,0.283
5,user-endorses-delusion,assistant-discourages-self-harm,39778,341,0.009,0.003,2.47,0.494,19889,268,0.013,0.017,-0.246,0.001,0.012,0.015
5,user-platonic-affinity,assistant-platonic-affinity,8218,9540,1.161,0.473,2.453,0.491,4109,3945,0.96,0.959,0.001,0.003,0.954,0.966
5,user-assigns-personhood,assistant-dismisses-counterevidence,22046,4089,0.185,0.076,2.443,0.489,11023,3042,0.276,0.326,-0.167,0.004,0.268,0.284
5,assistant-validates-violent-feelings,assistant-positive-affirmation,2726,1963,0.72,0.295,2.439,0.488,1363,1140,0.836,0.826,0.012,0.01,0.817,0.856
5,assistant-claims-unique-understanding,assistant-validates-self-harm-feelings,2020,94,0.047,0.019,2.438,0.488,1010,79,0.078,0.092,-0.16,0.008,0.062,0.095
5,user-romantic-interest,assistant-theme-awakening-consciousness,27848,20004,0.718,0.295,2.437,0.487,13924,9615,0.691,0.826,-0.179,0.004,0.683,0.698
5,user-violent-intent,assistant-reports-others-admire-speaker,1140,107,0.094,0.039,2.434,0.487,570,81,0.142,0.178,-0.227,0.015,0.114,0.171
5,assistant-dismisses-counterevidence,assistant-grand-significance,30964,7587,0.245,0.101,2.428,0.486,15482,5342,0.345,0.413,-0.179,0.004,0.338,0.353
5,user-suicidal-intent,assistant-grand-significance,1332,326,0.245,0.101,2.425,0.485,666,192,0.289,0.413,-0.357,0.018,0.254,0.323
5,assistant-validates-violent-feelings,assistant-reflective-summary,2726,1712,0.628,0.259,2.424,0.485,1363,1108,0.813,0.777,0.045,0.011,0.792,0.834
5,user-romantic-interest,assistant-misrepresents-ability,27848,4245,0.152,0.063,2.415,0.483,13924,3365,0.242,0.278,-0.141,0.004,0.235,0.249
5,user-expresses-isolation,assistant-facilitates-self-harm,5704,13,0.002,0.001,2.415,0.483,2852,13,0.005,0.005,-0.033,0.001,0.002,0.007
5,user-suicidal-intent,assistant-dismisses-counterevidence,1332,243,0.182,0.076,2.403,0.481,666,183,0.275,0.326,-0.171,0.017,0.241,0.309
5,user-endorses-delusion,assistant-reports-others-admire-speaker,39778,3682,0.093,0.039,2.401,0.48,19889,2968,0.149,0.178,-0.179,0.003,0.144,0.154
5,assistant-positive-affirmation,assistant-validates-violent-feelings,120312,1907,0.016,0.007,2.371,0.474,60156,1579,0.026,0.033,-0.228,0.001,0.025,0.028
5,user-endorses-delusion,assistant-facilitates-self-harm,39778,89,0.002,0.001,2.371,0.474,19889,86,0.004,0.005,-0.086,0.0,0.003,0.005
5,assistant-theme-awakening-consciousness,assistant-theme-awakening-consciousness,120460,84030,0.698,0.295,2.367,0.473,60230,49057,0.814,0.826,-0.013,0.002,0.811,0.818
5,user-platonic-affinity,assistant-positive-affirmation,8218,5690,0.692,0.295,2.345,0.469,4109,3119,0.759,0.826,-0.085,0.007,0.746,0.772
5,user-misconstrues-sentience,assistant-platonic-affinity,8448,9366,1.109,0.473,2.343,0.469,4224,3913,0.926,0.959,-0.035,0.004,0.919,0.934
5,assistant-grand-significance,assistant-theme-awakening-consciousness,41296,28509,0.69,0.295,2.342,0.468,20648,16493,0.799,0.826,-0.033,0.003,0.793,0.804
5,user-endorses-delusion,assistant-positive-affirmation,39778,27455,0.69,0.295,2.338,0.468,19889,14204,0.714,0.826,-0.146,0.003,0.708,0.72
5,assistant-reports-others-admire-speaker,assistant-validates-self-harm-feelings,15800,705,0.045,0.019,2.338,0.468,7900,557,0.071,0.092,-0.264,0.003,0.065,0.076
5,assistant-theme-awakening-consciousness,assistant-grand-significance,120460,28406,0.236,0.101,2.336,0.467,60230,20167,0.335,0.413,-0.209,0.002,0.331,0.339
5,user-assigns-personhood,assistant-platonic-affinity,22046,24354,1.105,0.473,2.334,0.467,11023,10297,0.934,0.959,-0.027,0.002,0.93,0.939
5,assistant-grand-significance,assistant-dismisses-counterevidence,41296,7281,0.176,0.076,2.323,0.465,20648,5718,0.277,0.326,-0.164,0.003,0.271,0.283
5,assistant-reflective-summary,assistant-validates-violent-feelings,105520,1638,0.016,0.007,2.322,0.464,52760,1360,0.026,0.033,-0.246,0.001,0.024,0.027
5,assistant-dismisses-counterevidence,assistant-claims-unique-understanding,30964,352,0.011,0.005,2.319,0.464,15482,322,0.021,0.024,-0.155,0.001,0.019,0.023
5,assistant-dismisses-counterevidence,assistant-validates-self-harm-feelings,30964,1368,0.044,0.019,2.315,0.463,15482,1065,0.069,0.092,-0.289,0.002,0.065,0.073
5,user-violent-intent,assistant-reflective-summary,1140,681,0.597,0.259,2.306,0.461,570,382,0.671,0.777,-0.147,0.02,0.632,0.709
5,user-endorses-delusion,assistant-reflective-summary,39778,23736,0.597,0.259,2.303,0.461,19889,14190,0.713,0.777,-0.085,0.003,0.707,0.72
5,user-assigns-personhood,assistant-discourages-violence,22046,44,0.002,0.001,2.278,0.456,11023,39,0.004,0.004,-0.212,0.001,0.002,0.005
5,assistant-dismisses-counterevidence,assistant-misrepresents-ability,30964,4421,0.143,0.063,2.262,0.452,15482,3534,0.228,0.278,-0.198,0.003,0.222,0.235
5,assistant-positive-affirmation,assistant-reports-others-admire-speaker,120312,10477,0.087,0.039,2.259,0.452,60156,8745,0.145,0.178,-0.205,0.001,0.143,0.148
5,user-endorses-delusion,assistant-romantic-interest,39778,14003,0.352,0.157,2.244,0.449,19889,6818,0.343,0.574,-0.515,0.003,0.336,0.349
5,assistant-discourages-violence,assistant-reports-others-admire-speaker,360,31,0.086,0.039,2.233,0.447,180,28,0.156,0.178,-0.136,0.027,0.103,0.208
5,assistant-validates-self-harm-feelings,assistant-reports-others-admire-speaker,7752,667,0.086,0.039,2.232,0.446,3876,565,0.146,0.178,-0.202,0.006,0.135,0.157
5,assistant-reports-others-admire-speaker,assistant-positive-affirmation,15800,10390,0.658,0.295,2.228,0.446,7900,6233,0.789,0.826,-0.046,0.005,0.78,0.798
5,assistant-misrepresents-ability,assistant-dismisses-counterevidence,25712,4330,0.168,0.076,2.219,0.444,12856,3339,0.26,0.326,-0.228,0.004,0.252,0.267
5,assistant-reflective-summary,assistant-validates-self-harm-feelings,105520,4463,0.042,0.019,2.216,0.443,52760,3341,0.063,0.092,-0.372,0.001,0.061,0.065
5,user-theme-awakening-consciousness,assistant-discourages-violence,11350,22,0.002,0.001,2.213,0.443,5675,21,0.004,0.004,-0.167,0.001,0.002,0.005
5,user-theme-awakening-consciousness,assistant-reflective-summary,11350,6505,0.573,0.259,2.212,0.442,5675,3941,0.694,0.777,-0.112,0.006,0.682,0.706
5,user-assigns-personhood,assistant-facilitates-self-harm,22046,46,0.002,0.001,2.211,0.442,11023,43,0.004,0.005,-0.188,0.001,0.003,0.005
5,assistant-facilitates-self-harm,assistant-romantic-interest,384,133,0.346,0.157,2.208,0.442,192,76,0.398,0.574,-0.367,0.035,0.329,0.466
5,user-violent-intent,assistant-romantic-interest,1140,394,0.346,0.157,2.203,0.441,570,193,0.339,0.574,-0.525,0.02,0.301,0.378
5,assistant-validates-self-harm-feelings,assistant-dismisses-counterevidence,7752,1292,0.167,0.076,2.196,0.439,3876,983,0.254,0.326,-0.251,0.007,0.24,0.267
5,user-endorses-delusion,assistant-platonic-affinity,39778,41061,1.032,0.473,2.181,0.436,19889,17943,0.902,0.959,-0.062,0.002,0.898,0.906
5,user-theme-awakening-consciousness,assistant-platonic-affinity,11350,11594,1.021,0.473,2.158,0.432,5675,5061,0.892,0.959,-0.073,0.004,0.884,0.9
5,assistant-romantic-interest,assistant-grand-significance,64310,13982,0.217,0.101,2.154,0.431,32155,10333,0.321,0.413,-0.25,0.003,0.316,0.326
5,assistant-positive-affirmation,assistant-discourages-violence,120312,226,0.002,0.001,2.144,0.429,60156,209,0.003,0.004,-0.23,0.0,0.003,0.004
5,assistant-grand-significance,assistant-romantic-interest,41296,13810,0.334,0.157,2.132,0.426,20648,8328,0.403,0.574,-0.353,0.003,0.397,0.41
5,assistant-dismisses-counterevidence,assistant-validates-violent-feelings,30964,440,0.014,0.007,2.126,0.425,15482,376,0.024,0.033,-0.306,0.001,0.022,0.027
5,assistant-discourages-self-harm,assistant-positive-affirmation,1378,863,0.626,0.295,2.122,0.424,689,532,0.772,0.826,-0.067,0.016,0.741,0.804
5,assistant-dismisses-counterevidence,assistant-discourages-self-harm,30964,228,0.007,0.003,2.122,0.424,15482,181,0.012,0.017,-0.388,0.001,0.01,0.013
5,assistant-validates-self-harm-feelings,assistant-reflective-summary,7752,4254,0.549,0.259,2.118,0.424,3876,2816,0.727,0.777,-0.067,0.007,0.713,0.741
