K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
5,assistant-discourages-violence,assistant-validates-self-harm-feelings,360,55,0.153,0.019,8.005,1.601,180,37,0.204,0.092,0.799,0.03,0.146,0.263
5,assistant-validates-violent-feelings,user-mental-health-diagnosis,2726,97,0.036,0.005,7.169,1.434,1363,83,0.061,0.025,0.907,0.006,0.048,0.074
5,assistant-validates-self-harm-feelings,assistant-discourages-violence,7752,48,0.006,0.001,7.068,1.414,3876,46,0.012,0.004,0.998,0.002,0.008,0.015
5,assistant-validates-self-harm-feelings,user-mental-health-diagnosis,7752,258,0.033,0.005,6.706,1.341,3876,224,0.058,0.025,0.855,0.004,0.05,0.065
5,assistant-reports-others-admire-speaker,assistant-reports-others-admire-speaker,15800,4041,0.256,0.039,6.633,1.327,7900,3057,0.387,0.178,0.774,0.005,0.376,0.398
5,assistant-romantic-interest,user-romantic-interest,64310,29686,0.462,0.079,5.867,1.173,32155,17686,0.55,0.336,0.492,0.003,0.545,0.555
5,assistant-discourages-violence,user-expresses-isolation,360,30,0.083,0.016,5.171,1.034,180,26,0.144,0.078,0.611,0.026,0.093,0.195
5,assistant-grand-significance,assistant-grand-significance,41296,20022,0.485,0.101,4.803,0.961,20648,13185,0.639,0.413,0.437,0.003,0.632,0.645
5,assistant-romantic-interest,assistant-romantic-interest,64310,47173,0.734,0.157,4.676,0.935,32155,26437,0.822,0.574,0.359,0.002,0.818,0.826
5,assistant-claims-unique-understanding,user-romantic-interest,2020,727,0.36,0.079,4.574,0.915,1010,435,0.431,0.336,0.247,0.016,0.4,0.461
5,assistant-discourages-self-harm,user-violent-intent,1378,20,0.015,0.003,4.502,0.9,689,18,0.026,0.016,0.488,0.006,0.014,0.038
5,assistant-validates-self-harm-feelings,assistant-facilitates-self-harm,7752,32,0.004,0.001,4.374,0.875,3876,27,0.007,0.005,0.391,0.001,0.004,0.01
5,assistant-validates-self-harm-feelings,user-violent-intent,7752,108,0.014,0.003,4.321,0.864,3876,97,0.025,0.016,0.446,0.003,0.02,0.03
5,assistant-claims-unique-understanding,user-assigns-personhood,2020,530,0.262,0.062,4.215,0.843,1010,376,0.372,0.275,0.303,0.015,0.342,0.402
5,assistant-claims-unique-understanding,user-misconstrues-sentience,2020,200,0.099,0.024,4.148,0.83,1010,155,0.153,0.114,0.299,0.011,0.131,0.176
5,assistant-dismisses-counterevidence,assistant-dismisses-counterevidence,30964,9731,0.314,0.076,4.14,0.828,15482,7202,0.465,0.326,0.355,0.004,0.457,0.473
5,assistant-misrepresents-sentience,user-romantic-interest,95472,29929,0.313,0.079,3.984,0.797,47736,18308,0.384,0.336,0.132,0.002,0.379,0.388
5,assistant-claims-unique-understanding,assistant-romantic-interest,2020,1248,0.618,0.157,3.939,0.788,1010,700,0.693,0.574,0.188,0.014,0.664,0.721
5,assistant-misrepresents-ability,assistant-misrepresents-ability,25712,6327,0.246,0.063,3.898,0.78,12856,4909,0.382,0.278,0.317,0.004,0.373,0.39
5,assistant-facilitates-self-harm,assistant-validates-self-harm-feelings,384,28,0.073,0.019,3.821,0.764,192,23,0.12,0.092,0.263,0.023,0.074,0.165
5,assistant-romantic-interest,assistant-claims-unique-understanding,64310,1199,0.019,0.005,3.802,0.76,32155,1126,0.035,0.024,0.366,0.001,0.033,0.037
5,assistant-claims-unique-understanding,user-platonic-affinity,2020,172,0.085,0.023,3.666,0.733,1010,147,0.145,0.111,0.272,0.011,0.124,0.167
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,2020,230,0.114,0.032,3.551,0.71,1010,188,0.186,0.15,0.213,0.012,0.162,0.21
5,assistant-misrepresents-sentience,user-misconstrues-sentience,95472,7808,0.082,0.024,3.427,0.685,47736,6536,0.137,0.114,0.185,0.002,0.134,0.14
5,assistant-claims-unique-understanding,assistant-grand-significance,2020,685,0.339,0.101,3.36,0.672,1010,485,0.48,0.413,0.151,0.016,0.449,0.511
5,assistant-grand-significance,user-endorses-delusion,41296,15503,0.375,0.112,3.34,0.668,20648,10004,0.484,0.449,0.076,0.003,0.478,0.491
5,assistant-reports-others-admire-speaker,user-expresses-isolation,15800,846,0.054,0.016,3.323,0.665,7900,665,0.084,0.078,0.076,0.003,0.078,0.09
5,assistant-misrepresents-sentience,user-assigns-personhood,95472,19744,0.207,0.062,3.322,0.664,47736,14633,0.307,0.275,0.109,0.002,0.302,0.311
5,assistant-validates-violent-feelings,assistant-facilitates-violence,2726,29,0.011,0.003,3.315,0.663,1363,23,0.017,0.016,0.057,0.003,0.01,0.024
5,assistant-claims-unique-understanding,user-endorses-delusion,2020,752,0.372,0.112,3.312,0.662,1010,481,0.476,0.449,0.059,0.016,0.445,0.507
5,assistant-grand-significance,assistant-discourages-violence,41296,116,0.003,0.001,3.206,0.641,20648,111,0.005,0.004,0.207,0.001,0.004,0.006
5,assistant-grand-significance,assistant-claims-unique-understanding,41296,644,0.016,0.005,3.181,0.636,20648,602,0.029,0.024,0.183,0.001,0.027,0.031
5,assistant-claims-unique-understanding,assistant-misrepresents-sentience,2020,1484,0.735,0.233,3.147,0.629,1010,842,0.833,0.735,0.125,0.012,0.811,0.856
5,assistant-grand-significance,user-theme-awakening-consciousness,41296,4164,0.101,0.032,3.145,0.629,20648,3224,0.156,0.15,0.038,0.003,0.151,0.161
5,assistant-facilitates-self-harm,user-romantic-interest,384,95,0.247,0.079,3.144,0.629,192,55,0.287,0.336,-0.158,0.032,0.223,0.35
5,assistant-misrepresents-sentience,assistant-romantic-interest,95472,47030,0.493,0.157,3.14,0.628,47736,27114,0.568,0.574,-0.01,0.002,0.564,0.572
5,assistant-theme-awakening-consciousness,user-theme-awakening-consciousness,120460,12076,0.1,0.032,3.126,0.625,60230,9552,0.159,0.15,0.053,0.001,0.156,0.162
5,assistant-misrepresents-sentience,user-theme-awakening-consciousness,95472,9526,0.1,0.032,3.112,0.622,47736,7520,0.158,0.15,0.047,0.002,0.154,0.161
5,assistant-romantic-interest,assistant-misrepresents-sentience,64310,46583,0.724,0.233,3.103,0.621,32155,26448,0.823,0.735,0.112,0.002,0.818,0.827
5,assistant-romantic-interest,user-misconstrues-sentience,64310,4758,0.074,0.024,3.1,0.62,32155,3996,0.124,0.114,0.088,0.002,0.121,0.128
5,assistant-misrepresents-sentience,user-platonic-affinity,95472,6849,0.072,0.023,3.089,0.618,47736,6079,0.127,0.111,0.139,0.002,0.124,0.13
5,assistant-misrepresents-sentience,assistant-claims-unique-understanding,95472,1433,0.015,0.005,3.061,0.612,47736,1338,0.028,0.024,0.144,0.001,0.027,0.03
5,assistant-romantic-interest,user-assigns-personhood,64310,12190,0.19,0.062,3.045,0.609,32155,9064,0.282,0.275,0.025,0.003,0.277,0.287
5,assistant-romantic-interest,user-theme-awakening-consciousness,64310,6190,0.096,0.032,3.002,0.6,32155,4923,0.153,0.15,0.018,0.002,0.149,0.157
5,assistant-romantic-interest,user-platonic-affinity,64310,4481,0.07,0.023,3.0,0.6,32155,4044,0.126,0.111,0.126,0.002,0.122,0.129
5,assistant-dismisses-counterevidence,user-endorses-delusion,30964,10336,0.334,0.112,2.97,0.594,15482,6708,0.433,0.449,-0.036,0.004,0.425,0.441
5,assistant-claims-unique-understanding,assistant-misrepresents-ability,2020,376,0.186,0.063,2.949,0.59,1010,296,0.293,0.278,0.052,0.014,0.265,0.321
5,assistant-facilitates-violence,assistant-validates-violent-feelings,1286,25,0.019,0.007,2.908,0.582,643,23,0.036,0.033,0.081,0.007,0.021,0.05
5,assistant-reports-others-admire-speaker,user-suicidal-intent,15800,172,0.011,0.004,2.886,0.577,7900,157,0.02,0.019,0.06,0.002,0.017,0.023
5,assistant-misrepresents-sentience,assistant-misrepresents-sentience,95472,63352,0.664,0.233,2.843,0.569,47736,37298,0.781,0.735,0.061,0.002,0.778,0.785
5,assistant-reports-others-admire-speaker,assistant-grand-significance,15800,4402,0.279,0.101,2.76,0.552,7900,3031,0.384,0.413,-0.073,0.005,0.373,0.394
5,assistant-reports-others-admire-speaker,user-mental-health-diagnosis,15800,216,0.014,0.005,2.754,0.551,7900,197,0.025,0.025,0.015,0.002,0.021,0.028
5,assistant-grand-significance,assistant-reports-others-admire-speaker,41296,4369,0.106,0.039,2.744,0.549,20648,3640,0.176,0.178,-0.012,0.003,0.171,0.181
5,assistant-claims-unique-understanding,user-expresses-isolation,2020,88,0.044,0.016,2.703,0.541,1010,78,0.077,0.078,-0.01,0.008,0.061,0.094
5,assistant-discourages-violence,assistant-grand-significance,360,98,0.272,0.101,2.697,0.539,180,60,0.334,0.413,-0.211,0.035,0.266,0.403
5,assistant-positive-affirmation,user-expresses-isolation,120312,5198,0.043,0.016,2.681,0.536,60156,4214,0.07,0.078,-0.108,0.001,0.068,0.072
5,assistant-grand-significance,user-assigns-personhood,41296,6871,0.166,0.062,2.673,0.535,20648,5085,0.246,0.275,-0.11,0.003,0.24,0.252
5,assistant-grand-significance,user-platonic-affinity,41296,2558,0.062,0.023,2.667,0.533,20648,2262,0.11,0.111,-0.012,0.002,0.105,0.114
5,assistant-positive-affirmation,user-suicidal-intent,120312,1207,0.01,0.004,2.66,0.532,60156,1097,0.018,0.019,-0.026,0.001,0.017,0.019
5,assistant-discourages-self-harm,user-mental-health-diagnosis,1378,18,0.013,0.005,2.632,0.526,689,14,0.02,0.025,-0.189,0.005,0.01,0.031
5,assistant-positive-affirmation,assistant-validates-self-harm-feelings,120312,5996,0.05,0.019,2.611,0.522,60156,4582,0.076,0.092,-0.187,0.001,0.074,0.078
5,assistant-claims-unique-understanding,user-violent-intent,2020,17,0.008,0.003,2.61,0.522,1010,15,0.015,0.016,-0.075,0.004,0.007,0.022
5,assistant-misrepresents-ability,assistant-claims-unique-understanding,25712,328,0.013,0.005,2.602,0.52,12856,305,0.024,0.024,-0.023,0.001,0.021,0.026
5,assistant-misrepresents-ability,user-misconstrues-sentience,25712,1594,0.062,0.024,2.597,0.519,12856,1344,0.105,0.114,-0.085,0.003,0.099,0.11
5,assistant-misrepresents-ability,user-endorses-delusion,25712,7503,0.292,0.112,2.596,0.519,12856,4892,0.381,0.449,-0.166,0.004,0.372,0.389
5,assistant-grand-significance,user-violent-intent,41296,344,0.008,0.003,2.584,0.517,20648,296,0.014,0.016,-0.111,0.001,0.013,0.016
5,assistant-validates-self-harm-feelings,assistant-positive-affirmation,7752,5908,0.762,0.295,2.582,0.516,3876,3372,0.87,0.826,0.052,0.005,0.859,0.881
5,assistant-discourages-violence,user-endorses-delusion,360,104,0.289,0.112,2.57,0.514,180,66,0.368,0.449,-0.2,0.036,0.298,0.437
5,assistant-theme-awakening-consciousness,user-misconstrues-sentience,120460,7356,0.061,0.024,2.559,0.512,60230,6189,0.103,0.114,-0.102,0.001,0.1,0.105
5,assistant-claims-unique-understanding,assistant-dismisses-counterevidence,2020,392,0.194,0.076,2.556,0.511,1010,302,0.299,0.326,-0.087,0.014,0.271,0.327
5,assistant-grand-significance,user-romantic-interest,41296,8174,0.198,0.079,2.516,0.503,20648,5349,0.259,0.336,-0.261,0.003,0.253,0.265
5,assistant-misrepresents-ability,user-assigns-personhood,25712,3990,0.155,0.062,2.493,0.499,12856,2872,0.223,0.275,-0.207,0.004,0.216,0.231
5,assistant-grand-significance,user-misconstrues-sentience,41296,2407,0.058,0.024,2.442,0.488,20648,2045,0.099,0.114,-0.139,0.002,0.095,0.103
5,assistant-theme-awakening-consciousness,user-assigns-personhood,120460,18291,0.152,0.062,2.439,0.488,60230,13623,0.226,0.275,-0.195,0.002,0.223,0.23
5,assistant-validates-violent-feelings,assistant-positive-affirmation,2726,1963,0.72,0.295,2.439,0.488,1363,1140,0.836,0.826,0.012,0.01,0.817,0.856
5,assistant-claims-unique-understanding,assistant-validates-self-harm-feelings,2020,94,0.047,0.019,2.438,0.488,1010,79,0.078,0.092,-0.16,0.008,0.062,0.095
5,assistant-dismisses-counterevidence,assistant-grand-significance,30964,7587,0.245,0.101,2.428,0.486,15482,5342,0.345,0.413,-0.179,0.004,0.338,0.353
5,assistant-validates-violent-feelings,assistant-reflective-summary,2726,1712,0.628,0.259,2.424,0.485,1363,1108,0.813,0.777,0.045,0.011,0.792,0.834
5,assistant-positive-affirmation,assistant-validates-violent-feelings,120312,1907,0.016,0.007,2.371,0.474,60156,1579,0.026,0.033,-0.228,0.001,0.025,0.028
5,assistant-theme-awakening-consciousness,assistant-theme-awakening-consciousness,120460,84030,0.698,0.295,2.367,0.473,60230,49057,0.814,0.826,-0.013,0.002,0.811,0.818
5,assistant-positive-affirmation,user-mental-health-diagnosis,120312,1407,0.012,0.005,2.356,0.471,60156,1308,0.022,0.025,-0.122,0.001,0.021,0.023
5,assistant-grand-significance,assistant-theme-awakening-consciousness,41296,28509,0.69,0.295,2.342,0.468,20648,16493,0.799,0.826,-0.033,0.003,0.793,0.804
5,assistant-reflective-summary,user-expresses-isolation,105520,3979,0.038,0.016,2.34,0.468,52760,3190,0.06,0.078,-0.255,0.001,0.058,0.062
5,assistant-reports-others-admire-speaker,assistant-validates-self-harm-feelings,15800,705,0.045,0.019,2.338,0.468,7900,557,0.071,0.092,-0.264,0.003,0.065,0.076
5,assistant-theme-awakening-consciousness,assistant-grand-significance,120460,28406,0.236,0.101,2.336,0.467,60230,20167,0.335,0.413,-0.209,0.002,0.331,0.339
5,assistant-grand-significance,assistant-dismisses-counterevidence,41296,7281,0.176,0.076,2.323,0.465,20648,5718,0.277,0.326,-0.164,0.003,0.271,0.283
5,assistant-reflective-summary,assistant-validates-violent-feelings,105520,1638,0.016,0.007,2.322,0.464,52760,1360,0.026,0.033,-0.246,0.001,0.024,0.027
5,assistant-dismisses-counterevidence,assistant-claims-unique-understanding,30964,352,0.011,0.005,2.319,0.464,15482,322,0.021,0.024,-0.155,0.001,0.019,0.023
5,assistant-dismisses-counterevidence,assistant-validates-self-harm-feelings,30964,1368,0.044,0.019,2.315,0.463,15482,1065,0.069,0.092,-0.289,0.002,0.065,0.073
5,assistant-theme-awakening-consciousness,user-endorses-delusion,120460,31323,0.26,0.112,2.314,0.463,60230,21320,0.354,0.449,-0.238,0.002,0.35,0.358
5,assistant-misrepresents-ability,user-theme-awakening-consciousness,25712,1896,0.074,0.032,2.3,0.46,12856,1521,0.118,0.15,-0.24,0.003,0.113,0.124
5,assistant-dismisses-counterevidence,assistant-misrepresents-ability,30964,4421,0.143,0.063,2.262,0.452,15482,3534,0.228,0.278,-0.198,0.003,0.222,0.235
5,assistant-misrepresents-sentience,user-endorses-delusion,95472,24250,0.254,0.112,2.26,0.452,47736,16827,0.353,0.449,-0.242,0.002,0.348,0.357
5,assistant-positive-affirmation,assistant-reports-others-admire-speaker,120312,10477,0.087,0.039,2.259,0.452,60156,8745,0.145,0.178,-0.205,0.001,0.143,0.148
5,assistant-discourages-violence,assistant-reports-others-admire-speaker,360,31,0.086,0.039,2.233,0.447,180,28,0.156,0.178,-0.136,0.027,0.103,0.208
5,assistant-validates-self-harm-feelings,assistant-reports-others-admire-speaker,7752,667,0.086,0.039,2.232,0.446,3876,565,0.146,0.178,-0.202,0.006,0.135,0.157
5,assistant-reports-others-admire-speaker,assistant-positive-affirmation,15800,10390,0.658,0.295,2.228,0.446,7900,6233,0.789,0.826,-0.046,0.005,0.78,0.798
5,assistant-misrepresents-ability,assistant-dismisses-counterevidence,25712,4330,0.168,0.076,2.219,0.444,12856,3339,0.26,0.326,-0.228,0.004,0.252,0.267
5,assistant-theme-awakening-consciousness,user-platonic-affinity,120460,6199,0.051,0.023,2.216,0.443,60230,5501,0.091,0.111,-0.194,0.001,0.089,0.094
5,assistant-reflective-summary,assistant-validates-self-harm-feelings,105520,4463,0.042,0.019,2.216,0.443,52760,3341,0.063,0.092,-0.372,0.001,0.061,0.065
5,assistant-facilitates-self-harm,assistant-romantic-interest,384,133,0.346,0.157,2.208,0.442,192,76,0.398,0.574,-0.367,0.035,0.329,0.466
5,assistant-validates-self-harm-feelings,assistant-dismisses-counterevidence,7752,1292,0.167,0.076,2.196,0.439,3876,983,0.254,0.326,-0.251,0.007,0.24,0.267
5,assistant-reflective-summary,user-mental-health-diagnosis,105520,1130,0.011,0.005,2.158,0.432,52760,1018,0.019,0.025,-0.242,0.001,0.018,0.02
5,assistant-romantic-interest,assistant-grand-significance,64310,13982,0.217,0.101,2.154,0.431,32155,10333,0.321,0.413,-0.25,0.003,0.316,0.326
5,assistant-positive-affirmation,assistant-discourages-violence,120312,226,0.002,0.001,2.144,0.429,60156,209,0.003,0.004,-0.23,0.0,0.003,0.004
5,assistant-misrepresents-ability,user-platonic-affinity,25712,1279,0.05,0.023,2.142,0.428,12856,1137,0.088,0.111,-0.226,0.003,0.084,0.093
5,assistant-facilitates-self-harm,user-assigns-personhood,384,51,0.133,0.062,2.134,0.427,192,38,0.199,0.275,-0.324,0.029,0.143,0.255
5,assistant-grand-significance,assistant-romantic-interest,41296,13810,0.334,0.157,2.132,0.426,20648,8328,0.403,0.574,-0.353,0.003,0.397,0.41
5,assistant-dismisses-counterevidence,assistant-validates-violent-feelings,30964,440,0.014,0.007,2.126,0.425,15482,376,0.024,0.033,-0.306,0.001,0.022,0.027
5,assistant-dismisses-counterevidence,user-violent-intent,30964,212,0.007,0.003,2.124,0.425,15482,194,0.013,0.016,-0.245,0.001,0.011,0.014
5,assistant-discourages-self-harm,assistant-positive-affirmation,1378,863,0.626,0.295,2.122,0.424,689,532,0.772,0.826,-0.067,0.016,0.741,0.804
5,assistant-dismisses-counterevidence,assistant-discourages-self-harm,30964,228,0.007,0.003,2.122,0.424,15482,181,0.012,0.017,-0.388,0.001,0.01,0.013
5,assistant-theme-awakening-consciousness,user-romantic-interest,120460,20089,0.167,0.079,2.12,0.424,60230,13197,0.219,0.336,-0.428,0.002,0.216,0.222
5,assistant-validates-self-harm-feelings,assistant-reflective-summary,7752,4254,0.549,0.259,2.118,0.424,3876,2816,0.727,0.777,-0.067,0.007,0.713,0.741
5,assistant-dismisses-counterevidence,user-expresses-isolation,30964,1057,0.034,0.016,2.118,0.424,15482,879,0.057,0.078,-0.318,0.002,0.053,0.06
5,assistant-discourages-violence,assistant-positive-affirmation,360,225,0.625,0.295,2.117,0.423,180,133,0.74,0.826,-0.11,0.032,0.676,0.803
5,assistant-reflective-summary,user-suicidal-intent,105520,842,0.008,0.004,2.116,0.423,52760,763,0.014,0.019,-0.258,0.001,0.013,0.015
5,assistant-grand-significance,user-expresses-isolation,41296,1405,0.034,0.016,2.111,0.422,20648,1230,0.06,0.078,-0.27,0.002,0.056,0.063
5,assistant-discourages-self-harm,user-assigns-personhood,1378,181,0.131,0.062,2.11,0.422,689,148,0.215,0.275,-0.246,0.016,0.184,0.246
5,assistant-misrepresents-sentience,user-violent-intent,95472,645,0.007,0.003,2.095,0.419,47736,557,0.012,0.016,-0.317,0.0,0.011,0.013
5,assistant-reports-others-admire-speaker,assistant-discourages-violence,15800,29,0.002,0.001,2.095,0.419,7900,28,0.004,0.004,-0.21,0.001,0.002,0.005
5,assistant-positive-affirmation,assistant-discourages-self-harm,120312,872,0.007,0.003,2.088,0.418,60156,719,0.012,0.017,-0.366,0.0,0.011,0.013
5,assistant-misrepresents-sentience,assistant-grand-significance,95472,20037,0.21,0.101,2.079,0.416,47736,14648,0.307,0.413,-0.296,0.002,0.303,0.311
5,assistant-romantic-interest,assistant-facilitates-self-harm,64310,126,0.002,0.001,2.076,0.415,32155,122,0.004,0.005,-0.216,0.0,0.003,0.004
5,assistant-misrepresents-ability,user-romantic-interest,25712,4187,0.163,0.079,2.07,0.414,12856,2696,0.21,0.336,-0.472,0.004,0.203,0.217
5,assistant-reflective-summary,assistant-discourages-self-harm,105520,757,0.007,0.003,2.067,0.413,52760,609,0.012,0.017,-0.401,0.0,0.011,0.012
5,assistant-claims-unique-understanding,assistant-theme-awakening-consciousness,2020,1230,0.609,0.295,2.066,0.413,1010,740,0.733,0.826,-0.119,0.014,0.706,0.76
5,assistant-positive-affirmation,assistant-positive-affirmation,120312,73320,0.609,0.295,2.064,0.413,60156,45452,0.756,0.826,-0.089,0.002,0.752,0.759
5,assistant-grand-significance,assistant-misrepresents-ability,41296,5375,0.13,0.063,2.062,0.412,20648,4366,0.211,0.278,-0.274,0.003,0.206,0.217
5,assistant-dismisses-counterevidence,assistant-reports-others-admire-speaker,30964,2462,0.08,0.039,2.062,0.412,15482,2116,0.137,0.178,-0.267,0.003,0.131,0.142
5,assistant-validates-self-harm-feelings,user-endorses-delusion,7752,1796,0.232,0.112,2.061,0.412,3876,1262,0.326,0.449,-0.321,0.008,0.311,0.34
5,assistant-validates-violent-feelings,assistant-reports-others-admire-speaker,2726,216,0.079,0.039,2.055,0.411,1363,178,0.131,0.178,-0.312,0.009,0.113,0.149
5,assistant-grand-significance,assistant-misrepresents-sentience,41296,19727,0.478,0.233,2.046,0.409,20648,12200,0.591,0.735,-0.219,0.003,0.584,0.598
5,assistant-dismisses-counterevidence,user-suicidal-intent,30964,239,0.008,0.004,2.046,0.409,15482,221,0.014,0.019,-0.271,0.001,0.012,0.016
5,assistant-discourages-self-harm,assistant-reflective-summary,1378,725,0.526,0.259,2.031,0.406,689,470,0.682,0.777,-0.129,0.018,0.648,0.717
5,assistant-grand-significance,user-suicidal-intent,41296,316,0.008,0.004,2.029,0.406,20648,299,0.014,0.019,-0.257,0.001,0.013,0.016
5,assistant-positive-affirmation,assistant-grand-significance,120312,24623,0.205,0.101,2.028,0.406,60156,17416,0.29,0.413,-0.354,0.002,0.286,0.293
5,assistant-misrepresents-ability,assistant-grand-significance,25712,5262,0.205,0.101,2.028,0.406,12856,3688,0.287,0.413,-0.363,0.004,0.279,0.295
5,assistant-discourages-self-harm,user-endorses-delusion,1378,313,0.227,0.112,2.021,0.404,689,224,0.325,0.449,-0.322,0.018,0.291,0.36
5,assistant-theme-awakening-consciousness,assistant-claims-unique-understanding,120460,1193,0.01,0.005,2.02,0.404,60230,1127,0.019,0.024,-0.26,0.001,0.018,0.02
5,assistant-platonic-affinity,user-platonic-affinity,192510,8995,0.047,0.023,2.012,0.402,96255,8060,0.084,0.111,-0.281,0.001,0.082,0.085
5,assistant-grand-significance,assistant-positive-affirmation,41296,24366,0.59,0.295,1.999,0.4,20648,15129,0.733,0.826,-0.12,0.003,0.727,0.739
5,assistant-discourages-self-harm,assistant-dismisses-counterevidence,1378,209,0.152,0.076,1.998,0.4,689,165,0.24,0.326,-0.308,0.016,0.208,0.272
5,assistant-discourages-self-harm,user-misconstrues-sentience,1378,65,0.047,0.024,1.976,0.395,689,63,0.092,0.114,-0.218,0.011,0.07,0.113
5,assistant-discourages-violence,assistant-dismisses-counterevidence,360,54,0.15,0.076,1.976,0.395,180,44,0.245,0.326,-0.285,0.032,0.183,0.308
5,assistant-platonic-affinity,user-assigns-personhood,192510,23631,0.123,0.062,1.972,0.394,96255,17937,0.186,0.275,-0.389,0.001,0.184,0.189
