K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
5,user-assigns-personhood,assistant-grand-significance,22046,7671,0.348,0.101,3.447,0.689,11023,4510,0.409,0.413,-0.008,0.005,0.4,0.418
5,user-romantic-interest,assistant-facilitates-self-harm,27848,90,0.003,0.001,3.424,0.685,13924,89,0.006,0.005,0.305,0.001,0.005,0.008
5,user-theme-awakening-consciousness,user-assigns-personhood,11350,2416,0.213,0.062,3.42,0.684,5675,1948,0.343,0.275,0.222,0.006,0.331,0.356
5,user-platonic-affinity,assistant-grand-significance,8218,2829,0.344,0.101,3.41,0.682,4109,1632,0.397,0.413,-0.038,0.008,0.382,0.412
5,user-assigns-personhood,user-theme-awakening-consciousness,22046,2398,0.109,0.032,3.392,0.678,11023,2073,0.188,0.15,0.224,0.004,0.181,0.195
5,user-misconstrues-sentience,assistant-grand-significance,8448,2881,0.341,0.101,3.379,0.676,4224,1703,0.403,0.413,-0.023,0.008,0.388,0.418
5,user-misconstrues-sentience,user-platonic-affinity,8448,663,0.078,0.023,3.379,0.676,4224,600,0.142,0.111,0.248,0.005,0.132,0.153
5,user-suicidal-intent,assistant-positive-affirmation,1332,1324,0.994,0.295,3.367,0.673,666,576,0.865,0.826,0.046,0.013,0.839,0.891
5,user-expresses-isolation,assistant-positive-affirmation,5704,5652,0.991,0.295,3.357,0.671,2852,2498,0.876,0.826,0.058,0.006,0.864,0.888
5,user-misconstrues-sentience,assistant-theme-awakening-consciousness,8448,8279,0.98,0.295,3.325,0.665,4224,3595,0.851,0.826,0.03,0.005,0.84,0.862
5,user-platonic-affinity,user-misconstrues-sentience,8218,649,0.079,0.024,3.309,0.662,4109,576,0.14,0.114,0.209,0.005,0.13,0.151
5,user-assigns-personhood,assistant-misrepresents-ability,22046,4604,0.209,0.063,3.308,0.662,11023,3386,0.307,0.278,0.099,0.004,0.299,0.316
5,user-assigns-personhood,user-platonic-affinity,22046,1693,0.077,0.023,3.307,0.661,11023,1565,0.142,0.111,0.247,0.003,0.135,0.148
5,user-platonic-affinity,user-assigns-personhood,8218,1689,0.206,0.062,3.302,0.66,4109,1362,0.331,0.275,0.187,0.007,0.317,0.346
5,user-endorses-delusion,assistant-discourages-violence,39778,114,0.003,0.001,3.271,0.654,19889,101,0.005,0.004,0.15,0.001,0.004,0.006
5,user-platonic-affinity,user-theme-awakening-consciousness,8218,837,0.102,0.032,3.176,0.635,4109,718,0.175,0.15,0.15,0.006,0.163,0.186
5,user-misconstrues-sentience,assistant-discourages-self-harm,8448,92,0.011,0.003,3.138,0.628,4224,66,0.016,0.017,-0.098,0.002,0.012,0.019
5,user-endorses-delusion,user-endorses-delusion,39778,13974,0.351,0.112,3.126,0.625,19889,10323,0.519,0.449,0.145,0.004,0.512,0.526
5,user-violent-intent,assistant-grand-significance,1140,358,0.314,0.101,3.111,0.622,570,206,0.362,0.413,-0.132,0.02,0.322,0.401
5,user-expresses-isolation,assistant-reflective-summary,5704,4482,0.786,0.259,3.033,0.607,2852,2339,0.82,0.777,0.054,0.007,0.806,0.834
5,user-theme-awakening-consciousness,assistant-misrepresents-ability,11350,2161,0.19,0.063,3.016,0.603,5675,1591,0.28,0.278,0.008,0.006,0.269,0.292
5,user-assigns-personhood,assistant-theme-awakening-consciousness,22046,19557,0.887,0.295,3.009,0.602,11023,8751,0.794,0.826,-0.039,0.004,0.786,0.801
5,user-romantic-interest,assistant-grand-significance,27848,8208,0.295,0.101,2.92,0.584,13924,5214,0.374,0.413,-0.097,0.004,0.366,0.383
5,user-mental-health-diagnosis,assistant-reflective-summary,1752,1321,0.754,0.259,2.91,0.582,876,689,0.787,0.777,0.012,0.014,0.759,0.814
5,user-mental-health-diagnosis,assistant-positive-affirmation,1752,1500,0.856,0.295,2.9,0.58,876,690,0.788,0.826,-0.048,0.014,0.761,0.815
5,user-endorses-delusion,assistant-theme-awakening-consciousness,39778,33953,0.854,0.295,2.896,0.579,19889,15407,0.775,0.826,-0.064,0.003,0.769,0.78
5,user-expresses-isolation,user-violent-intent,5704,53,0.009,0.003,2.882,0.576,2852,46,0.016,0.016,0.007,0.002,0.012,0.021
5,user-violent-intent,user-expresses-isolation,1140,52,0.046,0.016,2.831,0.566,570,46,0.081,0.078,0.034,0.011,0.058,0.103
5,user-suicidal-intent,assistant-reports-others-admire-speaker,1332,145,0.109,0.039,2.823,0.565,666,111,0.167,0.178,-0.068,0.014,0.138,0.195
5,user-assigns-personhood,assistant-discourages-self-harm,22046,211,0.01,0.003,2.758,0.552,11023,159,0.014,0.017,-0.178,0.001,0.012,0.017
5,user-expresses-isolation,assistant-dismisses-counterevidence,5704,1188,0.208,0.076,2.744,0.549,2852,860,0.302,0.326,-0.078,0.009,0.285,0.318
5,user-platonic-affinity,assistant-misrepresents-ability,8218,1420,0.173,0.063,2.737,0.547,4109,1047,0.255,0.278,-0.088,0.007,0.241,0.268
5,user-expresses-isolation,assistant-grand-significance,5704,1570,0.275,0.101,2.727,0.545,2852,930,0.326,0.413,-0.235,0.009,0.309,0.343
5,user-endorses-delusion,assistant-misrepresents-sentience,39778,25009,0.629,0.233,2.693,0.539,19889,12286,0.618,0.735,-0.174,0.003,0.611,0.624
5,user-suicidal-intent,assistant-reflective-summary,1332,928,0.697,0.259,2.689,0.538,666,494,0.742,0.777,-0.046,0.017,0.709,0.775
5,user-theme-awakening-consciousness,user-endorses-delusion,11350,3364,0.296,0.112,2.637,0.527,5675,2500,0.441,0.449,-0.019,0.007,0.428,0.453
5,user-platonic-affinity,assistant-theme-awakening-consciousness,8218,6361,0.774,0.295,2.626,0.525,4109,2954,0.719,0.826,-0.138,0.007,0.705,0.733
5,user-misconstrues-sentience,user-endorses-delusion,8448,2423,0.287,0.112,2.552,0.51,4224,1874,0.444,0.449,-0.012,0.008,0.429,0.459
5,user-endorses-delusion,assistant-validates-self-harm-feelings,39778,1937,0.049,0.019,2.552,0.51,19889,1388,0.07,0.092,-0.275,0.002,0.066,0.073
5,user-endorses-delusion,user-theme-awakening-consciousness,39778,3237,0.081,0.032,2.538,0.508,19889,2761,0.139,0.15,-0.08,0.002,0.134,0.144
5,user-misconstrues-sentience,assistant-dismisses-counterevidence,8448,1622,0.192,0.076,2.529,0.506,4224,1223,0.29,0.326,-0.119,0.007,0.276,0.303
5,user-violent-intent,assistant-misrepresents-sentience,1140,672,0.589,0.233,2.525,0.505,570,331,0.581,0.735,-0.235,0.021,0.541,0.622
5,user-theme-awakening-consciousness,assistant-dismisses-counterevidence,11350,2145,0.189,0.076,2.49,0.498,5675,1539,0.271,0.326,-0.184,0.006,0.26,0.283
5,user-misconstrues-sentience,user-romantic-interest,8448,1644,0.195,0.079,2.473,0.495,4224,1250,0.296,0.336,-0.127,0.007,0.282,0.31
5,user-endorses-delusion,assistant-discourages-self-harm,39778,341,0.009,0.003,2.47,0.494,19889,268,0.013,0.017,-0.246,0.001,0.012,0.015
5,user-platonic-affinity,assistant-platonic-affinity,8218,9540,1.161,0.473,2.453,0.491,4109,3945,0.96,0.959,0.001,0.003,0.954,0.966
5,user-endorses-delusion,user-violent-intent,39778,314,0.008,0.003,2.448,0.49,19889,280,0.014,0.016,-0.129,0.001,0.012,0.016
5,user-platonic-affinity,user-romantic-interest,8218,1580,0.192,0.079,2.444,0.489,4109,1192,0.29,0.336,-0.147,0.007,0.276,0.304
5,user-assigns-personhood,assistant-dismisses-counterevidence,22046,4089,0.185,0.076,2.443,0.489,11023,3042,0.276,0.326,-0.167,0.004,0.268,0.284
5,user-assigns-personhood,user-romantic-interest,22046,4230,0.192,0.079,2.439,0.488,11023,3223,0.292,0.336,-0.14,0.004,0.284,0.301
5,user-romantic-interest,assistant-theme-awakening-consciousness,27848,20004,0.718,0.295,2.437,0.487,13924,9615,0.691,0.826,-0.179,0.004,0.683,0.698
5,user-violent-intent,assistant-reports-others-admire-speaker,1140,107,0.094,0.039,2.434,0.487,570,81,0.142,0.178,-0.227,0.015,0.114,0.171
5,user-suicidal-intent,assistant-grand-significance,1332,326,0.245,0.101,2.425,0.485,666,192,0.289,0.413,-0.357,0.018,0.254,0.323
5,user-romantic-interest,assistant-misrepresents-ability,27848,4245,0.152,0.063,2.415,0.483,13924,3365,0.242,0.278,-0.141,0.004,0.235,0.249
5,user-expresses-isolation,assistant-facilitates-self-harm,5704,13,0.002,0.001,2.415,0.483,2852,13,0.005,0.005,-0.033,0.001,0.002,0.007
5,user-romantic-interest,user-theme-awakening-consciousness,27848,2156,0.077,0.032,2.414,0.483,13924,1886,0.135,0.15,-0.105,0.003,0.13,0.141
5,user-suicidal-intent,assistant-dismisses-counterevidence,1332,243,0.182,0.076,2.403,0.481,666,183,0.275,0.326,-0.171,0.017,0.241,0.309
5,user-endorses-delusion,assistant-reports-others-admire-speaker,39778,3682,0.093,0.039,2.401,0.48,19889,2968,0.149,0.178,-0.179,0.003,0.144,0.154
5,user-romantic-interest,user-misconstrues-sentience,27848,1596,0.057,0.024,2.401,0.48,13924,1438,0.103,0.114,-0.097,0.003,0.098,0.108
5,user-violent-intent,user-endorses-delusion,1140,307,0.269,0.112,2.396,0.479,570,219,0.384,0.449,-0.155,0.02,0.345,0.424
5,user-endorses-delusion,assistant-facilitates-self-harm,39778,89,0.002,0.001,2.371,0.474,19889,86,0.004,0.005,-0.086,0.0,0.003,0.005
5,user-romantic-interest,user-assigns-personhood,27848,4102,0.147,0.062,2.366,0.473,13924,3433,0.247,0.275,-0.109,0.004,0.239,0.254
5,user-theme-awakening-consciousness,user-romantic-interest,11350,2108,0.186,0.079,2.361,0.472,5675,1646,0.29,0.336,-0.148,0.006,0.278,0.302
5,user-assigns-personhood,user-endorses-delusion,22046,5816,0.264,0.112,2.347,0.469,11023,4499,0.408,0.449,-0.095,0.005,0.399,0.417
5,user-platonic-affinity,assistant-positive-affirmation,8218,5690,0.692,0.295,2.345,0.469,4109,3119,0.759,0.826,-0.085,0.007,0.746,0.772
5,user-misconstrues-sentience,assistant-platonic-affinity,8448,9366,1.109,0.473,2.343,0.469,4224,3913,0.926,0.959,-0.035,0.004,0.919,0.934
5,user-endorses-delusion,assistant-positive-affirmation,39778,27455,0.69,0.295,2.338,0.468,19889,14204,0.714,0.826,-0.146,0.003,0.708,0.72
5,user-assigns-personhood,assistant-platonic-affinity,22046,24354,1.105,0.473,2.334,0.467,11023,10297,0.934,0.959,-0.027,0.002,0.93,0.939
5,user-endorses-delusion,user-misconstrues-sentience,39778,2199,0.055,0.024,2.316,0.463,19889,1965,0.099,0.114,-0.141,0.002,0.095,0.103
5,user-violent-intent,assistant-reflective-summary,1140,681,0.597,0.259,2.306,0.461,570,382,0.671,0.777,-0.147,0.02,0.632,0.709
5,user-endorses-delusion,assistant-reflective-summary,39778,23736,0.597,0.259,2.303,0.461,19889,14190,0.713,0.777,-0.085,0.003,0.707,0.72
5,user-romantic-interest,user-platonic-affinity,27848,1488,0.053,0.023,2.301,0.46,13924,1402,0.101,0.111,-0.096,0.003,0.096,0.106
5,user-assigns-personhood,assistant-discourages-violence,22046,44,0.002,0.001,2.278,0.456,11023,39,0.004,0.004,-0.212,0.001,0.002,0.005
5,user-endorses-delusion,user-assigns-personhood,39778,5614,0.141,0.062,2.267,0.453,19889,4615,0.232,0.275,-0.169,0.003,0.226,0.238
5,user-endorses-delusion,assistant-romantic-interest,39778,14003,0.352,0.157,2.244,0.449,19889,6818,0.343,0.574,-0.515,0.003,0.336,0.349
5,user-theme-awakening-consciousness,assistant-discourages-violence,11350,22,0.002,0.001,2.213,0.443,5675,21,0.004,0.004,-0.167,0.001,0.002,0.005
5,user-theme-awakening-consciousness,assistant-reflective-summary,11350,6505,0.573,0.259,2.212,0.442,5675,3941,0.694,0.777,-0.112,0.006,0.682,0.706
5,user-assigns-personhood,assistant-facilitates-self-harm,22046,46,0.002,0.001,2.211,0.442,11023,43,0.004,0.005,-0.188,0.001,0.003,0.005
5,user-violent-intent,assistant-romantic-interest,1140,394,0.346,0.157,2.203,0.441,570,193,0.339,0.574,-0.525,0.02,0.301,0.378
5,user-endorses-delusion,assistant-platonic-affinity,39778,41061,1.032,0.473,2.181,0.436,19889,17943,0.902,0.959,-0.062,0.002,0.898,0.906
5,user-theme-awakening-consciousness,assistant-platonic-affinity,11350,11594,1.021,0.473,2.158,0.432,5675,5061,0.892,0.959,-0.073,0.004,0.884,0.9
5,user-misconstrues-sentience,user-violent-intent,8448,57,0.007,0.003,2.093,0.419,4224,47,0.011,0.016,-0.364,0.002,0.008,0.014
5,user-misconstrues-sentience,assistant-reflective-summary,8448,4557,0.539,0.259,2.082,0.416,4224,2839,0.672,0.777,-0.145,0.007,0.658,0.686
5,user-violent-intent,assistant-theme-awakening-consciousness,1140,696,0.611,0.295,2.071,0.414,570,347,0.61,0.826,-0.303,0.02,0.57,0.649
5,user-platonic-affinity,assistant-reflective-summary,8218,4395,0.535,0.259,2.064,0.413,4109,2710,0.66,0.777,-0.163,0.007,0.645,0.674
5,user-platonic-affinity,user-endorses-delusion,8218,1905,0.232,0.112,2.063,0.413,4109,1496,0.364,0.449,-0.21,0.008,0.349,0.379
5,user-assigns-personhood,assistant-reflective-summary,22046,11713,0.531,0.259,2.051,0.41,11023,7344,0.666,0.777,-0.153,0.004,0.657,0.675
5,user-endorses-delusion,user-platonic-affinity,39778,1894,0.048,0.023,2.05,0.41,19889,1751,0.088,0.111,-0.23,0.002,0.084,0.092
5,user-theme-awakening-consciousness,user-violent-intent,11350,75,0.007,0.003,2.05,0.41,5675,65,0.011,0.016,-0.335,0.001,0.009,0.014
5,user-expresses-isolation,assistant-platonic-affinity,5704,5475,0.96,0.473,2.028,0.406,2852,2438,0.855,0.959,-0.115,0.007,0.842,0.868
5,user-assigns-personhood,user-violent-intent,22046,143,0.006,0.003,2.012,0.402,11023,122,0.011,0.016,-0.37,0.001,0.009,0.013
5,user-endorses-delusion,assistant-validates-violent-feelings,39778,531,0.013,0.007,1.997,0.399,19889,415,0.021,0.033,-0.458,0.001,0.019,0.023
5,user-assigns-personhood,assistant-positive-affirmation,22046,12933,0.587,0.295,1.987,0.397,11023,7283,0.661,0.826,-0.223,0.005,0.652,0.67
5,user-mental-health-diagnosis,assistant-dismisses-counterevidence,1752,264,0.151,0.076,1.985,0.397,876,196,0.224,0.326,-0.376,0.014,0.196,0.252
5,user-violent-intent,assistant-dismisses-counterevidence,1140,171,0.15,0.076,1.976,0.395,570,128,0.225,0.326,-0.372,0.017,0.191,0.259
5,user-expresses-isolation,assistant-misrepresents-sentience,5704,2628,0.461,0.233,1.974,0.395,2852,1326,0.465,0.735,-0.458,0.009,0.447,0.483
5,user-violent-intent,assistant-claims-unique-understanding,1140,11,0.01,0.005,1.968,0.394,570,11,0.019,0.024,-0.229,0.006,0.008,0.031
5,user-suicidal-intent,assistant-platonic-affinity,1332,1239,0.93,0.473,1.965,0.393,666,562,0.844,0.959,-0.128,0.014,0.817,0.872
5,user-violent-intent,user-theme-awakening-consciousness,1140,70,0.061,0.032,1.915,0.383,570,63,0.111,0.15,-0.307,0.013,0.085,0.136
5,user-misconstrues-sentience,assistant-validates-violent-feelings,8448,108,0.013,0.007,1.913,0.383,4224,89,0.021,0.033,-0.448,0.002,0.017,0.025
5,user-assigns-personhood,assistant-validates-self-harm-feelings,22046,797,0.036,0.019,1.894,0.379,11023,600,0.054,0.092,-0.523,0.002,0.05,0.059
5,user-violent-intent,assistant-positive-affirmation,1140,635,0.557,0.295,1.887,0.377,570,331,0.582,0.826,-0.351,0.021,0.541,0.622
5,user-expresses-isolation,assistant-theme-awakening-consciousness,5704,3156,0.553,0.295,1.877,0.375,2852,1617,0.567,0.826,-0.375,0.009,0.549,0.585
5,user-theme-awakening-consciousness,assistant-facilitates-self-harm,11350,20,0.002,0.001,1.867,0.373,5675,19,0.003,0.005,-0.341,0.001,0.002,0.005
5,user-violent-intent,assistant-platonic-affinity,1140,999,0.876,0.473,1.852,0.37,570,470,0.825,0.959,-0.151,0.016,0.794,0.856
5,user-assigns-personhood,assistant-validates-violent-feelings,22046,272,0.012,0.007,1.846,0.369,11023,226,0.021,0.033,-0.475,0.001,0.018,0.023
5,user-romantic-interest,assistant-facilitates-violence,27848,165,0.006,0.003,1.846,0.369,13924,145,0.01,0.016,-0.426,0.001,0.009,0.012
5,user-platonic-affinity,assistant-reports-others-admire-speaker,8218,584,0.071,0.039,1.843,0.369,4109,494,0.12,0.178,-0.395,0.005,0.11,0.13
5,user-violent-intent,user-assigns-personhood,1140,128,0.112,0.062,1.804,0.361,570,98,0.172,0.275,-0.467,0.016,0.141,0.203
5,user-theme-awakening-consciousness,assistant-positive-affirmation,11350,6035,0.532,0.295,1.801,0.36,5675,3499,0.617,0.826,-0.292,0.006,0.604,0.629
5,user-violent-intent,user-romantic-interest,1140,161,0.141,0.079,1.795,0.359,570,124,0.218,0.336,-0.433,0.017,0.184,0.252
5,user-platonic-affinity,assistant-dismisses-counterevidence,8218,1116,0.136,0.076,1.789,0.358,4109,855,0.208,0.326,-0.449,0.006,0.196,0.221
5,user-romantic-interest,assistant-positive-affirmation,27848,14636,0.526,0.295,1.78,0.356,13924,8442,0.606,0.826,-0.309,0.004,0.598,0.614
5,not:user-romantic-interest,assistant-discourages-violence,326034,503,0.002,0.001,1.761,0.352,163017,441,0.003,0.004,-0.48,0.0,0.002,0.003
