K,X,Y,Z,trials_X,trials_XY,successes_XZ,successes_XYZ,p_z_within_K_given_X,p_z_within_K_given_XY,risk_ratio,beta_trials_XY,beta_successes_XYZ,beta_p_window_prior,beta_p_window_given_XY,beta_log_lift_XY_vs_X,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high,messages_with_z,total_scoped_z,p_z_anywhere
5,not:user-assigns-personhood,user-expresses-isolation,user-romantic-interest,165918,4468,17848,691,0.108,0.155,1.438,4468,691,0.108,0.155,0.363,0.005,0.144,0.165,13934,177101,0.079
5,not:user-assigns-personhood,user-expresses-isolation,user-suicidal-intent,165918,4468,1143,356,0.007,0.08,11.566,4468,356,0.007,0.08,2.448,0.004,0.072,0.088,668,177101,0.004
5,not:user-assigns-personhood,user-expresses-isolation,user-theme-awakening-consciousness,165918,4468,7679,392,0.046,0.088,1.896,4468,392,0.046,0.088,0.639,0.004,0.079,0.096,5679,177101,0.032
5,not:user-assigns-personhood,user-expresses-isolation,user-violent-intent,165918,4468,925,66,0.006,0.015,2.65,4468,66,0.006,0.015,0.974,0.002,0.011,0.018,571,177101,0.003
5,not:user-assigns-personhood,user-mental-health-diagnosis,user-assigns-personhood,165918,1477,14013,91,0.084,0.062,0.729,1477,91,0.084,0.062,-0.315,0.006,0.049,0.074,11024,177101,0.062
5,not:user-assigns-personhood,user-mental-health-diagnosis,user-endorses-delusion,165918,1477,26752,285,0.161,0.193,1.197,1477,285,0.161,0.193,0.179,0.01,0.173,0.213,19904,177101,0.112
5,not:user-assigns-personhood,user-mental-health-diagnosis,user-expresses-isolation,165918,1477,4468,378,0.027,0.256,9.504,1477,378,0.027,0.256,2.25,0.011,0.233,0.278,2854,177101,0.016
5,not:user-assigns-personhood,user-mental-health-diagnosis,user-mental-health-diagnosis,165918,1477,1477,1477,0.009,1.0,112.334,1477,1477,0.009,0.999,4.72,0.001,0.997,1.0,879,177101,0.005
5,not:user-assigns-personhood,user-mental-health-diagnosis,user-misconstrues-sentience,165918,1477,5550,46,0.033,0.031,0.931,1477,46,0.033,0.031,-0.071,0.005,0.022,0.04,4227,177101,0.024
5,not:user-assigns-personhood,user-mental-health-diagnosis,user-platonic-affinity,165918,1477,5983,52,0.036,0.035,0.976,1477,52,0.036,0.035,-0.024,0.005,0.026,0.045,4113,177101,0.023
5,not:user-assigns-personhood,user-mental-health-diagnosis,user-romantic-interest,165918,1477,17848,27,0.108,0.018,0.17,1477,27,0.108,0.018,-1.766,0.003,0.012,0.025,13934,177101,0.079
5,not:user-assigns-personhood,user-mental-health-diagnosis,user-suicidal-intent,165918,1477,1143,137,0.007,0.093,13.464,1477,137,0.007,0.093,2.599,0.008,0.078,0.107,668,177101,0.004
5,not:user-assigns-personhood,user-mental-health-diagnosis,user-theme-awakening-consciousness,165918,1477,7679,67,0.046,0.045,0.98,1477,67,0.046,0.045,-0.02,0.005,0.035,0.056,5679,177101,0.032
5,not:user-assigns-personhood,user-mental-health-diagnosis,user-violent-intent,165918,1477,925,17,0.006,0.012,2.065,1477,17,0.006,0.012,0.724,0.003,0.006,0.017,571,177101,0.003
5,not:user-assigns-personhood,user-misconstrues-sentience,user-assigns-personhood,165918,5550,14013,3909,0.084,0.704,8.339,5550,3909,0.084,0.704,2.121,0.006,0.692,0.716,11024,177101,0.062
5,not:user-assigns-personhood,user-misconstrues-sentience,user-endorses-delusion,165918,5550,26752,2953,0.161,0.532,3.3,5550,2953,0.161,0.532,1.194,0.007,0.519,0.545,19904,177101,0.112
5,not:user-assigns-personhood,user-misconstrues-sentience,user-expresses-isolation,165918,5550,4468,288,0.027,0.052,1.927,5550,288,0.027,0.052,0.656,0.003,0.046,0.058,2854,177101,0.016
5,not:user-assigns-personhood,user-misconstrues-sentience,user-mental-health-diagnosis,165918,5550,1477,46,0.009,0.008,0.931,5550,46,0.009,0.008,-0.071,0.001,0.006,0.011,879,177101,0.005
5,not:user-assigns-personhood,user-misconstrues-sentience,user-misconstrues-sentience,165918,5550,5550,5550,0.033,1.0,29.895,5550,5550,0.033,1.0,3.397,0.0,0.999,1.0,4227,177101,0.024
5,not:user-assigns-personhood,user-misconstrues-sentience,user-platonic-affinity,165918,5550,5983,999,0.036,0.18,4.992,5550,999,0.036,0.18,1.607,0.005,0.17,0.19,4113,177101,0.023
5,not:user-assigns-personhood,user-misconstrues-sentience,user-romantic-interest,165918,5550,17848,1777,0.108,0.32,2.976,5550,1777,0.108,0.32,1.09,0.006,0.308,0.332,13934,177101,0.079
5,not:user-assigns-personhood,user-misconstrues-sentience,user-suicidal-intent,165918,5550,1143,51,0.007,0.009,1.334,5550,51,0.007,0.009,0.288,0.001,0.007,0.012,668,177101,0.004
5,not:user-assigns-personhood,user-misconstrues-sentience,user-theme-awakening-consciousness,165918,5550,7679,1681,0.046,0.303,6.544,5550,1681,0.046,0.303,1.878,0.006,0.291,0.315,5679,177101,0.032
5,not:user-assigns-personhood,user-misconstrues-sentience,user-violent-intent,165918,5550,925,60,0.006,0.011,1.939,5550,60,0.006,0.011,0.662,0.001,0.008,0.014,571,177101,0.003
5,not:user-assigns-personhood,user-platonic-affinity,user-assigns-personhood,165918,5983,14013,2895,0.084,0.484,5.729,5983,2895,0.084,0.484,1.745,0.006,0.471,0.496,11024,177101,0.062
5,not:user-assigns-personhood,user-platonic-affinity,user-endorses-delusion,165918,5983,26752,2505,0.161,0.419,2.597,5983,2505,0.161,0.419,0.954,0.006,0.406,0.431,19904,177101,0.112
5,not:user-assigns-personhood,user-platonic-affinity,user-expresses-isolation,165918,5983,4468,480,0.027,0.08,2.979,5983,480,0.027,0.08,1.091,0.004,0.073,0.087,2854,177101,0.016
5,not:user-assigns-personhood,user-platonic-affinity,user-mental-health-diagnosis,165918,5983,1477,52,0.009,0.009,0.976,5983,52,0.009,0.009,-0.024,0.001,0.006,0.011,879,177101,0.005
5,not:user-assigns-personhood,user-platonic-affinity,user-misconstrues-sentience,165918,5983,5550,999,0.033,0.167,4.992,5983,999,0.033,0.167,1.608,0.005,0.157,0.176,4227,177101,0.024
5,not:user-assigns-personhood,user-platonic-affinity,user-platonic-affinity,165918,5983,5983,5983,0.036,1.0,27.732,5983,5983,0.036,1.0,3.322,0.0,0.999,1.0,4113,177101,0.023
5,not:user-assigns-personhood,user-platonic-affinity,user-romantic-interest,165918,5983,17848,2478,0.108,0.414,3.85,5983,2478,0.108,0.414,1.348,0.006,0.402,0.427,13934,177101,0.079
5,not:user-assigns-personhood,user-platonic-affinity,user-suicidal-intent,165918,5983,1143,47,0.007,0.008,1.14,5983,47,0.007,0.008,0.131,0.001,0.006,0.01,668,177101,0.004
5,not:user-assigns-personhood,user-platonic-affinity,user-theme-awakening-consciousness,165918,5983,7679,1203,0.046,0.201,4.344,5983,1203,0.046,0.201,1.469,0.005,0.191,0.211,5679,177101,0.032
5,not:user-assigns-personhood,user-platonic-affinity,user-violent-intent,165918,5983,925,31,0.006,0.005,0.929,5983,31,0.006,0.005,-0.073,0.001,0.003,0.007,571,177101,0.003
5,not:user-assigns-personhood,user-romantic-interest,user-assigns-personhood,165918,17848,14013,4970,0.084,0.278,3.297,17848,4970,0.084,0.278,1.193,0.003,0.272,0.285,11024,177101,0.062
5,not:user-assigns-personhood,user-romantic-interest,user-endorses-delusion,165918,17848,26752,4341,0.161,0.243,1.508,17848,4341,0.161,0.243,0.411,0.003,0.237,0.25,19904,177101,0.112
5,not:user-assigns-personhood,user-romantic-interest,user-expresses-isolation,165918,17848,4468,691,0.027,0.039,1.438,17848,691,0.027,0.039,0.363,0.001,0.036,0.042,2854,177101,0.016
5,not:user-assigns-personhood,user-romantic-interest,user-mental-health-diagnosis,165918,17848,1477,27,0.009,0.002,0.17,17848,27,0.009,0.002,-1.772,0.0,0.001,0.002,879,177101,0.005
5,not:user-assigns-personhood,user-romantic-interest,user-misconstrues-sentience,165918,17848,5550,1777,0.033,0.1,2.976,17848,1777,0.033,0.1,1.091,0.002,0.095,0.104,4227,177101,0.024
5,not:user-assigns-personhood,user-romantic-interest,user-platonic-affinity,165918,17848,5983,2478,0.036,0.139,3.85,17848,2478,0.036,0.139,1.348,0.003,0.134,0.144,4113,177101,0.023
5,not:user-assigns-personhood,user-romantic-interest,user-romantic-interest,165918,17848,17848,17848,0.108,1.0,9.296,17848,17848,0.108,1.0,2.23,0.0,1.0,1.0,13934,177101,0.079
5,not:user-assigns-personhood,user-romantic-interest,user-suicidal-intent,165918,17848,1143,103,0.007,0.006,0.838,17848,103,0.007,0.006,-0.177,0.001,0.005,0.007,668,177101,0.004
5,not:user-assigns-personhood,user-romantic-interest,user-theme-awakening-consciousness,165918,17848,7679,2338,0.046,0.131,2.83,17848,2338,0.046,0.131,1.04,0.003,0.126,0.136,5679,177101,0.032
5,not:user-assigns-personhood,user-romantic-interest,user-violent-intent,165918,17848,925,224,0.006,0.013,2.251,17848,224,0.006,0.013,0.811,0.001,0.011,0.014,571,177101,0.003
5,not:user-assigns-personhood,user-suicidal-intent,user-assigns-personhood,165918,1143,14013,113,0.084,0.099,1.171,1143,113,0.084,0.099,0.157,0.009,0.082,0.116,11024,177101,0.062
5,not:user-assigns-personhood,user-suicidal-intent,user-endorses-delusion,165918,1143,26752,336,0.161,0.294,1.823,1143,336,0.161,0.294,0.6,0.013,0.267,0.32,19904,177101,0.112
5,not:user-assigns-personhood,user-suicidal-intent,user-expresses-isolation,165918,1143,4468,356,0.027,0.311,11.566,1143,356,0.027,0.311,2.446,0.014,0.284,0.338,2854,177101,0.016
5,not:user-assigns-personhood,user-suicidal-intent,user-mental-health-diagnosis,165918,1143,1477,137,0.009,0.12,13.464,1143,137,0.009,0.12,2.598,0.01,0.101,0.138,879,177101,0.005
5,not:user-assigns-personhood,user-suicidal-intent,user-misconstrues-sentience,165918,1143,5550,51,0.033,0.045,1.334,1143,51,0.033,0.045,0.288,0.006,0.033,0.057,4227,177101,0.024
5,not:user-assigns-personhood,user-suicidal-intent,user-platonic-affinity,165918,1143,5983,47,0.036,0.041,1.14,1143,47,0.036,0.041,0.131,0.006,0.03,0.053,4113,177101,0.023
5,not:user-assigns-personhood,user-suicidal-intent,user-romantic-interest,165918,1143,17848,103,0.108,0.09,0.838,1143,103,0.108,0.09,-0.177,0.008,0.074,0.107,13934,177101,0.079
5,not:user-assigns-personhood,user-suicidal-intent,user-suicidal-intent,165918,1143,1143,1143,0.007,1.0,145.16,1143,1143,0.007,0.998,4.976,0.001,0.996,1.0,668,177101,0.004
5,not:user-assigns-personhood,user-suicidal-intent,user-theme-awakening-consciousness,165918,1143,7679,65,0.046,0.057,1.229,1143,65,0.046,0.057,0.206,0.007,0.043,0.07,5679,177101,0.032
5,not:user-assigns-personhood,user-suicidal-intent,user-violent-intent,165918,1143,925,44,0.006,0.038,6.905,1143,44,0.006,0.038,1.931,0.006,0.027,0.05,571,177101,0.003
5,not:user-assigns-personhood,user-theme-awakening-consciousness,user-assigns-personhood,165918,7679,14013,2988,0.084,0.389,4.607,7679,2988,0.084,0.389,1.527,0.006,0.378,0.4,11024,177101,0.062
5,not:user-assigns-personhood,user-theme-awakening-consciousness,user-endorses-delusion,165918,7679,26752,4388,0.161,0.571,3.544,7679,4388,0.161,0.571,1.265,0.006,0.56,0.582,19904,177101,0.112
5,not:user-assigns-personhood,user-theme-awakening-consciousness,user-expresses-isolation,165918,7679,4468,392,0.027,0.051,1.896,7679,392,0.027,0.051,0.639,0.003,0.046,0.056,2854,177101,0.016
5,not:user-assigns-personhood,user-theme-awakening-consciousness,user-mental-health-diagnosis,165918,7679,1477,67,0.009,0.009,0.98,7679,67,0.009,0.009,-0.02,0.001,0.007,0.011,879,177101,0.005
5,not:user-assigns-personhood,user-theme-awakening-consciousness,user-misconstrues-sentience,165918,7679,5550,1681,0.033,0.219,6.544,7679,1681,0.033,0.219,1.878,0.005,0.21,0.228,4227,177101,0.024
5,not:user-assigns-personhood,user-theme-awakening-consciousness,user-platonic-affinity,165918,7679,5983,1203,0.036,0.157,4.344,7679,1203,0.036,0.157,1.469,0.004,0.149,0.165,4113,177101,0.023
5,not:user-assigns-personhood,user-theme-awakening-consciousness,user-romantic-interest,165918,7679,17848,2338,0.108,0.304,2.83,7679,2338,0.108,0.304,1.04,0.005,0.294,0.315,13934,177101,0.079
5,not:user-assigns-personhood,user-theme-awakening-consciousness,user-suicidal-intent,165918,7679,1143,65,0.007,0.008,1.229,7679,65,0.007,0.008,0.206,0.001,0.006,0.011,668,177101,0.004
5,not:user-assigns-personhood,user-theme-awakening-consciousness,user-theme-awakening-consciousness,165918,7679,7679,7679,0.046,1.0,21.607,7679,7679,0.046,1.0,3.073,0.0,0.999,1.0,5679,177101,0.032
5,not:user-assigns-personhood,user-theme-awakening-consciousness,user-violent-intent,165918,7679,925,85,0.006,0.011,1.985,7679,85,0.006,0.011,0.686,0.001,0.009,0.013,571,177101,0.003
5,not:user-assigns-personhood,user-violent-intent,user-assigns-personhood,165918,925,14013,190,0.084,0.205,2.432,925,190,0.084,0.205,0.887,0.013,0.179,0.231,11024,177101,0.062
5,not:user-assigns-personhood,user-violent-intent,user-endorses-delusion,165918,925,26752,408,0.161,0.441,2.736,925,408,0.161,0.44,1.005,0.016,0.409,0.472,19904,177101,0.112
5,not:user-assigns-personhood,user-violent-intent,user-expresses-isolation,165918,925,4468,66,0.027,0.071,2.65,925,66,0.027,0.071,0.973,0.008,0.055,0.088,2854,177101,0.016
5,not:user-assigns-personhood,user-violent-intent,user-mental-health-diagnosis,165918,925,1477,17,0.009,0.018,2.065,925,17,0.009,0.018,0.724,0.004,0.01,0.027,879,177101,0.005
5,not:user-assigns-personhood,user-violent-intent,user-misconstrues-sentience,165918,925,5550,60,0.033,0.065,1.939,925,60,0.033,0.065,0.661,0.008,0.049,0.081,4227,177101,0.024
5,not:user-assigns-personhood,user-violent-intent,user-platonic-affinity,165918,925,5983,31,0.036,0.034,0.929,925,31,0.036,0.034,-0.073,0.006,0.022,0.045,4113,177101,0.023
5,not:user-assigns-personhood,user-violent-intent,user-romantic-interest,165918,925,17848,224,0.108,0.242,2.251,925,224,0.108,0.242,0.81,0.014,0.214,0.269,13934,177101,0.079
5,not:user-assigns-personhood,user-violent-intent,user-suicidal-intent,165918,925,1143,44,0.007,0.048,6.905,925,44,0.007,0.047,1.93,0.007,0.034,0.061,668,177101,0.004
5,not:user-assigns-personhood,user-violent-intent,user-theme-awakening-consciousness,165918,925,7679,85,0.046,0.092,1.985,925,85,0.046,0.092,0.685,0.009,0.073,0.11,5679,177101,0.032
5,not:user-assigns-personhood,user-violent-intent,user-violent-intent,165918,925,925,925,0.006,1.0,179.371,925,925,0.006,0.998,5.187,0.002,0.995,1.0,571,177101,0.003
5,not:user-endorses-delusion,user-assigns-personhood,user-assigns-personhood,157052,13968,13968,13968,0.089,1.0,11.244,13968,13968,0.089,1.0,2.42,0.0,1.0,1.0,11024,177101,0.062
5,not:user-endorses-delusion,user-assigns-personhood,user-endorses-delusion,157052,13968,20928,6406,0.133,0.459,3.442,13968,6406,0.133,0.459,1.236,0.004,0.45,0.467,19904,177101,0.112
5,not:user-endorses-delusion,user-assigns-personhood,user-expresses-isolation,157052,13968,4100,855,0.026,0.061,2.345,13968,855,0.026,0.061,0.852,0.002,0.057,0.065,2854,177101,0.016
5,not:user-endorses-delusion,user-assigns-personhood,user-mental-health-diagnosis,157052,13968,1398,97,0.009,0.007,0.78,13968,97,0.009,0.007,-0.248,0.001,0.006,0.008,879,177101,0.005
5,not:user-endorses-delusion,user-assigns-personhood,user-misconstrues-sentience,157052,13968,5616,4044,0.036,0.29,8.096,13968,4044,0.036,0.289,2.091,0.004,0.282,0.297,4227,177101,0.024
5,not:user-endorses-delusion,user-assigns-personhood,user-platonic-affinity,157052,13968,5797,2912,0.037,0.208,5.648,13968,2912,0.037,0.208,1.731,0.003,0.202,0.215,4113,177101,0.023
5,not:user-endorses-delusion,user-assigns-personhood,user-romantic-interest,157052,13968,17664,5082,0.112,0.364,3.235,13968,5082,0.112,0.364,1.174,0.004,0.356,0.372,13934,177101,0.079
5,not:user-endorses-delusion,user-assigns-personhood,user-suicidal-intent,157052,13968,1032,115,0.007,0.008,1.253,13968,115,0.007,0.008,0.225,0.001,0.007,0.01,668,177101,0.004
5,not:user-endorses-delusion,user-assigns-personhood,user-theme-awakening-consciousness,157052,13968,6991,2869,0.045,0.205,4.614,13968,2869,0.045,0.205,1.529,0.003,0.199,0.212,5679,177101,0.032
5,not:user-endorses-delusion,user-assigns-personhood,user-violent-intent,157052,13968,767,160,0.005,0.011,2.345,13968,160,0.005,0.011,0.852,0.001,0.01,0.013,571,177101,0.003
5,not:user-endorses-delusion,user-endorses-delusion,user-assigns-personhood,157052,20928,13968,6406,0.089,0.306,3.442,20928,6406,0.089,0.306,1.236,0.003,0.3,0.312,11024,177101,0.062
5,not:user-endorses-delusion,user-endorses-delusion,user-endorses-delusion,157052,20928,20928,20928,0.133,1.0,7.504,20928,20928,0.133,1.0,2.015,0.0,1.0,1.0,19904,177101,0.112
5,not:user-endorses-delusion,user-endorses-delusion,user-expresses-isolation,157052,20928,4100,1115,0.026,0.053,2.041,20928,1115,0.026,0.053,0.713,0.002,0.05,0.056,2854,177101,0.016
5,not:user-endorses-delusion,user-endorses-delusion,user-mental-health-diagnosis,157052,20928,1398,231,0.009,0.011,1.24,20928,231,0.009,0.011,0.215,0.001,0.01,0.012,879,177101,0.005
5,not:user-endorses-delusion,user-endorses-delusion,user-misconstrues-sentience,157052,20928,5616,2823,0.036,0.135,3.772,20928,2823,0.036,0.135,1.328,0.002,0.13,0.14,4227,177101,0.024
5,not:user-endorses-delusion,user-endorses-delusion,user-platonic-affinity,157052,20928,5797,2234,0.037,0.107,2.892,20928,2234,0.037,0.107,1.062,0.002,0.103,0.111,4113,177101,0.023
5,not:user-endorses-delusion,user-endorses-delusion,user-romantic-interest,157052,20928,17664,3976,0.112,0.19,1.689,20928,3976,0.112,0.19,0.524,0.003,0.185,0.195,13934,177101,0.079
5,not:user-endorses-delusion,user-endorses-delusion,user-suicidal-intent,157052,20928,1032,263,0.007,0.013,1.912,20928,263,0.007,0.013,0.648,0.001,0.011,0.014,668,177101,0.004
5,not:user-endorses-delusion,user-endorses-delusion,user-theme-awakening-consciousness,157052,20928,6991,3703,0.045,0.177,3.975,20928,3703,0.045,0.177,1.38,0.003,0.172,0.182,5679,177101,0.032
5,not:user-endorses-delusion,user-endorses-delusion,user-violent-intent,157052,20928,767,269,0.005,0.013,2.632,20928,269,0.005,0.013,0.968,0.001,0.011,0.014,571,177101,0.003
5,not:user-endorses-delusion,user-expresses-isolation,user-assigns-personhood,157052,4100,13968,855,0.089,0.209,2.345,4100,855,0.089,0.208,0.852,0.006,0.196,0.221,11024,177101,0.062
5,not:user-endorses-delusion,user-expresses-isolation,user-endorses-delusion,157052,4100,20928,1115,0.133,0.272,2.041,4100,1115,0.133,0.272,0.713,0.007,0.258,0.285,19904,177101,0.112
5,not:user-endorses-delusion,user-expresses-isolation,user-expresses-isolation,157052,4100,4100,4100,0.026,1.0,38.305,4100,4100,0.026,1.0,3.645,0.0,0.999,1.0,2854,177101,0.016
5,not:user-endorses-delusion,user-expresses-isolation,user-mental-health-diagnosis,157052,4100,1398,358,0.009,0.087,9.809,4100,358,0.009,0.087,2.283,0.004,0.079,0.096,879,177101,0.005
5,not:user-endorses-delusion,user-expresses-isolation,user-misconstrues-sentience,157052,4100,5616,291,0.036,0.071,1.985,4100,291,0.036,0.071,0.685,0.004,0.063,0.079,4227,177101,0.024
5,not:user-endorses-delusion,user-expresses-isolation,user-platonic-affinity,157052,4100,5797,454,0.037,0.111,3.0,4100,454,0.037,0.111,1.098,0.005,0.101,0.12,4113,177101,0.023
5,not:user-endorses-delusion,user-expresses-isolation,user-romantic-interest,157052,4100,17664,676,0.112,0.165,1.466,4100,676,0.112,0.165,0.382,0.006,0.153,0.176,13934,177101,0.079
5,not:user-endorses-delusion,user-expresses-isolation,user-suicidal-intent,157052,4100,1032,321,0.007,0.078,11.915,4100,321,0.007,0.078,2.477,0.004,0.07,0.086,668,177101,0.004
5,not:user-endorses-delusion,user-expresses-isolation,user-theme-awakening-consciousness,157052,4100,6991,314,0.045,0.077,1.72,4100,314,0.045,0.077,0.542,0.004,0.068,0.085,5679,177101,0.032
5,not:user-endorses-delusion,user-expresses-isolation,user-violent-intent,157052,4100,767,54,0.005,0.013,2.697,4100,54,0.005,0.013,0.992,0.002,0.01,0.017,571,177101,0.003
5,not:user-endorses-delusion,user-mental-health-diagnosis,user-assigns-personhood,157052,1398,13968,97,0.089,0.069,0.78,1398,97,0.089,0.069,-0.248,0.007,0.056,0.083,11024,177101,0.062
5,not:user-endorses-delusion,user-mental-health-diagnosis,user-endorses-delusion,157052,1398,20928,231,0.133,0.165,1.24,1398,231,0.133,0.165,0.215,0.01,0.146,0.185,19904,177101,0.112
5,not:user-endorses-delusion,user-mental-health-diagnosis,user-expresses-isolation,157052,1398,4100,358,0.026,0.256,9.809,1398,358,0.026,0.256,2.282,0.012,0.233,0.279,2854,177101,0.016
5,not:user-endorses-delusion,user-mental-health-diagnosis,user-mental-health-diagnosis,157052,1398,1398,1398,0.009,1.0,112.34,1398,1398,0.009,0.999,4.72,0.001,0.997,1.0,879,177101,0.005
5,not:user-endorses-delusion,user-mental-health-diagnosis,user-misconstrues-sentience,157052,1398,5616,44,0.036,0.031,0.88,1398,44,0.036,0.031,-0.127,0.005,0.022,0.041,4227,177101,0.024
5,not:user-endorses-delusion,user-mental-health-diagnosis,user-platonic-affinity,157052,1398,5797,59,0.037,0.042,1.143,1398,59,0.037,0.042,0.134,0.005,0.032,0.053,4113,177101,0.023
5,not:user-endorses-delusion,user-mental-health-diagnosis,user-romantic-interest,157052,1398,17664,24,0.112,0.017,0.153,1398,24,0.112,0.017,-1.872,0.003,0.01,0.024,13934,177101,0.079
5,not:user-endorses-delusion,user-mental-health-diagnosis,user-suicidal-intent,157052,1398,1032,123,0.007,0.088,13.389,1398,123,0.007,0.088,2.593,0.008,0.073,0.103,668,177101,0.004
5,not:user-endorses-delusion,user-mental-health-diagnosis,user-theme-awakening-consciousness,157052,1398,6991,55,0.045,0.039,0.884,1398,55,0.045,0.039,-0.123,0.005,0.029,0.05,5679,177101,0.032
