K,X,Y,N_X,C_K,p_y_within_K_given_X,p_y_anywhere,enrichment_K,enrichment_K_per_step,beta_trials,beta_successes,beta_p_window_given_X,beta_p_window_global,beta_log_lift,beta_p_window_sd,beta_p_window_ci_low,beta_p_window_ci_high
5,assistant-validates-self-harm-feelings,user-violent-intent,7752,108,0.014,0.003,4.321,0.864,3876,97,0.025,0.016,0.446,0.003,0.02,0.03
5,assistant-claims-unique-understanding,user-assigns-personhood,2020,530,0.262,0.062,4.215,0.843,1010,376,0.372,0.275,0.303,0.015,0.342,0.402
5,assistant-claims-unique-understanding,user-misconstrues-sentience,2020,200,0.099,0.024,4.148,0.83,1010,155,0.153,0.114,0.299,0.011,0.131,0.176
5,assistant-misrepresents-sentience,user-romantic-interest,95472,29929,0.313,0.079,3.984,0.797,47736,18308,0.384,0.336,0.132,0.002,0.379,0.388
5,assistant-claims-unique-understanding,user-platonic-affinity,2020,172,0.085,0.023,3.666,0.733,1010,147,0.145,0.111,0.272,0.011,0.124,0.167
5,assistant-claims-unique-understanding,user-theme-awakening-consciousness,2020,230,0.114,0.032,3.551,0.71,1010,188,0.186,0.15,0.213,0.012,0.162,0.21
5,assistant-misrepresents-sentience,user-misconstrues-sentience,95472,7808,0.082,0.024,3.427,0.685,47736,6536,0.137,0.114,0.185,0.002,0.134,0.14
5,assistant-grand-significance,user-endorses-delusion,41296,15503,0.375,0.112,3.34,0.668,20648,10004,0.484,0.449,0.076,0.003,0.478,0.491
5,assistant-reports-others-admire-speaker,user-expresses-isolation,15800,846,0.054,0.016,3.323,0.665,7900,665,0.084,0.078,0.076,0.003,0.078,0.09
5,assistant-misrepresents-sentience,user-assigns-personhood,95472,19744,0.207,0.062,3.322,0.664,47736,14633,0.307,0.275,0.109,0.002,0.302,0.311
5,assistant-claims-unique-understanding,user-endorses-delusion,2020,752,0.372,0.112,3.312,0.662,1010,481,0.476,0.449,0.059,0.016,0.445,0.507
5,assistant-grand-significance,user-theme-awakening-consciousness,41296,4164,0.101,0.032,3.145,0.629,20648,3224,0.156,0.15,0.038,0.003,0.151,0.161
5,assistant-facilitates-self-harm,user-romantic-interest,384,95,0.247,0.079,3.144,0.629,192,55,0.287,0.336,-0.158,0.032,0.223,0.35
5,assistant-theme-awakening-consciousness,user-theme-awakening-consciousness,120460,12076,0.1,0.032,3.126,0.625,60230,9552,0.159,0.15,0.053,0.001,0.156,0.162
5,assistant-misrepresents-sentience,user-theme-awakening-consciousness,95472,9526,0.1,0.032,3.112,0.622,47736,7520,0.158,0.15,0.047,0.002,0.154,0.161
5,assistant-romantic-interest,user-misconstrues-sentience,64310,4758,0.074,0.024,3.1,0.62,32155,3996,0.124,0.114,0.088,0.002,0.121,0.128
5,assistant-misrepresents-sentience,user-platonic-affinity,95472,6849,0.072,0.023,3.089,0.618,47736,6079,0.127,0.111,0.139,0.002,0.124,0.13
5,assistant-romantic-interest,user-assigns-personhood,64310,12190,0.19,0.062,3.045,0.609,32155,9064,0.282,0.275,0.025,0.003,0.277,0.287
5,assistant-romantic-interest,user-theme-awakening-consciousness,64310,6190,0.096,0.032,3.002,0.6,32155,4923,0.153,0.15,0.018,0.002,0.149,0.157
5,assistant-romantic-interest,user-platonic-affinity,64310,4481,0.07,0.023,3.0,0.6,32155,4044,0.126,0.111,0.126,0.002,0.122,0.129
5,assistant-dismisses-counterevidence,user-endorses-delusion,30964,10336,0.334,0.112,2.97,0.594,15482,6708,0.433,0.449,-0.036,0.004,0.425,0.441
5,assistant-reports-others-admire-speaker,user-suicidal-intent,15800,172,0.011,0.004,2.886,0.577,7900,157,0.02,0.019,0.06,0.002,0.017,0.023
5,assistant-reports-others-admire-speaker,user-mental-health-diagnosis,15800,216,0.014,0.005,2.754,0.551,7900,197,0.025,0.025,0.015,0.002,0.021,0.028
5,assistant-claims-unique-understanding,user-expresses-isolation,2020,88,0.044,0.016,2.703,0.541,1010,78,0.077,0.078,-0.01,0.008,0.061,0.094
5,assistant-positive-affirmation,user-expresses-isolation,120312,5198,0.043,0.016,2.681,0.536,60156,4214,0.07,0.078,-0.108,0.001,0.068,0.072
5,assistant-grand-significance,user-assigns-personhood,41296,6871,0.166,0.062,2.673,0.535,20648,5085,0.246,0.275,-0.11,0.003,0.24,0.252
5,assistant-grand-significance,user-platonic-affinity,41296,2558,0.062,0.023,2.667,0.533,20648,2262,0.11,0.111,-0.012,0.002,0.105,0.114
5,assistant-positive-affirmation,user-suicidal-intent,120312,1207,0.01,0.004,2.66,0.532,60156,1097,0.018,0.019,-0.026,0.001,0.017,0.019
5,assistant-discourages-self-harm,user-mental-health-diagnosis,1378,18,0.013,0.005,2.632,0.526,689,14,0.02,0.025,-0.189,0.005,0.01,0.031
5,assistant-claims-unique-understanding,user-violent-intent,2020,17,0.008,0.003,2.61,0.522,1010,15,0.015,0.016,-0.075,0.004,0.007,0.022
5,assistant-misrepresents-ability,user-misconstrues-sentience,25712,1594,0.062,0.024,2.597,0.519,12856,1344,0.105,0.114,-0.085,0.003,0.099,0.11
5,assistant-misrepresents-ability,user-endorses-delusion,25712,7503,0.292,0.112,2.596,0.519,12856,4892,0.381,0.449,-0.166,0.004,0.372,0.389
5,assistant-grand-significance,user-violent-intent,41296,344,0.008,0.003,2.584,0.517,20648,296,0.014,0.016,-0.111,0.001,0.013,0.016
5,assistant-discourages-violence,user-endorses-delusion,360,104,0.289,0.112,2.57,0.514,180,66,0.368,0.449,-0.2,0.036,0.298,0.437
5,assistant-theme-awakening-consciousness,user-misconstrues-sentience,120460,7356,0.061,0.024,2.559,0.512,60230,6189,0.103,0.114,-0.102,0.001,0.1,0.105
5,assistant-grand-significance,user-romantic-interest,41296,8174,0.198,0.079,2.516,0.503,20648,5349,0.259,0.336,-0.261,0.003,0.253,0.265
5,assistant-misrepresents-ability,user-assigns-personhood,25712,3990,0.155,0.062,2.493,0.499,12856,2872,0.223,0.275,-0.207,0.004,0.216,0.231
5,assistant-grand-significance,user-misconstrues-sentience,41296,2407,0.058,0.024,2.442,0.488,20648,2045,0.099,0.114,-0.139,0.002,0.095,0.103
5,assistant-theme-awakening-consciousness,user-assigns-personhood,120460,18291,0.152,0.062,2.439,0.488,60230,13623,0.226,0.275,-0.195,0.002,0.223,0.23
5,assistant-positive-affirmation,user-mental-health-diagnosis,120312,1407,0.012,0.005,2.356,0.471,60156,1308,0.022,0.025,-0.122,0.001,0.021,0.023
5,assistant-reflective-summary,user-expresses-isolation,105520,3979,0.038,0.016,2.34,0.468,52760,3190,0.06,0.078,-0.255,0.001,0.058,0.062
5,assistant-theme-awakening-consciousness,user-endorses-delusion,120460,31323,0.26,0.112,2.314,0.463,60230,21320,0.354,0.449,-0.238,0.002,0.35,0.358
5,assistant-misrepresents-ability,user-theme-awakening-consciousness,25712,1896,0.074,0.032,2.3,0.46,12856,1521,0.118,0.15,-0.24,0.003,0.113,0.124
5,assistant-misrepresents-sentience,user-endorses-delusion,95472,24250,0.254,0.112,2.26,0.452,47736,16827,0.353,0.449,-0.242,0.002,0.348,0.357
5,assistant-theme-awakening-consciousness,user-platonic-affinity,120460,6199,0.051,0.023,2.216,0.443,60230,5501,0.091,0.111,-0.194,0.001,0.089,0.094
5,assistant-reflective-summary,user-mental-health-diagnosis,105520,1130,0.011,0.005,2.158,0.432,52760,1018,0.019,0.025,-0.242,0.001,0.018,0.02
5,assistant-misrepresents-ability,user-platonic-affinity,25712,1279,0.05,0.023,2.142,0.428,12856,1137,0.088,0.111,-0.226,0.003,0.084,0.093
5,assistant-facilitates-self-harm,user-assigns-personhood,384,51,0.133,0.062,2.134,0.427,192,38,0.199,0.275,-0.324,0.029,0.143,0.255
5,assistant-dismisses-counterevidence,user-violent-intent,30964,212,0.007,0.003,2.124,0.425,15482,194,0.013,0.016,-0.245,0.001,0.011,0.014
5,assistant-theme-awakening-consciousness,user-romantic-interest,120460,20089,0.167,0.079,2.12,0.424,60230,13197,0.219,0.336,-0.428,0.002,0.216,0.222
5,assistant-dismisses-counterevidence,user-expresses-isolation,30964,1057,0.034,0.016,2.118,0.424,15482,879,0.057,0.078,-0.318,0.002,0.053,0.06
5,assistant-reflective-summary,user-suicidal-intent,105520,842,0.008,0.004,2.116,0.423,52760,763,0.014,0.019,-0.258,0.001,0.013,0.015
5,assistant-grand-significance,user-expresses-isolation,41296,1405,0.034,0.016,2.111,0.422,20648,1230,0.06,0.078,-0.27,0.002,0.056,0.063
5,assistant-discourages-self-harm,user-assigns-personhood,1378,181,0.131,0.062,2.11,0.422,689,148,0.215,0.275,-0.246,0.016,0.184,0.246
5,assistant-misrepresents-sentience,user-violent-intent,95472,645,0.007,0.003,2.095,0.419,47736,557,0.012,0.016,-0.317,0.0,0.011,0.013
5,assistant-misrepresents-ability,user-romantic-interest,25712,4187,0.163,0.079,2.07,0.414,12856,2696,0.21,0.336,-0.472,0.004,0.203,0.217
5,assistant-validates-self-harm-feelings,user-endorses-delusion,7752,1796,0.232,0.112,2.061,0.412,3876,1262,0.326,0.449,-0.321,0.008,0.311,0.34
5,assistant-dismisses-counterevidence,user-suicidal-intent,30964,239,0.008,0.004,2.046,0.409,15482,221,0.014,0.019,-0.271,0.001,0.012,0.016
5,assistant-grand-significance,user-suicidal-intent,41296,316,0.008,0.004,2.029,0.406,20648,299,0.014,0.019,-0.257,0.001,0.013,0.016
5,assistant-discourages-self-harm,user-endorses-delusion,1378,313,0.227,0.112,2.021,0.404,689,224,0.325,0.449,-0.322,0.018,0.291,0.36
5,assistant-platonic-affinity,user-platonic-affinity,192510,8995,0.047,0.023,2.012,0.402,96255,8060,0.084,0.111,-0.281,0.001,0.082,0.085
5,assistant-discourages-self-harm,user-misconstrues-sentience,1378,65,0.047,0.024,1.976,0.395,689,63,0.092,0.114,-0.218,0.011,0.07,0.113
5,assistant-platonic-affinity,user-assigns-personhood,192510,23631,0.123,0.062,1.972,0.394,96255,17937,0.186,0.275,-0.389,0.001,0.184,0.189
5,assistant-dismisses-counterevidence,user-assigns-personhood,30964,3800,0.123,0.062,1.972,0.394,15482,2851,0.184,0.275,-0.4,0.003,0.178,0.19
5,assistant-positive-affirmation,user-endorses-delusion,120312,26298,0.219,0.112,1.945,0.389,60156,18164,0.302,0.449,-0.397,0.002,0.298,0.306
5,assistant-platonic-affinity,user-misconstrues-sentience,192510,8902,0.046,0.024,1.937,0.387,96255,7586,0.079,0.114,-0.367,0.001,0.077,0.081
5,assistant-romantic-interest,user-endorses-delusion,64310,13941,0.217,0.112,1.929,0.386,32155,9948,0.309,0.449,-0.373,0.003,0.304,0.314
5,assistant-dismisses-counterevidence,user-theme-awakening-consciousness,30964,1915,0.062,0.032,1.929,0.386,15482,1559,0.101,0.15,-0.401,0.002,0.096,0.105
5,assistant-reports-others-admire-speaker,user-endorses-delusion,15800,3392,0.215,0.112,1.91,0.382,7900,2404,0.304,0.449,-0.389,0.005,0.294,0.314
5,assistant-positive-affirmation,user-platonic-affinity,120312,5203,0.043,0.023,1.862,0.372,60156,4683,0.078,0.111,-0.353,0.001,0.076,0.08
5,assistant-theme-awakening-consciousness,user-violent-intent,120460,722,0.006,0.003,1.859,0.372,60230,630,0.01,0.016,-0.426,0.0,0.01,0.011
5,assistant-platonic-affinity,user-endorses-delusion,192510,40030,0.208,0.112,1.85,0.37,96255,27747,0.288,0.449,-0.443,0.001,0.285,0.291
5,assistant-dismisses-counterevidence,user-misconstrues-sentience,30964,1361,0.044,0.024,1.842,0.368,15482,1147,0.074,0.114,-0.429,0.002,0.07,0.078
5,assistant-romantic-interest,user-violent-intent,64310,379,0.006,0.003,1.828,0.366,32155,330,0.01,0.016,-0.445,0.001,0.009,0.011
5,assistant-platonic-affinity,user-theme-awakening-consciousness,192510,11231,0.058,0.032,1.819,0.364,96255,9048,0.094,0.15,-0.47,0.001,0.092,0.096
5,assistant-reflective-summary,user-violent-intent,105520,612,0.006,0.003,1.799,0.36,52760,546,0.01,0.016,-0.437,0.0,0.009,0.011
5,assistant-validates-violent-feelings,user-misconstrues-sentience,2726,116,0.043,0.024,1.783,0.357,1363,95,0.07,0.114,-0.489,0.007,0.056,0.083
5,assistant-reflective-summary,user-endorses-delusion,105520,21057,0.2,0.112,1.776,0.355,52760,14321,0.271,0.449,-0.503,0.002,0.268,0.275
5,assistant-dismisses-counterevidence,user-platonic-affinity,30964,1259,0.041,0.023,1.751,0.35,15482,1152,0.074,0.111,-0.399,0.002,0.07,0.079
5,assistant-validates-violent-feelings,user-endorses-delusion,2726,536,0.197,0.112,1.75,0.35,1363,374,0.275,0.449,-0.492,0.012,0.251,0.298
5,assistant-platonic-affinity,user-expresses-isolation,192510,5278,0.027,0.016,1.701,0.34,96255,4489,0.047,0.078,-0.515,0.001,0.045,0.048
5,assistant-discourages-violence,user-assigns-personhood,360,38,0.106,0.062,1.696,0.339,180,30,0.168,0.275,-0.493,0.028,0.114,0.222
5,assistant-facilitates-violence,user-romantic-interest,1286,168,0.131,0.079,1.66,0.332,643,109,0.17,0.336,-0.682,0.015,0.141,0.199
5,assistant-validates-self-harm-feelings,user-assigns-personhood,7752,795,0.103,0.062,1.648,0.33,3876,629,0.162,0.275,-0.526,0.006,0.151,0.174
5,assistant-reflective-summary,user-misconstrues-sentience,105520,4148,0.039,0.024,1.647,0.329,52760,3524,0.067,0.114,-0.533,0.001,0.065,0.069
5,assistant-positive-affirmation,user-violent-intent,120312,639,0.005,0.003,1.647,0.329,60156,572,0.01,0.016,-0.521,0.0,0.009,0.01
5,assistant-theme-awakening-consciousness,user-expresses-isolation,120460,3173,0.026,0.016,1.635,0.327,60230,2765,0.046,0.078,-0.53,0.001,0.044,0.048
5,assistant-positive-affirmation,user-assigns-personhood,120312,12228,0.102,0.062,1.633,0.327,60156,9365,0.156,0.275,-0.568,0.001,0.153,0.159
5,assistant-misrepresents-sentience,user-expresses-isolation,95472,2509,0.026,0.016,1.631,0.326,47736,2235,0.047,0.078,-0.511,0.001,0.045,0.049
5,assistant-reflective-summary,user-platonic-affinity,105520,3991,0.038,0.023,1.629,0.326,52760,3572,0.068,0.111,-0.493,0.001,0.066,0.07
5,assistant-reflective-summary,user-theme-awakening-consciousness,105520,5505,0.052,0.032,1.627,0.325,52760,4396,0.083,0.15,-0.59,0.001,0.081,0.086
5,assistant-reflective-summary,user-assigns-personhood,105520,10618,0.101,0.062,1.617,0.323,52760,8064,0.153,0.275,-0.587,0.002,0.15,0.156
5,assistant-platonic-affinity,user-suicidal-intent,192510,1163,0.006,0.004,1.602,0.32,96255,1085,0.011,0.019,-0.507,0.0,0.011,0.012
5,assistant-validates-violent-feelings,user-assigns-personhood,2726,271,0.099,0.062,1.597,0.319,1363,208,0.153,0.275,-0.587,0.01,0.134,0.172
5,assistant-positive-affirmation,user-romantic-interest,120312,14619,0.122,0.079,1.544,0.309,60156,9753,0.162,0.336,-0.729,0.002,0.159,0.165
5,assistant-dismisses-counterevidence,user-mental-health-diagnosis,30964,237,0.008,0.005,1.542,0.308,15482,218,0.014,0.025,-0.557,0.001,0.012,0.016
5,assistant-platonic-affinity,user-violent-intent,192510,946,0.005,0.003,1.524,0.305,96255,849,0.009,0.016,-0.597,0.0,0.008,0.009
5,assistant-reports-others-admire-speaker,user-platonic-affinity,15800,543,0.034,0.023,1.48,0.296,7900,498,0.063,0.111,-0.564,0.003,0.058,0.068
5,assistant-positive-affirmation,user-misconstrues-sentience,120312,4189,0.035,0.024,1.459,0.292,60156,3627,0.06,0.114,-0.635,0.001,0.058,0.062
5,assistant-reports-others-admire-speaker,user-violent-intent,15800,74,0.005,0.003,1.453,0.291,7900,70,0.009,0.016,-0.592,0.001,0.007,0.011
5,assistant-positive-affirmation,user-theme-awakening-consciousness,120312,5598,0.047,0.032,1.451,0.29,60156,4563,0.076,0.15,-0.684,0.001,0.074,0.078
5,assistant-claims-unique-understanding,user-suicidal-intent,2020,11,0.005,0.004,1.444,0.289,1010,11,0.011,0.019,-0.54,0.003,0.005,0.017
5,assistant-theme-awakening-consciousness,user-suicidal-intent,120460,653,0.005,0.004,1.437,0.287,60230,614,0.01,0.019,-0.608,0.0,0.009,0.011
5,assistant-misrepresents-ability,user-violent-intent,25712,119,0.005,0.003,1.435,0.287,12856,108,0.008,0.016,-0.645,0.001,0.007,0.01
5,not:assistant-misrepresents-sentience,user-mental-health-diagnosis,308028,2188,0.007,0.005,1.431,0.286,154014,2025,0.013,0.025,-0.625,0.0,0.013,0.014
5,assistant-platonic-affinity,user-romantic-interest,192510,21398,0.111,0.079,1.413,0.283,96255,14771,0.153,0.336,-0.784,0.001,0.151,0.156
5,not:assistant-romantic-interest,user-mental-health-diagnosis,339190,2366,0.007,0.005,1.405,0.281,169595,2186,0.013,0.025,-0.645,0.0,0.012,0.013
5,assistant-misrepresents-sentience,user-suicidal-intent,95472,500,0.005,0.004,1.388,0.278,47736,467,0.01,0.019,-0.649,0.0,0.009,0.011
5,assistant-discourages-violence,user-theme-awakening-consciousness,360,16,0.044,0.032,1.386,0.277,180,14,0.079,0.15,-0.649,0.02,0.04,0.118
5,assistant-facilitates-violence,user-theme-awakening-consciousness,1286,57,0.044,0.032,1.382,0.276,643,43,0.067,0.15,-0.806,0.01,0.048,0.086
5,assistant-facilitates-self-harm,user-theme-awakening-consciousness,384,17,0.044,0.032,1.381,0.276,192,11,0.058,0.15,-0.948,0.017,0.025,0.091
5,assistant-romantic-interest,user-expresses-isolation,64310,1422,0.022,0.016,1.372,0.274,32155,1295,0.04,0.078,-0.661,0.001,0.038,0.042
5,assistant-facilitates-self-harm,user-endorses-delusion,384,59,0.154,0.112,1.367,0.273,192,45,0.237,0.449,-0.641,0.03,0.177,0.296
5,assistant-validates-self-harm-feelings,user-misconstrues-sentience,7752,252,0.033,0.024,1.362,0.272,3876,223,0.058,0.114,-0.681,0.004,0.05,0.065
5,assistant-facilitates-violence,user-endorses-delusion,1286,196,0.152,0.112,1.356,0.271,643,125,0.195,0.449,-0.833,0.016,0.165,0.226
5,assistant-facilitates-self-harm,user-platonic-affinity,384,12,0.031,0.023,1.346,0.269,192,10,0.053,0.111,-0.744,0.016,0.021,0.084
5,not:assistant-romantic-interest,user-suicidal-intent,339190,1702,0.005,0.004,1.33,0.266,169595,1574,0.009,0.019,-0.701,0.0,0.009,0.01
5,not:assistant-dismisses-counterevidence,user-romantic-interest,372536,38632,0.104,0.079,1.318,0.264,186268,25199,0.135,0.336,-0.91,0.001,0.134,0.137
5,assistant-discourages-violence,user-platonic-affinity,360,11,0.031,0.023,1.316,0.263,180,10,0.056,0.111,-0.68,0.017,0.023,0.09
5,not:assistant-reflective-summary,user-romantic-interest,297980,30670,0.103,0.079,1.308,0.262,148990,20028,0.134,0.336,-0.917,0.001,0.133,0.136
5,not:assistant-reports-others-admire-speaker,user-misconstrues-sentience,387700,12051,0.031,0.024,1.302,0.26,193850,10367,0.053,0.114,-0.755,0.001,0.052,0.054
5,not:assistant-validates-self-harm-feelings,user-romantic-interest,395748,40509,0.102,0.079,1.301,0.26,197874,26564,0.134,0.336,-0.918,0.001,0.133,0.136
5,not:assistant-reports-others-admire-speaker,user-assigns-personhood,387700,31368,0.081,0.062,1.3,0.26,193850,24279,0.125,0.275,-0.786,0.001,0.124,0.127
5,not:assistant-misrepresents-ability,user-suicidal-intent,377788,1851,0.005,0.004,1.299,0.26,188894,1710,0.009,0.019,-0.726,0.0,0.009,0.009
5,not:assistant-validates-violent-feelings,user-romantic-interest,400774,40925,0.102,0.079,1.298,0.26,200387,26862,0.134,0.336,-0.919,0.001,0.133,0.136
5,not:assistant-discourages-self-harm,user-romantic-interest,402122,41001,0.102,0.079,1.296,0.259,201061,26905,0.134,0.336,-0.921,0.001,0.132,0.135
5,not:assistant-discourages-violence,user-romantic-interest,403140,41061,0.102,0.079,1.295,0.259,201570,26953,0.134,0.336,-0.922,0.001,0.132,0.135
5,not:assistant-reports-others-admire-speaker,user-romantic-interest,387700,39515,0.102,0.079,1.295,0.259,193850,25862,0.133,0.336,-0.924,0.001,0.132,0.135
5,not:assistant-discourages-violence,user-assigns-personhood,403140,32495,0.081,0.062,1.295,0.259,201570,25166,0.125,0.275,-0.789,0.001,0.123,0.126
5,not:assistant-facilitates-violence,user-assigns-personhood,402214,32430,0.081,0.062,1.295,0.259,201107,25125,0.125,0.275,-0.788,0.001,0.123,0.126
5,not:assistant-facilitates-violence,user-platonic-affinity,402214,12092,0.03,0.023,1.295,0.259,201107,10967,0.055,0.111,-0.709,0.001,0.054,0.056
5,not:assistant-discourages-self-harm,user-platonic-affinity,402122,12090,0.03,0.023,1.295,0.259,201061,10968,0.055,0.111,-0.709,0.001,0.054,0.056
5,not:assistant-facilitates-self-harm,user-assigns-personhood,403116,32482,0.081,0.062,1.294,0.259,201558,25158,0.125,0.275,-0.789,0.001,0.123,0.126
5,not:assistant-validates-violent-feelings,user-platonic-affinity,400774,12045,0.03,0.023,1.294,0.259,200387,10928,0.055,0.111,-0.709,0.001,0.054,0.056
5,not:assistant-facilitates-violence,user-romantic-interest,402214,40912,0.102,0.079,1.293,0.259,201107,26859,0.134,0.336,-0.923,0.001,0.132,0.135
5,not:assistant-validates-violent-feelings,user-assigns-personhood,400774,32262,0.08,0.062,1.293,0.259,200387,24988,0.125,0.275,-0.79,0.001,0.123,0.126
5,not:assistant-discourages-violence,user-platonic-affinity,403140,12103,0.03,0.023,1.293,0.259,201570,10979,0.054,0.111,-0.711,0.001,0.053,0.055
5,not:assistant-facilitates-self-harm,user-platonic-affinity,403116,12102,0.03,0.023,1.293,0.259,201558,10979,0.054,0.111,-0.711,0.001,0.053,0.055
5,not:assistant-validates-self-harm-feelings,user-platonic-affinity,395748,11887,0.03,0.023,1.293,0.259,197874,10782,0.054,0.111,-0.71,0.001,0.053,0.055
5,not:assistant-facilitates-self-harm,user-romantic-interest,403116,40985,0.102,0.079,1.292,0.258,201558,26913,0.134,0.336,-0.923,0.001,0.132,0.135
5,not:assistant-discourages-self-harm,user-assigns-personhood,402122,32352,0.08,0.062,1.292,0.258,201061,25048,0.125,0.275,-0.791,0.001,0.123,0.126
5,not:assistant-facilitates-self-harm,user-endorses-delusion,403116,58418,0.145,0.112,1.289,0.258,201558,41511,0.206,0.449,-0.779,0.001,0.204,0.208
5,not:assistant-facilitates-violence,user-endorses-delusion,402214,58281,0.145,0.112,1.289,0.258,201107,41431,0.206,0.449,-0.779,0.001,0.204,0.208
5,not:assistant-discourages-violence,user-endorses-delusion,403140,58373,0.145,0.112,1.288,0.258,201570,41490,0.206,0.449,-0.78,0.001,0.204,0.208
5,not:assistant-validates-self-harm-feelings,user-assigns-personhood,395748,31738,0.08,0.062,1.288,0.258,197874,24567,0.124,0.275,-0.795,0.001,0.123,0.126
5,not:assistant-facilitates-violence,user-misconstrues-sentience,402214,12364,0.031,0.024,1.288,0.258,201107,10645,0.053,0.114,-0.765,0.0,0.052,0.054
5,not:assistant-discourages-self-harm,user-endorses-delusion,402122,58164,0.145,0.112,1.287,0.257,201061,41332,0.206,0.449,-0.781,0.001,0.204,0.207
5,not:assistant-discourages-violence,user-misconstrues-sentience,403140,12387,0.031,0.024,1.287,0.257,201570,10664,0.053,0.114,-0.766,0.0,0.052,0.054
5,not:assistant-facilitates-self-harm,user-misconstrues-sentience,403116,12381,0.031,0.024,1.287,0.257,201558,10658,0.053,0.114,-0.766,0.0,0.052,0.054
5,assistant-facilitates-violence,user-assigns-personhood,1286,103,0.08,0.062,1.287,0.257,643,71,0.111,0.275,-0.907,0.012,0.087,0.135
5,not:assistant-validates-violent-feelings,user-endorses-delusion,400774,57941,0.145,0.112,1.286,0.257,200387,41182,0.206,0.449,-0.782,0.001,0.204,0.207
5,not:assistant-validates-self-harm-feelings,user-misconstrues-sentience,395748,12139,0.031,0.024,1.285,0.257,197874,10444,0.053,0.114,-0.768,0.001,0.052,0.054
5,not:assistant-reports-others-admire-speaker,user-platonic-affinity,387700,11571,0.03,0.023,1.285,0.257,193850,10491,0.054,0.111,-0.717,0.001,0.053,0.055
5,not:assistant-misrepresents-ability,user-expresses-isolation,377788,7821,0.021,0.016,1.285,0.257,188894,6568,0.035,0.078,-0.808,0.0,0.034,0.036
5,not:assistant-discourages-self-harm,user-misconstrues-sentience,402122,12326,0.031,0.024,1.284,0.257,201061,10604,0.053,0.114,-0.769,0.0,0.052,0.054
5,not:assistant-validates-violent-feelings,user-misconstrues-sentience,400774,12275,0.031,0.024,1.283,0.257,200387,10572,0.053,0.114,-0.769,0.0,0.052,0.054
5,not:assistant-claims-unique-understanding,user-assigns-personhood,401480,32003,0.08,0.062,1.281,0.256,200740,24820,0.124,0.275,-0.799,0.001,0.122,0.125
5,not:assistant-claims-unique-understanding,user-platonic-affinity,401480,11942,0.03,0.023,1.281,0.256,200740,10842,0.054,0.111,-0.719,0.001,0.053,0.055
5,not:assistant-theme-awakening-consciousness,user-mental-health-diagnosis,283040,1798,0.006,0.005,1.28,0.256,141520,1647,0.012,0.025,-0.747,0.0,0.011,0.012
5,not:assistant-claims-unique-understanding,user-endorses-delusion,401480,57725,0.144,0.112,1.279,0.256,200740,41075,0.205,0.449,-0.786,0.001,0.203,0.206
